"B02001_001E","B02001_001M","B02001_002E","B02001_002M","B02001_003E","B02001_003M","B02001_004E","B02001_004M","B02001_005E","B02001_005M","B02001_006E","B02001_006M","B02001_007E","B02001_007M","B02001_008E","B02001_008M","B02001_009E","B02001_009M","B02001_010E","B02001_010M","GEO_ID","NAME"
"Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!White alone","Margin of Error!!Total!!White alone","Estimate!!Total!!Black or African American alone","Margin of Error!!Total!!Black or African American alone","Estimate!!Total!!American Indian and Alaska Native alone","Margin of Error!!Total!!American Indian and Alaska Native alone","Estimate!!Total!!Asian alone","Margin of Error!!Total!!Asian alone","Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Some other race alone","Margin of Error!!Total!!Some other race alone","Estimate!!Total!!Two or more races","Margin of Error!!Total!!Two or more races","Estimate!!Total!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Two or more races!!Two races including Some other race","Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","id","Geographic Area Name"
"2960","15","2712","114","46","54","9","16","35","29","0","12","0","12","158","89","0","12","158","89","1400000US25001010100","Census Tract 101, Barnstable County, Massachusetts"
"3481","225","3162","235","64","61","0","12","115","93","0","12","21","31","119","163","0","12","119","163","1400000US25001010206","Census Tract 102.06, Barnstable County, Massachusetts"
"1254","228","1222","224","27","40","0","12","0","12","0","12","0","12","5","7","0","12","5","7","1400000US25001010208","Census Tract 102.08, Barnstable County, Massachusetts"
"2431","240","2285","254","22","32","0","12","101","96","0","12","0","12","23","27","0","12","23","27","1400000US25001010304","Census Tract 103.04, Barnstable County, Massachusetts"
"2462","239","2253","276","105","130","0","12","15","23","0","12","39","50","50","65","0","12","50","65","1400000US25001010306","Census Tract 103.06, Barnstable County, Massachusetts"
"3044","308","2734","302","257","172","0","12","53","69","0","12","0","12","0","12","0","12","0","12","1400000US25001010400","Census Tract 104, Barnstable County, Massachusetts"
"2777","308","2734","308","5","9","0","12","0","12","0","12","38","45","0","12","0","12","0","12","1400000US25001010500","Census Tract 105, Barnstable County, Massachusetts"
"3077","268","2855","239","165","119","0","12","18","28","0","12","0","12","39","39","5","8","34","38","1400000US25001010600","Census Tract 106, Barnstable County, Massachusetts"
"3078","271","2954","281","53","103","0","12","20","27","0","12","0","12","51","84","0","12","51","84","1400000US25001010700","Census Tract 107, Barnstable County, Massachusetts"
"4548","328","4444","340","57","68","0","12","0","12","0","12","0","12","47","62","0","12","47","62","1400000US25001010800","Census Tract 108, Barnstable County, Massachusetts"
"5320","325","5144","341","20","40","0","17","56","66","36","58","0","17","64","58","0","17","64","58","1400000US25001010900","Census Tract 109, Barnstable County, Massachusetts"
"4045","294","3657","318","76","78","0","12","19","31","0","12","199","145","94","67","28","35","66","49","1400000US25001011002","Census Tract 110.02, Barnstable County, Massachusetts"
"4672","392","4494","442","10","20","0","12","149","102","19","30","0","12","0","12","0","12","0","12","1400000US25001011100","Census Tract 111, Barnstable County, Massachusetts"
"3425","258","3078","307","267","170","0","12","0","12","0","12","9","15","71","60","0","12","71","60","1400000US25001011200","Census Tract 112, Barnstable County, Massachusetts"
"2558","273","2472","287","0","12","0","12","20","28","0","12","25","42","41","56","24","45","17","36","1400000US25001011300","Census Tract 113, Barnstable County, Massachusetts"
"2891","250","2749","254","0","12","0","12","44","81","0","12","98","135","0","12","0","12","0","12","1400000US25001011400","Census Tract 114, Barnstable County, Massachusetts"
"3790","349","3283","351","308","203","0","12","99","106","0","12","0","12","100","86","0","12","100","86","1400000US25001011500","Census Tract 115, Barnstable County, Massachusetts"
"2964","348","2617","388","289","169","0","12","16","27","0","12","7","12","35","46","9","18","26","41","1400000US25001011600","Census Tract 116, Barnstable County, Massachusetts"
"1759","183","1695","187","25","29","0","12","7","12","9","15","23","24","0","12","0","12","0","12","1400000US25001011700","Census Tract 117, Barnstable County, Massachusetts"
"2323","158","2241","167","0","12","0","12","82","81","0","12","0","12","0","12","0","12","0","12","1400000US25001011801","Census Tract 118.01, Barnstable County, Massachusetts"
"4114","333","3884","362","17","24","0","12","119","109","0","12","6","11","88","91","0","12","88","91","1400000US25001011802","Census Tract 118.02, Barnstable County, Massachusetts"
"5644","419","5557","414","7","13","0","17","65","76","0","17","15","25","0","17","0","17","0","17","1400000US25001012001","Census Tract 120.01, Barnstable County, Massachusetts"
"2816","274","2585","240","35","46","0","12","39","59","0","12","92","102","65","77","24","36","41","64","1400000US25001012002","Census Tract 120.02, Barnstable County, Massachusetts"
"5434","470","4753","507","370","254","0","17","150","129","0","17","107","137","54","72","0","17","54","72","1400000US25001012101","Census Tract 121.01, Barnstable County, Massachusetts"
"3050","311","2624","276","121","142","30","39","158","150","0","12","39","36","78","67","0","12","78","67","1400000US25001012102","Census Tract 121.02, Barnstable County, Massachusetts"
"4788","417","4617","425","106","102","0","12","32","41","0","12","0","12","33","50","0","12","33","50","1400000US25001012200","Census Tract 122, Barnstable County, Massachusetts"
"3657","431","2960","552","412","261","50","75","67","91","0","12","99","91","69","100","4","8","65","99","1400000US25001012502","Census Tract 125.02, Barnstable County, Massachusetts"
"3107","285","2538","324","267","239","7","12","28","35","6","10","115","73","146","109","47","54","99","93","1400000US25001012601","Census Tract 126.01, Barnstable County, Massachusetts"
"5204","521","4269","493","704","273","0","17","0","17","96","132","99","146","36","56","0","17","36","56","1400000US25001012602","Census Tract 126.02, Barnstable County, Massachusetts"
"4142","403","3873","452","0","12","0","12","0","12","0","12","45","66","224","213","0","12","224","213","1400000US25001012700","Census Tract 127, Barnstable County, Massachusetts"
"3826","311","3599","326","63","80","34","43","18","27","0","12","21","22","91","98","0","12","91","98","1400000US25001012800","Census Tract 128, Barnstable County, Massachusetts"
"3904","292","3708","274","5","8","39","60","37","43","0","12","25","27","90","65","46","41","44","40","1400000US25001012900","Census Tract 129, Barnstable County, Massachusetts"
"2884","296","2720","278","76","80","15","23","0","12","0","12","42","43","31","53","19","33","12","20","1400000US25001013002","Census Tract 130.02, Barnstable County, Massachusetts"
"5323","507","5115","495","122","175","0","17","0","17","0","17","32","46","54","65","0","17","54","65","1400000US25001013100","Census Tract 131, Barnstable County, Massachusetts"
"4560","398","4520","397","13","20","0","12","27","40","0","12","0","12","0","12","0","12","0","12","1400000US25001013200","Census Tract 132, Barnstable County, Massachusetts"
"3058","272","2977","277","6","12","0","12","75","73","0","12","0","12","0","12","0","12","0","12","1400000US25001013300","Census Tract 133, Barnstable County, Massachusetts"
"3706","275","3675","265","0","12","0","12","31","48","0","12","0","12","0","12","0","12","0","12","1400000US25001013400","Census Tract 134, Barnstable County, Massachusetts"
"7070","429","6681","456","9","19","0","17","172","187","0","17","33","52","175","129","0","17","175","129","1400000US25001013500","Census Tract 135, Barnstable County, Massachusetts"
"6491","401","6371","437","0","17","0","17","13","23","0","17","77","113","30","43","0","17","30","43","1400000US25001013600","Census Tract 136, Barnstable County, Massachusetts"
"4669","435","4374","450","96","124","41","61","68","93","0","12","1","2","89","71","4","7","85","71","1400000US25001013700","Census Tract 137, Barnstable County, Massachusetts"
"4977","439","4376","363","145","141","0","12","140","131","0","12","111","156","205","163","0","12","205","163","1400000US25001013800","Census Tract 138, Barnstable County, Massachusetts"
"4970","435","4556","425","25","38","0","12","0","12","0","12","0","12","389","402","284","367","105","176","1400000US25001013900","Census Tract 139, Barnstable County, Massachusetts"
"4331","345","4151","356","114","84","13","31","0","12","0","12","12","19","41","60","0","12","41","60","1400000US25001014002","Census Tract 140.02, Barnstable County, Massachusetts"
"909","151","763","140","70","65","0","12","19","28","0","12","38","38","19","23","6","10","13","20","1400000US25001014100","Census Tract 141, Barnstable County, Massachusetts"
"4047","510","3922","514","5","13","0","12","29","48","0","12","14","22","77","114","0","12","77","114","1400000US25001014300","Census Tract 143, Barnstable County, Massachusetts"
"6913","592","5891","648","255","246","75","122","293","281","0","17","148","198","251","199","32","37","219","195","1400000US25001014402","Census Tract 144.02, Barnstable County, Massachusetts"
"5613","580","5164","595","37","39","69","102","3","36","0","17","79","82","261","221","96","122","165","185","1400000US25001014500","Census Tract 145, Barnstable County, Massachusetts"
"4237","315","3439","372","358","241","72","82","44","41","0","12","124","133","200","124","24","39","176","114","1400000US25001014600","Census Tract 146, Barnstable County, Massachusetts"
"3246","316","3028","335","83","62","22","32","75","78","0","12","6","8","32","32","21","29","11","16","1400000US25001014700","Census Tract 147, Barnstable County, Massachusetts"
"3491","367","3004","332","173","203","8","13","142","112","0","12","96","101","68","64","24","34","44","58","1400000US25001014800","Census Tract 148, Barnstable County, Massachusetts"
"3630","322","3461","316","53","57","0","12","69","64","0","12","0","12","47","55","0","12","47","55","1400000US25001014900","Census Tract 149, Barnstable County, Massachusetts"
"4394","261","3788","308","46","42","132","154","177","111","0","12","79","88","172","133","16","26","156","125","1400000US25001015001","Census Tract 150.01, Barnstable County, Massachusetts"
"4190","332","3305","336","261","190","450","218","87","116","0","12","17","21","70","79","60","77","10","15","1400000US25001015002","Census Tract 150.02, Barnstable County, Massachusetts"
"3419","243","3150","245","61","45","13","22","69","91","0","12","20","30","106","76","0","12","106","76","1400000US25001015100","Census Tract 151, Barnstable County, Massachusetts"
"2098","253","2032","238","0","12","58","63","8","14","0","12","0","12","0","12","0","12","0","12","1400000US25001015200","Census Tract 152, Barnstable County, Massachusetts"
"2919","374","2227","374","430","200","0","12","125","97","0","12","65","67","72","54","26","27","46","47","1400000US25001015300","Census Tract 153, Barnstable County, Massachusetts"
