"GEO_ID","NAME","S1903_C01_001E","S1903_C01_001M","S1903_C01_002E","S1903_C01_002M","S1903_C01_003E","S1903_C01_003M","S1903_C01_004E","S1903_C01_004M","S1903_C01_005E","S1903_C01_005M","S1903_C01_006E","S1903_C01_006M","S1903_C01_007E","S1903_C01_007M","S1903_C01_008E","S1903_C01_008M","S1903_C01_009E","S1903_C01_009M","S1903_C01_010E","S1903_C01_010M","S1903_C01_011E","S1903_C01_011M","S1903_C01_012E","S1903_C01_012M","S1903_C01_013E","S1903_C01_013M","S1903_C01_014E","S1903_C01_014M","S1903_C01_015E","S1903_C01_015M","S1903_C01_016E","S1903_C01_016M","S1903_C01_017E","S1903_C01_017M","S1903_C01_018E","S1903_C01_018M","S1903_C01_019E","S1903_C01_019M","S1903_C01_020E","S1903_C01_020M","S1903_C01_021E","S1903_C01_021M","S1903_C01_022E","S1903_C01_022M","S1903_C01_023E","S1903_C01_023M","S1903_C01_024E","S1903_C01_024M","S1903_C01_025E","S1903_C01_025M","S1903_C01_026E","S1903_C01_026M","S1903_C01_027E","S1903_C01_027M","S1903_C01_028E","S1903_C01_028M","S1903_C01_029E","S1903_C01_029M","S1903_C01_030E","S1903_C01_030M","S1903_C02_001E","S1903_C02_001M","S1903_C02_002E","S1903_C02_002M","S1903_C02_003E","S1903_C02_003M","S1903_C02_004E","S1903_C02_004M","S1903_C02_005E","S1903_C02_005M","S1903_C02_006E","S1903_C02_006M","S1903_C02_007E","S1903_C02_007M","S1903_C02_008E","S1903_C02_008M","S1903_C02_009E","S1903_C02_009M","S1903_C02_010E","S1903_C02_010M","S1903_C02_011E","S1903_C02_011M","S1903_C02_012E","S1903_C02_012M","S1903_C02_013E","S1903_C02_013M","S1903_C02_014E","S1903_C02_014M","S1903_C02_015E","S1903_C02_015M","S1903_C02_016E","S1903_C02_016M","S1903_C02_017E","S1903_C02_017M","S1903_C02_018E","S1903_C02_018M","S1903_C02_019E","S1903_C02_019M","S1903_C02_020E","S1903_C02_020M","S1903_C02_021E","S1903_C02_021M","S1903_C02_022E","S1903_C02_022M","S1903_C02_023E","S1903_C02_023M","S1903_C02_024E","S1903_C02_024M","S1903_C02_025E","S1903_C02_025M","S1903_C02_026E","S1903_C02_026M","S1903_C02_027E","S1903_C02_027M","S1903_C02_028E","S1903_C02_028M","S1903_C02_029E","S1903_C02_029M","S1903_C02_030E","S1903_C02_030M"
"id","Geographic Area Name","Total!!Estimate!!Households","Total!!Margin of Error!!Households","Total!!Estimate!!Households!!One race!!White","Total!!Margin of Error!!Households!!One race!!White","Total!!Estimate!!Households!!One race!!Black or African American","Total!!Margin of Error!!Households!!One race!!Black or African American","Total!!Estimate!!Households!!One race!!American Indian and Alaska Native","Total!!Margin of Error!!Households!!One race!!American Indian and Alaska Native","Total!!Estimate!!Households!!One race!!Asian","Total!!Margin of Error!!Households!!One race!!Asian","Total!!Estimate!!Households!!One race!!Native Hawaiian and Other Pacific Islander","Total!!Margin of Error!!Households!!One race!!Native Hawaiian and Other Pacific Islander","Total!!Estimate!!Households!!One race!!Some other race","Total!!Margin of Error!!Households!!One race!!Some other race","Total!!Estimate!!Households!!Two or more races","Total!!Margin of Error!!Households!!Two or more races","Total!!Estimate!!Hispanic or Latino origin (of any race)","Total!!Margin of Error!!Hispanic or Latino origin (of any race)","Total!!Estimate!!White alone, not Hispanic or Latino","Total!!Margin of Error!!White alone, not Hispanic or Latino","Total!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years","Total!!Margin of Error!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years","Total!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years","Total!!Margin of Error!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years","Total!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years","Total!!Margin of Error!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years","Total!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over","Total!!Margin of Error!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over","Total!!Estimate!!FAMILIES!!Families","Total!!Margin of Error!!FAMILIES!!Families","Total!!Estimate!!FAMILIES!!Families!!With own children under 18 years","Total!!Margin of Error!!FAMILIES!!Families!!With own children under 18 years","Total!!Estimate!!FAMILIES!!Families!!With no own children under 18 years","Total!!Margin of Error!!FAMILIES!!Families!!With no own children under 18 years","Total!!Estimate!!FAMILIES!!Families!!Married-couple families","Total!!Margin of Error!!FAMILIES!!Families!!Married-couple families","Total!!Estimate!!FAMILIES!!Families!!Female householder, no husband present","Total!!Margin of Error!!FAMILIES!!Families!!Female householder, no husband present","Total!!Estimate!!FAMILIES!!Families!!Male householder, no wife present","Total!!Margin of Error!!FAMILIES!!Families!!Male householder, no wife present","Total!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households","Total!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households","Total!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder","Total!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder","Total!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Living alone","Total!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Living alone","Total!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Not living alone","Total!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Not living alone","Total!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder","Total!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder","Total!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Living alone","Total!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Living alone","Total!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Not living alone","Total!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Not living alone","Total!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Total!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Total!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Total!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Total!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Total!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Median income (dollars)!!Estimate!!Households","Median income (dollars)!!Margin of Error!!Households","Median income (dollars)!!Estimate!!Households!!One race!!White","Median income (dollars)!!Margin of Error!!Households!!One race!!White","Median income (dollars)!!Estimate!!Households!!One race!!Black or African American","Median income (dollars)!!Margin of Error!!Households!!One race!!Black or African American","Median income (dollars)!!Estimate!!Households!!One race!!American Indian and Alaska Native","Median income (dollars)!!Margin of Error!!Households!!One race!!American Indian and Alaska Native","Median income (dollars)!!Estimate!!Households!!One race!!Asian","Median income (dollars)!!Margin of Error!!Households!!One race!!Asian","Median income (dollars)!!Estimate!!Households!!One race!!Native Hawaiian and Other Pacific Islander","Median income (dollars)!!Margin of Error!!Households!!One race!!Native Hawaiian and Other Pacific Islander","Median income (dollars)!!Estimate!!Households!!One race!!Some other race","Median income (dollars)!!Margin of Error!!Households!!One race!!Some other race","Median income (dollars)!!Estimate!!Households!!Two or more races","Median income (dollars)!!Margin of Error!!Households!!Two or more races","Median income (dollars)!!Estimate!!Hispanic or Latino origin (of any race)","Median income (dollars)!!Margin of Error!!Hispanic or Latino origin (of any race)","Median income (dollars)!!Estimate!!White alone, not Hispanic or Latino","Median income (dollars)!!Margin of Error!!White alone, not Hispanic or Latino","Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years","Median income (dollars)!!Margin of Error!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years","Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years","Median income (dollars)!!Margin of Error!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years","Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years","Median income (dollars)!!Margin of Error!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years","Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over","Median income (dollars)!!Margin of Error!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over","Median income (dollars)!!Estimate!!FAMILIES!!Families","Median income (dollars)!!Margin of Error!!FAMILIES!!Families","Median income (dollars)!!Estimate!!FAMILIES!!Families!!With own children under 18 years","Median income (dollars)!!Margin of Error!!FAMILIES!!Families!!With own children under 18 years","Median income (dollars)!!Estimate!!FAMILIES!!Families!!With no own children under 18 years","Median income (dollars)!!Margin of Error!!FAMILIES!!Families!!With no own children under 18 years","Median income (dollars)!!Estimate!!FAMILIES!!Families!!Married-couple families","Median income (dollars)!!Margin of Error!!FAMILIES!!Families!!Married-couple families","Median income (dollars)!!Estimate!!FAMILIES!!Families!!Female householder, no husband present","Median income (dollars)!!Margin of Error!!FAMILIES!!Families!!Female householder, no husband present","Median income (dollars)!!Estimate!!FAMILIES!!Families!!Male householder, no wife present","Median income (dollars)!!Margin of Error!!FAMILIES!!Families!!Male householder, no wife present","Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households","Median income (dollars)!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households","Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder","Median income (dollars)!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder","Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Living alone","Median income (dollars)!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Living alone","Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Not living alone","Median income (dollars)!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Not living alone","Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder","Median income (dollars)!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder","Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Living alone","Median income (dollars)!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Living alone","Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Not living alone","Median income (dollars)!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Not living alone","Median income (dollars)!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Median income (dollars)!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Median income (dollars)!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Median income (dollars)!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Median income (dollars)!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Median income (dollars)!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months"
"1400000US25001010100","Census Tract 101, Barnstable County, Massachusetts","1719","142","93.0","4.7","4.3","3.5","0.0","2.0","0.4","0.6","0.0","2.0","0.0","2.0","2.3","2.6","0.0","2.0","93.0","4.7","0.0","2.0","15.1","5.5","59.6","6.6","25.3","5.4","453","81","24.7","17.4","75.3","17.4","55.8","14.7","34.9","13.6","9.3","9.8","1266","179","41.3","6.7","31.0","6.9","10.3","4.5","58.7","6.7","42.5","7.8","16.2","5.6","23.9","(X)","42.6","(X)","17.1","(X)","41140","11993","44583","11438","24651","57560","-","**","-","**","-","**","-","**","-","**","-","**","44583","11438","-","**","48106","3551","35852","15063","33933","14787","49362","21148","30167","9653","69464","49828","96250","53065","26755","9768","48839","1258","34057","7441","23850","7027","20519","2881","96250","51026","47594","8947","27500","17365","135074","5973","(X)","(X)","(X)","(X)","(X)","(X)"
"1400000US25001010206","Census Tract 102.06, Barnstable County, Massachusetts","1689","183","95.9","2.9","2.3","2.5","0.0","2.0","0.0","2.0","0.0","2.0","0.9","1.5","0.9","1.5","0.0","2.0","95.9","2.9","0.0","2.0","14.5","7.5","33.4","7.9","52.1","8.9","856","145","14.0","6.9","86.0","6.9","80.4","9.5","17.1","8.7","2.6","3.1","833","224","68.1","14.6","62.9","15.1","5.2","4.7","31.9","14.6","29.4","14.7","2.5","2.8","18.9","(X)","20.4","(X)","14.2","(X)","47166","14200","50724","14292","-","**","-","**","-","**","-","**","-","**","-","**","-","**","50724","14292","-","**","23125","40723","46867","19499","53640","16359","69423","40495","32222","33698","91875","44063","93077","44144","27188","18422","-","**","26406","13251","30583","19732","27000","16331","103917","74370","20980","17014","20466","13522","-","**","(X)","(X)","(X)","(X)","(X)","(X)"
"1400000US25001010208","Census Tract 102.08, Barnstable County, Massachusetts","829","129","98.1","2.9","0.0","4.1","1.9","2.9","0.0","4.1","0.0","4.1","0.0","4.1","0.0","4.1","0.0","4.1","98.1","2.9","0.0","4.1","12.8","8.2","59.0","11.3","28.2","9.0","447","98","28.0","13.4","72.0","13.4","71.4","12.1","11.0","7.8","17.7","12.4","382","119","58.1","15.2","36.9","13.9","21.2","13.6","41.9","15.2","35.1","15.9","6.8","6.6","26.8","(X)","26.8","(X)","26.7","(X)","57578","9652","55625","10692","-","**","-","**","-","**","-","**","-","**","-","**","-","**","55625","10692","-","**","32083","10196","76964","28777","43929","15745","62260","15085","100240","87526","61058","12928","80781","34968","36058","41314","58083","29603","36857","13290","45000","34607","35208","13401","159013","101138","35147","17420","28696","14256","60750","20945","(X)","(X)","(X)","(X)","(X)","(X)"
"1400000US25001010304","Census Tract 103.04, Barnstable County, Massachusetts","1007","124","96.7","3.7","0.0","3.4","2.1","3.1","1.2","1.7","0.0","3.4","0.0","3.4","0.0","3.4","0.8","1.3","95.9","3.9","0.0","3.4","7.2","4.3","48.2","7.0","44.6","6.5","602","100","11.8","6.9","88.2","6.9","86.5","10.8","4.5","4.4","9.0","10.0","405","108","78.3","12.6","60.7","16.6","17.5","15.6","21.7","12.6","14.8","10.5","6.9","8.1","25.2","(X)","26.6","(X)","23.2","(X)","59906","19601","67727","19083","-","**","-","**","-","**","-","**","-","**","-","**","-","**","68636","19209","-","**","82440","25351","75868","24730","53523","13215","80781","9207","92404","23935","79826","5826","84013","17848","41688","28862","78611","24122","31681","17802","28984","10355","30000","7432","22113","74497","82727","92368","49808","140572","-","**","(X)","(X)","(X)","(X)","(X)","(X)"
"1400000US25001010306","Census Tract 103.06, Barnstable County, Massachusetts","1302","174","96.8","3.8","0.0","2.6","0.0","2.6","3.2","3.8","0.0","2.6","0.0","2.6","0.0","2.6","0.0","2.6","96.8","3.8","1.8","3.0","13.3","5.3","41.8","9.1","43.2","10.2","917","126","23.4","10.4","76.6","10.4","76.2","8.8","18.2","9.2","5.6","5.9","385","156","51.4","20.4","45.5","20.5","6.0","9.9","48.6","20.4","43.9","20.3","4.7","7.6","15.3","(X)","18.1","(X)","8.6","(X)","53125","19831","52030","14244","-","**","-","**","-","**","-","**","-","**","-","**","-","**","52030","14244","-","**","61806","43156","76833","36314","51016","10865","67759","11727","95703","37080","64837","7624","80170","26304","47054","11003","66528","20606","30169","13270","20833","33642","29028","43721","-","**","31620","17946","30787","10024","-","**","(X)","(X)","(X)","(X)","(X)","(X)"
"1400000US25001010400","Census Tract 104, Barnstable County, Massachusetts","1426","131","98.4","2.5","0.0","2.4","0.0","2.4","0.4","0.8","0.0","2.4","0.0","2.4","1.3","2.3","5.5","4.6","92.9","5.3","0.0","2.4","11.5","5.1","45.3","6.7","43.2","6.3","868","115","17.7","5.6","82.3","5.6","77.4","10.1","13.4","7.5","9.2","7.3","558","149","55.2","15.1","53.8","14.8","1.4","2.2","44.8","15.1","39.4","14.4","5.4","6.6","28.2","(X)","27.4","(X)","29.4","(X)","53790","12254","53365","15103","-","**","-","**","-","**","-","**","-","**","-","**","31829","38335","55174","15526","-","**","54167","40559","75694","15566","40000","14573","67010","14892","54167","38633","71538","15398","76667","14425","45714","32771","26852","86113","30732","5569","32667","15119","28929","15173","-","**","30671","10016","29630","11051","-","**","(X)","(X)","(X)","(X)","(X)","(X)"
"1400000US25001010500","Census Tract 105, Barnstable County, Massachusetts","1342","149","99.5","0.9","0.0","2.6","0.0","2.6","0.5","0.9","0.0","2.6","0.0","2.6","0.0","2.6","0.0","2.6","99.5","0.9","2.1","3.4","9.8","4.6","29.1","5.2","58.9","5.9","950","113","12.2","4.8","87.8","4.8","85.3","5.7","14.0","5.6","0.7","1.3","392","118","66.3","13.9","64.0","14.1","2.3","3.5","33.7","13.9","23.7","13.9","9.9","10.2","30.6","(X)","29.7","(X)","32.9","(X)","67863","7879","68004","8478","-","**","-","**","-","**","-","**","-","**","-","**","-","**","68004","8478","-","**","43306","18739","85938","18916","67759","9856","88646","16198","69167","30260","90385","11640","95125","10503","51806","27885","-","**","31714","9305","35357","14382","32250","19350","-","**","28636","11328","23869","9380","-","**","(X)","(X)","(X)","(X)","(X)","(X)"
"1400000US25001010600","Census Tract 106, Barnstable County, Massachusetts","1596","143","96.6","2.3","2.9","2.2","0.0","2.2","0.4","0.7","0.0","2.2","0.0","2.2","0.0","2.2","0.0","2.2","96.6","2.3","0.0","2.2","9.0","2.7","39.7","5.2","51.3","4.8","1012","102","21.2","5.5","78.8","5.5","81.4","6.3","11.3","5.4","7.3","4.2","584","124","58.7","11.7","58.7","11.7","0.0","5.8","41.3","11.7","40.4","11.5","0.9","1.5","33.6","(X)","35.7","(X)","30.0","(X)","67059","3988","67570","3821","46458","55075","-","**","-","**","-","**","-","**","-","**","-","**","67570","3821","-","**","75208","5099","68304","14434","63611","9669","72321","13914","70662","48147","76250","14445","90313","24676","45179","27935","46600","15667","40294","12386","46964","12883","46964","12883","-","**","37813","14131","37639","14116","-","**","(X)","(X)","(X)","(X)","(X)","(X)"
"1400000US25001010700","Census Tract 107, Barnstable County, Massachusetts","1330","155","96.0","3.1","0.8","1.3","0.0","2.6","0.0","2.6","0.0","2.6","0.7","1.1","2.6","2.8","1.4","1.7","94.7","3.5","1.1","1.6","19.0","7.0","33.9","7.5","46.0","7.3","797","111","23.8","7.0","76.2","7.0","93.1","7.0","6.9","7.0","0.0","4.3","533","160","72.8","13.0","63.8","13.1","9.0","6.3","27.2","13.0","26.1","12.9","1.1","2.0","27.1","(X)","29.4","(X)","22.1","(X)","59214","14822","58036","18494","-","**","-","**","-","**","-","**","-","**","85750","37904","-","**","57821","16490","-","**","50341","28377","84306","16187","49583","15314","91080","10970","91607","14866","90156","14662","95750","8319","50947","11486","-","**","34410","6356","33868","4809","33113","5678","54107","50832","36917","22789","37417","20888","-","**","(X)","(X)","(X)","(X)","(X)","(X)"
