"B02001_001E","B02001_001M","B02001_002E","B02001_002M","B02001_003E","B02001_003M","B02001_004E","B02001_004M","B02001_005E","B02001_005M","B02001_006E","B02001_006M","B02001_007E","B02001_007M","B02001_008E","B02001_008M","B02001_009E","B02001_009M","B02001_010E","B02001_010M","GEO_ID","NAME"
"Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!White alone","Margin of Error!!Total!!White alone","Estimate!!Total!!Black or African American alone","Margin of Error!!Total!!Black or African American alone","Estimate!!Total!!American Indian and Alaska Native alone","Margin of Error!!Total!!American Indian and Alaska Native alone","Estimate!!Total!!Asian alone","Margin of Error!!Total!!Asian alone","Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Some other race alone","Margin of Error!!Total!!Some other race alone","Estimate!!Total!!Two or more races","Margin of Error!!Total!!Two or more races","Estimate!!Total!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Two or more races!!Two races including Some other race","Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","id","Geographic Area Name"
"2959","15","2624","169","111","62","10","19","31","45","0","12","51","75","132","101","34","54","98","88","1400000US25001010100","Census Tract 101, Barnstable County, Massachusetts"
"3011","277","2907","269","40","44","0","12","0","12","0","12","1","3","63","48","15","22","48","42","1400000US25001010206","Census Tract 102.06, Barnstable County, Massachusetts"
"1738","278","1704","274","0","12","29","31","0","12","0","12","0","12","5","8","0","12","5","8","1400000US25001010208","Census Tract 102.08, Barnstable County, Massachusetts"
"1995","306","1967","306","0","12","15","26","11","17","0","12","0","12","2","8","0","12","2","8","1400000US25001010304","Census Tract 103.04, Barnstable County, Massachusetts"
"2937","304","2894","304","0","12","0","12","43","66","0","12","0","12","0","12","0","12","0","12","1400000US25001010306","Census Tract 103.06, Barnstable County, Massachusetts"
"3067","265","3011","268","29","47","0","12","0","12","0","12","0","12","27","48","0","12","27","48","1400000US25001010400","Census Tract 104, Barnstable County, Massachusetts"
"2807","262","2774","271","5","13","0","12","16","26","0","12","7","11","5","11","0","12","5","11","1400000US25001010500","Census Tract 105, Barnstable County, Massachusetts"
"3379","224","3030","253","295","205","0","12","38","39","0","12","0","12","16","25","16","25","0","12","1400000US25001010600","Census Tract 106, Barnstable County, Massachusetts"
"2750","224","2611","233","69","73","0","12","3","5","0","12","17","26","50","39","0","12","50","39","1400000US25001010700","Census Tract 107, Barnstable County, Massachusetts"
"5201","368","5102","390","25","49","12","23","30","29","0","17","0","17","32","39","2","5","30","38","1400000US25001010800","Census Tract 108, Barnstable County, Massachusetts"
"4657","365","4564","371","53","61","0","12","0","12","0","12","9","23","31","37","0","12","31","37","1400000US25001010900","Census Tract 109, Barnstable County, Massachusetts"
"4205","307","3954","288","76","98","0","12","0","12","0","12","89","92","86","64","50","38","36","35","1400000US25001011002","Census Tract 110.02, Barnstable County, Massachusetts"
