"B02001_001E","B02001_001M","B02001_002E","B02001_002M","B02001_003E","B02001_003M","B02001_004E","B02001_004M","B02001_005E","B02001_005M","B02001_006E","B02001_006M","B02001_007E","B02001_007M","B02001_008E","B02001_008M","B02001_009E","B02001_009M","B02001_010E","B02001_010M","GEO_ID","NAME"
"Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!White alone","Margin of Error!!Total!!White alone","Estimate!!Total!!Black or African American alone","Margin of Error!!Total!!Black or African American alone","Estimate!!Total!!American Indian and Alaska Native alone","Margin of Error!!Total!!American Indian and Alaska Native alone","Estimate!!Total!!Asian alone","Margin of Error!!Total!!Asian alone","Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Some other race alone","Margin of Error!!Total!!Some other race alone","Estimate!!Total!!Two or more races","Margin of Error!!Total!!Two or more races","Estimate!!Total!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Two or more races!!Two races including Some other race","Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","id","Geographic Area Name"
"2962","16","2517","170","88","67","10","17","88","84","0","12","45","70","214","119","41","62","173","101","1400000US25001010100","Census Tract 101, Barnstable County, Massachusetts"
"3168","260","2940","269","78","64","0","12","58","76","0","12","1","3","91","67","11","16","80","66","1400000US25001010206","Census Tract 102.06, Barnstable County, Massachusetts"
"1589","262","1563","258","11","19","9","16","0","12","0","12","0","12","6","12","0","12","6","12","1400000US25001010208","Census Tract 102.08, Barnstable County, Massachusetts"
"2107","241","2072","245","0","12","0","12","35","36","0","12","0","12","0","12","0","12","0","12","1400000US25001010304","Census Tract 103.04, Barnstable County, Massachusetts"
"2817","241","2636","268","71","100","0","12","21","30","0","12","42","46","47","63","0","12","47","63","1400000US25001010306","Census Tract 103.06, Barnstable County, Massachusetts"
"3081","232","2906","279","158","130","0","12","17","31","0","12","0","12","0","12","0","12","0","12","1400000US25001010400","Census Tract 104, Barnstable County, Massachusetts"
"2766","230","2705","228","8","19","0","12","23","36","0","12","30","35","0","12","0","12","0","12","1400000US25001010500","Census Tract 105, Barnstable County, Massachusetts"
"3238","268","2975","268","221","167","0","12","21","32","0","12","0","12","21","26","9","14","12","23","1400000US25001010600","Census Tract 106, Barnstable County, Massachusetts"
"2904","269","2752","272","64","107","0","12","22","26","0","12","0","12","66","70","0","12","66","70","1400000US25001010700","Census Tract 107, Barnstable County, Massachusetts"
"4860","395","4773","393","32","46","0","12","0","12","0","12","0","12","55","75","0","12","55","75","1400000US25001010800","Census Tract 108, Barnstable County, Massachusetts"
"5019","395","4808","406","59","63","0","17","56","86","30","46","6","13","60","56","0","17","60","56","1400000US25001010900","Census Tract 109, Barnstable County, Massachusetts"
"4192","283","4060","262","14","13","0","12","0","12","0","12","44","49","74","57","36","34","38","38","1400000US25001011002","Census Tract 110.02, Barnstable County, Massachusetts"
"4525","301","4328","369","13","21","14","24","157","105","13","21","0","12","0","12","0","12","0","12","1400000US25001011100","Census Tract 111, Barnstable County, Massachusetts"
"3450","275","3215","309","163","138","0","12","0","12","0","12","24","27","48","60","0","12","48","60","1400000US25001011200","Census Tract 112, Barnstable County, Massachusetts"
"2804","412","2701","413","0","12","30","32","15","24","0","12","58","92","0","12","0","12","0","12","1400000US25001011300","Census Tract 113, Barnstable County, Massachusetts"
"3148","239","3053","280","0","12","0","12","0","12","0","12","82","123","13","23","0","12","13","23","1400000US25001011400","Census Tract 114, Barnstable County, Massachusetts"
"3912","314","3505","341","232","178","0","12","89","125","0","12","29","32","57","61","16","26","41","53","1400000US25001011500","Census Tract 115, Barnstable County, Massachusetts"
"2313","344","2082","306","167","150","0","12","0","12","0","12","12","18","52","58","17","27","35","50","1400000US25001011600","Census Tract 116, Barnstable County, Massachusetts"
"1890","232","1820","228","5","9","0","12","10","14","0","12","0","12","55","52","10","16","45","50","1400000US25001011700","Census Tract 117, Barnstable County, Massachusetts"
"2439","205","2235","197","11","16","0","12","193","165","0","12","0","12","0","12","0","12","0","12","1400000US25001011801","Census Tract 118.01, Barnstable County, Massachusetts"
"4028","410","3792","412","62","54","0","12","41","41","0","12","6","12","127","113","0","12","127","113","1400000US25001011802","Census Tract 118.02, Barnstable County, Massachusetts"
"5767","421","5632","412","7","13","0","17","33","51","0","17","15","23","80","98","21","32","59","92","1400000US25001012001","Census Tract 120.01, Barnstable County, Massachusetts"
"2743","270","2364","284","27","38","0","12","198","194","0","12","114","101","40","52","0","12","40","52","1400000US25001012002","Census Tract 120.02, Barnstable County, Massachusetts"
"5585","510","5028","531","242","226","27","44","278","284","0","17","0","17","10","15","0","17","10","15","1400000US25001012101","Census Tract 121.01, Barnstable County, Massachusetts"
"2986","324","2586","308","94","94","0","12","156","144","0","12","26","29","124","100","0","12","124","100","1400000US25001012102","Census Tract 121.02, Barnstable County, Massachusetts"
"5016","423","4891","433","48","73","0","17","0","17","0","17","0","17","77","99","0","17","77","99","1400000US25001012200","Census Tract 122, Barnstable County, Massachusetts"
"3390","475","2918","446","197","139","0","12","51","70","0","12","131","133","93","89","2","5","91","89","1400000US25001012502","Census Tract 125.02, Barnstable County, Massachusetts"
"3832","495","3135","409","287","299","35","40","0","12","0","12","252","240","123","108","0","12","123","108","1400000US25001012601","Census Tract 126.01, Barnstable County, Massachusetts"
"4278","571","3165","514","761","525","0","12","73","138","139","78","60","103","80","102","13","22","67","102","1400000US25001012602","Census Tract 126.02, Barnstable County, Massachusetts"
"3995","396","3931","431","0","12","0","12","0","12","0","12","30","47","34","118","0","12","34","118","1400000US25001012700","Census Tract 127, Barnstable County, Massachusetts"
"4051","360","3816","324","0","12","14","27","103","111","0","12","22","26","96","84","0","12","96","84","1400000US25001012800","Census Tract 128, Barnstable County, Massachusetts"
"3820","269","3718","282","0","12","47","53","23","24","0","12","8","13","24","29","0","12","24","29","1400000US25001012900","Census Tract 129, Barnstable County, Massachusetts"
"2987","317","2926","316","31","38","0","12","0","12","0","12","30","36","0","12","0","12","0","12","1400000US25001013002","Census Tract 130.02, Barnstable County, Massachusetts"
"5179","480","4876","487","111","182","0","17","0","17","0","17","45","43","147","94","0","17","147","94","1400000US25001013100","Census Tract 131, Barnstable County, Massachusetts"
"4882","402","4764","400","40","38","0","12","24","40","0","12","11","19","43","52","0","12","43","52","1400000US25001013200","Census Tract 132, Barnstable County, Massachusetts"
"3285","253","3089","294","0","12","0","12","158","159","0","12","0","12","38","55","38","55","0","12","1400000US25001013300","Census Tract 133, Barnstable County, Massachusetts"
"3848","363","3732","359","0","12","0","12","0","12","0","12","4","9","112","123","0","12","112","123","1400000US25001013400","Census Tract 134, Barnstable County, Massachusetts"
"6702","477","6490","469","1","3","0","17","31","46","0","17","97","111","83","62","0","17","83","62","1400000US25001013500","Census Tract 135, Barnstable County, Massachusetts"
"6657","539","6552","537","0","17","0","17","0","17","0","17","67","84","38","52","0","17","38","52","1400000US25001013600","Census Tract 136, Barnstable County, Massachusetts"
