,year,geoid,median_income,num_white,pct_white,num_black,pct_black,num_asian,pct_asian
0,2016,06037207710,69271,1477,0.4117647058823529,276,0.07694452188458321,1353,0.37719542793420685
1,2016,06037207900,71801,1924,0.40962316372152435,506,0.10772833723653395,1861,0.39621034703001917
2,2016,06037209102,19515,1661,0.3145237644385533,308,0.058322287445559555,556,0.10528309032380231
3,2016,06037209200,37548,1318,0.3677455357142857,236,0.06584821428571429,855,0.23856026785714285
4,2016,06037207103,23603,177,0.07477820025348543,41,0.017321504013519222,1982,0.8373468525559781
5,2016,06037206031,84231,1581,0.4676131322094055,165,0.048802129547471165,1303,0.38538893818396924
6,2016,06037226001,38090,838,0.35136268343815513,169,0.07085953878406709,0,0.0
7,2016,06037226002,29375,693,0.393526405451448,188,0.10675752413401476,106,0.060193072118114706
8,2016,06037207101,36272,788,0.21707988980716253,285,0.07851239669421488,2026,0.5581267217630854
9,2016,06037207102,18641,255,0.10777683854606931,185,0.07819103972950127,1727,0.7299239222316145
10,2016,06037207301,38176,2638,0.5442541778419641,765,0.15782958531050134,599,0.1235815968640396
11,2016,06037207502,15350,667,0.25555555555555554,96,0.0367816091954023,1655,0.6340996168582376
12,2016,06037206200,19968,651,0.1952023988005997,619,0.1856071964017991,1372,0.4113943028485757
13,2016,06037207302,40453,2258,0.5174152153987168,662,0.15169569202566452,548,0.12557286892758937
14,2016,06037207501,63617,992,0.4383561643835616,107,0.04728236853733982,788,0.34821034025629694
15,2016,06037224010,19976,772,0.31242411978955886,492,0.1991096721974909,229,0.09267503035208417
16,2016,06037224020,22135,930,0.36773428232502964,136,0.053776196124950576,66,0.02609727164887307
17,2016,06037206020,76250,3585,0.45145447676615036,2689,0.3386223397556983,210,0.026445032111824706
18,2017,06037702400,88464,3070,0.6866472824871394,266,0.0594945202415567,632,0.14135540147617984
19,2017,06037701802,61994,2655,0.6006787330316742,593,0.1341628959276018,437,0.09886877828054298
20,2017,06037461600,59375,2350,0.36805011746280347,1329,0.2081440877055599,494,0.0773688332028191
21,2017,06037461700,126705,1029,0.6660194174757281,174,0.11262135922330097,203,0.1313915857605178
22,2017,06037207710,83210,1875,0.4639940608760208,259,0.06409304627567433,1489,0.368473150210344
23,2017,06037207900,84882,1936,0.3874324594756854,307,0.06143686211727036,1759,0.3520112067240344
24,2017,06037209102,22948,2254,0.39957454352065236,278,0.04928204219110087,624,0.11061868463038468
25,2017,06037209200,45093,1289,0.3156992407543473,274,0.06710751898114131,1068,0.2615723732549596
26,2017,06037207103,23031,143,0.061241970021413274,45,0.019271948608137045,2081,0.891220556745182
27,2017,06037206031,87500,1751,0.4878796322095291,156,0.043466146558930066,1350,0.37614934522151017
28,2017,06037226001,38882,970,0.39705280392959474,186,0.07613589848546869,0,0.0
29,2017,06037226002,27750,696,0.3851687880464859,227,0.12562257885998893,95,0.05257332595462092
30,2017,06037207101,38789,841,0.21205244578920826,341,0.08598083711548159,2298,0.5794251134644478
31,2017,06037207102,22929,290,0.11270890011659541,279,0.10843373493975904,1792,0.6964632724446171
32,2017,06037207301,46895,2448,0.49715678310316813,923,0.18744922826969942,624,0.12672623883021933
33,2017,06037207502,19685,853,0.30173328616908385,169,0.05978068623983021,1617,0.5719844357976653
34,2017,06037273402,62809,2510,0.8894401133947555,121,0.04287739192062367,80,0.028348688873139617
35,2017,06037273502,69225,2413,0.8361053361053361,153,0.05301455301455302,103,0.03568953568953569
36,2017,06037273902,113125,3676,0.919229807451863,93,0.023255813953488372,99,0.024756189047261814
37,2017,06037461901,50967,2248,0.4418238993710692,722,0.14190251572327045,448,0.0880503144654088
38,2017,06037462202,63634,1578,0.5859636093575937,142,0.05272929818046788,843,0.3130337913108058
39,2017,06037462302,80789,1523,0.47564022485946283,283,0.08838226108682073,846,0.26420986883198
40,2017,06037463602,75395,3137,0.5615825277479413,415,0.07429287504475475,1603,0.2869674185463659
41,2017,06037701902,67308,3516,0.7605451005840363,427,0.09236426562837984,413,0.08933592905040018
42,2017,06037206200,20169,731,0.2028301886792453,704,0.195338512763596,1476,0.4095449500554939
43,2017,06037463400,83869,2638,0.454279318064405,376,0.06474944033063544,1830,0.3151369037368693
44,2017,06037463500,78218,3610,0.5885229866318878,355,0.05787414411477013,1672,0.27257906749266386
45,2017,06037463700,117500,1697,0.6420734014377601,220,0.08323874385168369,390,0.14755959137343927
46,2017,06037294820,36739,1903,0.5030399154110494,38,0.010044937879989427,56,0.014803066349458101
47,2017,06037294900,38983,2048,0.5464247598719317,38,0.010138740661686232,52,0.013874066168623266
48,2017,06037197500,61313,1997,0.5193758127438232,219,0.05695708712613784,532,0.13836150845253575
49,2017,06037462400,82500,2734,0.6872800402212167,318,0.07993966817496229,317,0.0796882855706385
50,2017,06037207302,40254,2013,0.447631754503002,840,0.1867911941294196,614,0.13653546808983766
51,2017,06037207501,62813,803,0.3570475767007559,170,0.0755891507336594,876,0.3895064473099155
52,2017,06037463601,79523,3065,0.5209926908040116,241,0.04096549379568248,1758,0.29882712901580827
53,2017,06037980031,110385,582,0.5127753303964758,288,0.2537444933920705,53,0.04669603524229075
54,2017,06037274100,106968,3035,0.7061423918101443,711,0.16542577943229408,323,0.07515123313168916
55,2017,06037224010,19848,749,0.3086114544705398,548,0.2257931602801813,221,0.09105892047795633
56,2017,06037224020,21627,1155,0.4425287356321839,147,0.05632183908045977,53,0.020306513409961684
57,2017,06037464000,108519,3748,0.6273853364579846,183,0.03063274188148644,1589,0.2659859390693003
58,2017,06037273100,118958,2211,0.8701298701298701,38,0.0149547422274695,124,0.048799685163321525
