"B02001_001E","B02001_001M","B02001_002E","B02001_002M","B02001_003E","B02001_003M","B02001_004E","B02001_004M","B02001_005E","B02001_005M","B02001_006E","B02001_006M","B02001_007E","B02001_007M","B02001_008E","B02001_008M","B02001_009E","B02001_009M","B02001_010E","B02001_010M","GEO_ID","NAME"
"Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!White alone","Margin of Error!!Total:!!White alone","Estimate!!Total:!!Black or African American alone","Margin of Error!!Total:!!Black or African American alone","Estimate!!Total:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!American Indian and Alaska Native alone","Estimate!!Total:!!Asian alone","Margin of Error!!Total:!!Asian alone","Estimate!!Total:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Some other race alone","Margin of Error!!Total:!!Some other race alone","Estimate!!Total:!!Two or more races:","Margin of Error!!Total:!!Two or more races:","Estimate!!Total:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races","id","Geographic Area Name"
"3923","460","2946","456","17","18","2","7","406","154","3","6","269","221","280","160","124","118","156","95","1400000US06037101110","Census Tract 1011.10, Los Angeles County, California"
"4119","858","3260","823","148","143","0","13","426","169","0","13","36","42","249","185","89","92","160","154","1400000US06037101122","Census Tract 1011.22, Los Angeles County, California"
"3775","474","2311","334","94","104","0","13","390","219","0","13","592","277","388","287","252","271","136","91","1400000US06037101220","Census Tract 1012.20, Los Angeles County, California"
"3787","651","2525","601","213","166","0","13","267","167","0","13","679","374","103","111","103","111","0","13","1400000US06037101221","Census Tract 1012.21, Los Angeles County, California"
"2717","442","2329","555","4","14","0","13","65","143","0","13","290","332","29","59","0","13","29","59","1400000US06037101222","Census Tract 1012.22, Los Angeles County, California"
"3741","478","3199","528","172","203","0","13","139","97","0","13","73","80","158","95","110","80","48","47","1400000US06037101300","Census Tract 1013, Los Angeles County, California"
"3246","534","2519","391","22","26","0","13","331","174","0","13","67","46","307","288","139","187","168","128","1400000US06037101400","Census Tract 1014, Los Angeles County, California"
"1920","495","1548","490","21","32","0","13","242","138","0","13","38","39","71","57","5","8","66","56","1400000US06037102103","Census Tract 1021.03, Los Angeles County, California"
"4187","612","3277","606","92","78","3","5","507","187","22","36","21","30","265","201","43","53","222","192","1400000US06037102104","Census Tract 1021.04, Los Angeles County, California"
"1797","336","897","217","14","18","37","44","76","51","9","15","441","198","323","283","228","284","95","56","1400000US06037102105","Census Tract 1021.05, Los Angeles County, California"
"4082","634","3043","706","63","60","0","13","419","212","0","13","359","249","198","148","82","86","116","117","1400000US06037102107","Census Tract 1021.07, Los Angeles County, California"
"2484","351","1931","298","19","19","0","13","200","85","0","13","133","65","201","137","142","126","59","48","1400000US06037103101","Census Tract 1031.01, Los Angeles County, California"
"4716","542","3517","429","0","13","0","13","476","142","0","13","540","332","183","131","73","65","110","117","1400000US06037103102","Census Tract 1031.02, Los Angeles County, California"
"3961","430","3341","454","42","41","0","13","371","318","0","13","84","78","123","94","40","43","83","90","1400000US06037103201","Census Tract 1032.01, Los Angeles County, California"
"2569","932","1807","463","36","57","0","13","122","128","0","13","592","895","12","18","1","3","11","18","1400000US06037103202","Census Tract 1032.02, Los Angeles County, California"
"3726","463","3008","503","14","24","44","48","300","204","0","13","43","42","317","261","129","196","188","189","1400000US06037103300","Census Tract 1033, Los Angeles County, California"
