geoid,2016 median income,2016 median income margin of error,2016 race: total households,2016 race: total households margin of error,2016 race: White,2016 race: Black,2016 race: Asian,2016 race: Other,2016 race: 2 or more races,2017 median income,2017 median income margin of error,2017 race: total households,2017 race: total households margin of error,2017 race: White,2017 race: Black,2017 race: Asian,2017 race: Other,2017 race: 2 or more races,2018 median income,2018 median income margin of error,2018 race: total households,2018 race: total households margin of error,2018 race: White,2018 race: Black,2018 race: Asian,2018 race: Other,2018 race: 2 or more races,2019 median income,2019 median income margin of error,2019 race: total households,2019 race: total households margin of error,2019 race: White,2019 race: Black,2019 race: Asian,2019 race: Other,2019 race: 2 or more races
06037120104,35174,5184,2384,246,1064,112,423,693,29,36528,3062,2340,223,907,136,426,790,30,36375,5015,2236,209,929,192,358,663,44,38672,5473,2228,214,651,146,348,1034,35
06037120105,29167,5825,2949,230,1194,101,483,1066,68,26813,3177,2857,268,1030,42,559,1148,47,32202,6458,2872,239,1052,43,484,1238,25,33984,6714,2832,261,917,41,483,1331,27
06037120106,31741,3591,4785,450,2517,108,579,1487,84,32418,4322,4553,468,2140,80,456,1796,63,31897,5396,4663,539,2031,88,389,2083,59,36217,4434,4763,562,1633,73,727,2236,73
06037120107,28359,3770,3863,324,1875,95,221,1645,27,30473,4296,3707,299,1574,99,178,1807,41,27986,4747,3703,282,1410,83,218,1927,35,30481,4502,3893,287,1241,78,275,2253,31
06037120108,35200,9120,4781,340,2838,135,393,1354,31,35872,8707,4800,397,2182,253,392,1873,60,36707,6594,4754,445,2103,152,206,2142,36,39032,8865,4732,412,1844,150,249,2356,27
06037120300,59706,4970,5598,454,2016,22,1257,1944,210,66250,15561,5521,448,2063,71,1019,1936,263,67241,8935,5190,459,1975,62,1120,1728,190,70208,13435,5238,495,1729,71,1038,2046,239
06037120400,37896,9179,7166,539,2991,235,1619,2254,67,48793,9891,7036,650,2758,257,1647,2219,155,51554,4749,6664,573,2968,317,1327,1830,222,54733,5049,6769,787,2756,376,1265,2077,295
06037121010,55490,6727,4421,611,2782,101,547,866,71,58994,8776,4461,593,2448,131,574,1214,40,64135,13869,4901,443,2341,131,750,1578,42,62903,20529,4934,413,2615,128,535,1634,0
06037121020,48537,4595,3809,292,2235,47,204,1296,13,49935,4842,3656,324,1963,31,381,1281,0,50685,4394,3617,354,2061,102,496,900,58,53345,17518,3610,273,2368,127,437,595,83
06037121101,47525,6906,3084,275,2313,61,173,420,86,47095,4876,3000,260,2115,42,141,577,90,50833,7293,2900,264,1893,33,224,642,76,59267,9339,2862,324,1949,28,272,561,52
06037121102,53534,11101,2621,199,2219,0,190,161,47,43375,12110,2460,325,2060,0,141,204,52,46628,10348,2724,331,2297,0,90,273,59,48750,11641,2479,305,2126,0,108,194,51
06037121210,46889,9737,2999,289,1632,88,458,609,167,53529,13383,3095,241,1590,83,482,771,131,62109,19369,3066,330,1581,111,576,700,69,67375,17949,2926,384,1604,49,353,743,139
06037121221,52115,9164,2292,220,1608,80,76,510,5,57024,8026,2416,265,1723,0,79,610,4,60278,6925,2402,275,1758,0,59,552,33,64335,10684,2420,260,1655,13,68,640,44
06037121222,47422,10805,5507,488,4221,194,330,681,81,48698,9990,5498,507,4043,63,399,882,98,48883,10209,5378,485,3855,75,322,989,130,55192,11630,5139,695,3551,86,168,1156,170
06037121600,86974,16191,2758,310,1641,65,616,376,54,74238,10110,2423,377,1489,44,486,353,46,78750,10510,2542,243,1572,37,636,239,53,79474,13765,2735,310,1604,37,641,368,79
06037121801,32195,7969,3384,334,1955,216,328,822,63,30776,6470,2907,367,1506,202,238,906,55,34628,8762,2999,373,1472,144,179,1072,132,42520,6773,3127,462,1527,95,91,1296,118
06037121802,59792,6026,3523,390,2359,187,316,515,131,61419,7108,3498,479,2476,171,246,462,128,64293,11476,3249,371,2126,119,234,584,103,68083,11606,3216,411,1832,204,207,808,91
06037121900,51754,6240,4004,337,2385,72,193,1229,125,47096,9237,3624,332,2597,39,168,742,78,52708,11912,3657,345,2698,80,172,546,161,54702,14363,3761,504,2740,89,91,698,143
06037122000,62610,7664,6146,609,4112,183,361,1194,138,61464,12071,6200,657,4101,176,506,1169,236,72715,10012,6287,603,4197,177,669,1026,208,75486,16506,5892,685,3929,178,549,994,231
06037122120,50000,7448,4536,487,3695,83,134,324,133,51655,6364,4703,503,3597,118,208,460,130,54722,15510,4616,419,3067,1,159,924,276,61625,9357,5011,704,2705,186,183,1536,277
06037122121,45667,4976,2791,192,2147,87,221,236,84,47411,4646,2777,232,2078,71,238,299,77,49318,6631,2593,248,1833,108,216,321,93,53125,6766,2829,309,1958,122,169,446,127
06037122122,32625,6050,2383,306,2016,28,0,327,12,34032,4907,2610,293,1899,25,0,641,0,40156,6954,2652,281,1860,21,26,708,0,41811,6104,2728,282,1887,22,21,731,49
06037122200,53750,8091,4015,429,3096,8,261,531,114,55729,6815,3957,429,3098,16,280,466,92,58818,4594,3739,384,2897,18,132,607,85,54250,6263,3469,348,2636,20,84,613,116
06037122410,27241,3594,3767,352,2059,137,123,1205,104,26933,2396,3571,329,1998,167,175,1049,63,31397,10766,3588,361,2253,120,130,880,23,36222,5363,3457,409,2088,117,151,893,87
06037122420,44375,11965,4612,595,2506,110,272,1706,18,35878,6769,4370,366,2533,118,281,1395,43,42000,8477,4381,555,2507,64,313,1468,29,44967,10661,4503,551,2366,77,326,1701,33
06037123010,33051,9697,4097,265,3295,72,29,643,58,37454,18112,4247,309,3567,81,30,449,120,32768,12677,3959,368,3365,94,40,337,107,36518,8496,4027,316,3117,88,98,601,106
06037123020,48092,18879,3715,282,2542,16,174,766,205,41136,13385,3521,341,2339,33,155,781,207,51042,16727,3343,279,2191,42,150,745,210,42056,12406,3250,360,2046,70,95,855,175
06037123103,41492,5393,4261,409,2756,232,474,582,186,41756,2563,4025,347,2572,202,521,518,181,45000,10739,3883,312,2551,243,464,468,157,48902,8245,3808,407,2568,217,419,452,152
06037123104,39847,4009,4601,426,2264,115,383,1757,78,41250,4202,4748,393,2576,157,349,1611,52,43012,3941,4537,479,2883,142,289,1173,50,41766,5612,4416,443,2878,166,310,950,112
06037123203,36006,4290,3924,316,2089,326,32,1379,75,36526,5866,3834,346,1933,363,25,1252,167,39454,7381,3880,288,2168,378,8,1124,130,48850,13600,4094,362,2417,440,4,925,186
06037123204,35594,7681,3344,219,1697,86,139,1365,53,35526,9202,3262,265,1645,113,123,1303,51,39970,5658,3004,228,1483,168,157,1104,68,41375,6920,3129,285,1425,143,150,1321,57
06037123205,40395,5656,2647,256,1407,163,77,894,92,41905,5707,2547,198,1639,147,39,694,16,46295,5354,2615,247,1864,108,46,551,35,46083,5995,2492,233,1785,96,58,445,72
06037123206,32885,5037,3041,231,1309,26,118,1534,54,32500,6396,2798,187,1420,14,28,1260,76,34458,5919,2638,228,1540,18,32,967,81,32266,4110,2572,251,1649,19,60,760,84
06037123301,57031,13373,4296,292,2654,214,855,422,151,53750,11768,4221,399,2425,249,990,471,86,60144,15829,4356,388,2300,152,934,673,297,57031,13893,4530,383,2309,210,1241,473,281
06037123303,34457,6896,3124,279,2018,46,365,577,63,33981,8276,2978,277,2005,26,294,527,102,40700,5335,2987,240,2063,33,262,515,114,44477,10585,3087,228,2018,55,162,696,156
06037123304,35033,6766,4493,339,2883,364,266,872,99,36575,5896,4341,434,2884,342,287,682,138,37935,9570,4348,382,3033,97,317,595,128,39631,7250,4362,354,3029,55,289,675,164
06037123410,39861,10869,4448,346,3000,90,107,1023,36,43750,10010,4294,404,2921,89,104,990,31,52500,12215,4249,402,2978,77,184,926,29,50481,11837,4181,416,3073,89,244,738,37
06037123420,40697,6473,4412,395,3282,156,300,584,90,41375,5402,4505,373,3395,213,305,533,59,43290,4382,4359,437,3001,287,300,744,27,44790,8189,4408,404,3238,203,281,678,8
06037123510,45397,4325,5081,546,2595,133,385,1779,145,45220,3557,4876,483,2329,102,293,1976,127,47292,12044,4913,468,2524,123,244,1772,191,45338,10526,4795,592,2652,159,296,1467,206
06037123520,43672,6687,2650,234,1726,266,70,474,114,50452,9074,2693,250,1800,93,90,548,162,53098,9698,2888,214,1947,58,76,549,166,45521,8821,2816,234,1952,5,51,659,60
06037123601,57813,14668,5256,350,3525,243,141,1269,78,60592,9516,4986,333,3526,246,176,965,73,54283,8147,4741,339,3616,237,133,688,67,55241,5845,4803,414,3626,281,118,656,122
06037123602,39259,9664,3321,261,2335,160,115,602,109,53542,8935,3471,277,2430,218,111,653,59,55641,8958,3664,294,2458,338,124,706,38,50667,9566,3659,257,2578,261,160,587,73
06037123700,54806,21946,4029,295,3195,180,201,76,360,61750,16268,4199,607,3408,102,171,279,217,66726,18646,4338,543,3394,123,134,572,89,65278,14059,4435,647,3365,208,100,629,108
06037123800,50370,12204,5851,446,4169,741,306,387,246,53707,7719,5836,467,4165,664,224,460,296,63333,23695,6150,481,4520,468,223,600,323,75096,27454,6018,464,4657,383,202,495,262
06037123901,49866,7846,4431,481,3066,90,168,1027,16,52559,9157,4250,412,2791,128,213,975,26,50132,16069,4374,445,2878,214,266,844,22,66771,22414,4696,571,2467,325,383,1226,120
06037123902,68989,7122,2701,278,1807,94,457,265,59,67431,9029,2638,250,1829,154,354,189,104,65977,11641,2499,326,1681,161,309,224,116,70592,10535,2668,271,1763,86,371,317,122
06037124000,81548,8606,5261,376,4308,176,155,109,476,84750,14833,5151,267,4174,228,146,115,488,84201,11189,5131,359,4240,215,206,61,409,86881,10434,5219,523,4318,119,273,73,436
06037124102,43306,8295,3721,388,2257,335,139,892,95,46240,2945,3873,353,2619,221,223,703,93,46723,4241,3542,339,2356,218,286,596,73,50064,6026,3551,338,2435,138,177,578,212
06037124103,38224,6873,2055,216,958,77,195,730,40,42269,5464,2090,227,912,63,192,781,73,41702,3301,1983,282,1056,49,191,564,60,43787,5797,1950,251,1257,39,139,451,64
06037124104,32038,6201,2583,226,1353,203,78,877,66,37155,9049,2633,234,1718,190,64,586,68,39083,8348,2444,197,1725,151,50,394,114,43816,9194,2492,212,1720,169,28,437,128
06037124105,40576,4361,2484,245,1612,131,97,601,43,41984,2385,2645,272,1761,150,183,515,36,44177,3379,2462,236,1762,64,170,435,31,45764,6439,2538,262,1700,81,132,511,101
06037124201,53598,8564,3044,356,1901,136,144,772,91,50736,10828,3056,350,1731,131,201,947,46,52917,10017,3435,280,2595,60,232,373,146,64364,9242,3348,268,2375,17,234,530,166
06037124203,44470,8121,2651,266,1847,66,62,642,34,50050,6670,2705,267,1915,42,78,620,50,48750,8026,2537,248,1882,56,91,449,47,52561,9622,2384,265,1774,46,138,369,50
06037124204,36682,10274,2849,341,1741,189,143,606,73,33068,9729,2592,335,1491,148,177,592,78,48041,6953,2152,317,1230,63,106,675,23,43385,5936,2192,333,1561,70,112,400,49
06037124300,50335,8930,3738,452,2641,114,230,641,112,52604,6121,3483,474,2586,107,95,602,93,42643,10646,3026,374,2614,99,78,164,71,42826,11760,2988,436,2500,65,155,194,74
06037124400,67137,8071,4403,291,3659,184,248,176,118,82819,22983,4581,281,3962,123,182,139,151,75670,17239,4690,276,3876,141,224,145,262,82500,17867,4858,273,4068,141,217,231,188
06037124500,87423,9593,3135,369,1890,201,225,519,265,89184,5808,2942,287,1802,119,184,456,344,91667,8763,3057,279,1777,139,237,462,402,90565,24905,2925,299,2092,126,171,156,380
06037124600,80161,14103,3229,154,2454,204,233,61,266,72037,15803,3148,221,2377,171,239,35,314,71750,13656,3031,241,2242,210,214,38,318,64712,10227,2691,292,2084,138,91,37,329
06037124700,76791,30755,5377,440,4452,183,224,240,230,81129,23800,5453,455,4559,95,297,309,174,90795,31868,5697,419,4570,77,300,345,387,89674,29364,5539,369,4582,62,290,128,440
06037124902,37744,6358,3018,296,2177,272,225,189,148,37949,8483,2836,248,1944,333,325,71,163,34572,7221,2654,211,1882,319,249,75,129,31852,7760,2706,281,1933,344,154,72,203
06037124903,47750,6523,3408,337,2974,156,114,105,59,53201,4897,3545,287,3098,166,150,55,76,56223,7607,3587,349,3067,81,221,50,168,61429,8148,3499,347,2809,235,255,41,147
06037125100,52083,10451,6260,487,4801,620,341,177,199,63039,11672,6225,514,5055,387,307,140,211,66134,18252,6044,526,4763,333,505,115,174,76595,6558,5892,452,4522,622,424,165,137
06037125200,50990,11649,3965,338,2573,121,339,431,451,57833,16969,3539,400,2580,145,249,109,415,64219,21461,3623,489,2632,141,191,215,410,75260,13204,3907,474,2973,87,213,230,366
06037125310,45357,4331,4908,575,3096,507,393,524,388,46250,7067,5216,635,3405,490,418,552,351,53022,6043,4761,475,3260,425,185,646,245,48958,11910,4313,587,2672,713,93,646,189
06037125320,38703,8161,5572,473,3707,457,478,662,195,33300,12177,5432,554,3631,408,457,662,202,34681,12439,5379,508,4172,347,266,388,148,39977,9416,5106,387,3640,316,611,265,211
06037125401,55653,5336,4349,443,2656,744,642,65,223,58531,8687,4422,332,2903,840,381,108,167,59824,11265,4729,501,3122,677,561,103,252,62934,8571,4966,543,3109,766,603,62,418
06037125402,70000,13328,4234,244,2839,366,377,435,198,63898,8702,4141,255,2763,282,403,496,176,66546,18024,4676,783,3409,274,400,360,223,80299,16094,4889,794,3526,284,350,499,230
06037125501,47121,10059,3348,226,2164,223,269,491,200,42315,5963,3282,315,2333,244,186,421,95,47227,12800,3127,274,2198,301,264,212,148,46767,13339,3052,286,2213,317,251,154,112
06037125502,57188,15440,3314,338,2427,246,247,81,306,66152,7514,3371,319,2597,179,307,79,202,65919,8009,3457,260,2658,196,267,133,185,68700,6841,3488,264,2559,183,364,186,176
06037125600,68077,15183,2582,192,2030,87,316,87,62,78920,20114,2572,232,2107,76,223,91,75,81357,25837,2795,325,2421,80,180,32,82,82401,21919,2811,328,2401,72,192,36,110
06037127102,43750,7039,5462,568,2575,109,296,2274,146,41484,5270,5717,704,2466,247,239,2626,139,43579,6956,5663,600,1877,178,364,3055,189,44955,11645,5779,610,2094,311,380,2831,163
06037127103,40424,4432,3429,407,1356,92,282,1597,102,41310,5287,3217,393,1305,85,229,1483,115,42477,9899,3187,390,1058,130,288,1475,236,52096,8328,3109,432,1348,116,238,1237,170
06037127104,40357,7942,3771,390,1402,161,484,1630,94,38125,10048,3584,400,1341,163,302,1686,92,39931,12429,3588,305,1578,184,281,1466,79,39067,7040,3821,408,1914,149,244,1414,100
06037127210,42571,4530,6050,488,2140,358,368,3104,80,46842,10157,5945,575,1737,406,594,3125,83,51658,8599,5714,566,1688,392,506,3029,99,55997,4349,5838,646,2175,625,567,2370,101
06037127220,33918,4364,4671,365,1705,186,340,2256,148,37570,4656,4684,324,1872,141,362,2176,95,40665,3655,5005,413,2128,207,451,2083,96,39645,4408,5045,384,2393,258,374,1797,223
06037127300,44924,12877,4475,372,1733,530,466,1626,70,54267,11279,4625,402,1562,472,567,1851,99,53476,12098,3731,429,1249,303,376,1631,91,49375,14607,3809,398,1308,194,436,1679,98
06037127400,40000,8497,6409,469,2502,227,329,3227,124,40705,4264,6696,459,2268,245,349,3697,137,48193,5013,6673,544,2062,169,422,3865,155,53695,5823,6558,614,2489,107,268,3512,166
06037127520,27207,6424,4165,384,664,140,432,2723,141,29328,3614,4455,381,888,185,480,2828,66,29842,4543,4544,368,869,195,325,3080,66,35728,5435,4870,365,1183,270,346,3018,45
06037127603,41875,3979,3152,267,1064,97,108,1873,9,41432,4713,3034,256,921,82,120,1898,12,40731,4827,3154,289,995,78,88,1962,12,42292,5968,3068,274,1128,55,62,1790,18
06037127604,32961,8875,3028,246,1448,163,219,1044,154,37443,8581,3184,283,1319,68,478,1175,131,41753,5314,3093,342,1287,118,354,1167,152,44798,6311,3157,399,1404,44,294,1261,138
06037127605,36977,6313,4162,523,915,257,394,2565,23,42143,5621,4465,528,923,134,466,2894,38,41701,7610,3998,476,872,74,224,2775,53,46071,5210,4329,419,911,108,336,2840,108
06037127606,49868,20757,3606,372,1775,224,218,1348,29,57850,15547,3482,354,1827,166,185,1216,74,62736,5461,3499,395,1572,156,351,1279,129,60904,8499,3322,414,1420,166,329,1245,150
06037127711,55996,9246,3682,295,1900,209,395,1147,15,55000,10956,3563,326,1807,215,323,1185,18,63650,8843,3451,365,1637,404,321,1048,33,64018,12330,3588,399,1992,308,247,989,45
06037127712,33229,5876,2999,275,1342,57,168,1400,12,37644,4985,3074,248,1244,75,154,1542,36,39333,6344,3669,296,1418,276,192,1732,44,42662,4862,3560,404,1767,318,221,1218,36
06037127803,36054,6856,4169,441,1704,64,286,1891,163,40000,6456,4301,425,1513,116,287,2205,138,36269,5779,4675,483,1497,136,260,2636,139,43071,8872,4790,617,1702,175,273,2476,139
06037127804,41816,7115,4105,288,1727,211,489,1520,145,44013,6504,4368,315,1846,231,486,1679,124,50564,4711,4450,362,2021,202,576,1502,134,53792,7264,4352,292,2007,227,543,1407,129
06037127805,34824,6925,3987,350,1798,132,528,1478,30,36891,7241,3875,325,1783,165,503,1351,48,43135,8553,3785,287,1824,281,331,1298,16,49457,8334,3627,337,1374,338,281,1584,17
06037127806,34199,6072,3392,382,2335,157,86,772,42,35469,5858,3047,338,1865,155,94,896,37,36633,6656,3253,357,2006,176,156,874,41,42946,15830,3293,402,1530,144,326,1240,53
06037127910,33375,6863,5089,505,1520,344,579,2600,46,39297,5593,5218,512,1327,467,430,2960,34,41083,5435,4960,672,1360,351,215,3034,0,46190,2609,5097,611,1646,255,387,2793,16
06037127920,44135,10035,4201,429,2613,94,141,1176,144,50637,7911,4527,329,2596,108,104,1492,198,54038,15982,4633,317,2426,66,172,1686,246,56458,16822,4716,352,2600,48,211,1673,184
06037128101,43935,6668,3458,327,2306,89,228,785,50,45565,8152,3600,293,2175,117,212,1005,91,57313,11277,3715,309,2076,129,185,1216,109,56023,10032,3735,366,1991,126,178,1259,173
06037128102,34583,6782,4929,463,1544,277,415,2599,38,37240,4913,5012,472,1547,241,375,2770,21,45517,10067,4976,433,1519,290,365,2718,31,46699,8772,4625,385,1952,346,377,1866,33
06037128210,28087,4155,5276,406,1739,234,175,2927,136,26364,4073,5209,440,1577,277,190,2991,141,31223,7932,5247,438,1751,314,159,2815,159,31168,6619,5008,429,1869,372,203,2345,160
06037128220,45168,4190,3084,285,1705,156,226,898,91,39459,8281,3123,323,1844,165,227,781,106,38910,6658,3106,263,1980,203,177,687,59,41570,5383,2912,249,1993,143,132,608,36
06037128302,35313,6854,5157,486,3499,238,101,1248,71,35709,8076,4718,411,3108,236,113,1179,82,45508,8179,4832,306,3614,190,128,826,74,46413,7213,5000,353,3487,153,129,1162,69
06037128303,24183,7285,3551,355,2634,140,87,690,0,29919,9452,3780,420,2750,116,44,870,0,38243,8896,3650,346,2590,123,67,870,0,39488,4135,4176,402,2893,32,71,1180,0
06037128400,62825,13050,4037,391,3145,92,473,190,98,65777,10492,4066,403,3243,145,305,256,117,75000,18968,4265,347,2954,194,345,607,165,72500,17474,4502,461,2971,369,374,676,112
06037128500,62750,9158,4545,346,3274,408,389,348,126,62963,8081,4541,334,3330,384,418,279,130,64676,8215,4123,305,2973,346,390,265,149,74375,12563,4108,400,2819,286,380,415,208
06037128601,40100,9561,4828,510,2586,222,321,1545,152,43056,11476,4490,448,2520,196,354,1291,127,44963,17092,4526,317,2505,81,430,1258,189,48173,14670,4369,462,2340,237,357,1110,225
06037128602,77125,12648,3261,325,2874,60,128,76,123,88875,23829,3708,468,3354,94,109,77,74,85670,16628,3910,397,3550,75,121,97,67,85284,17438,3472,329,2977,101,115,215,64
06037128702,68438,13992,5758,383,4390,435,566,54,313,67847,12460,5733,462,4339,461,592,58,283,74120,17259,6026,514,4379,520,543,170,414,76202,6313,5810,476,4275,610,461,180,270
06037128801,57181,7071,3267,198,2034,346,534,122,231,62891,7859,3246,227,2123,321,484,146,172,61821,7430,3425,215,2166,245,508,212,294,65449,11844,3419,271,2119,252,484,234,330
06037128802,80682,15177,4789,413,3643,170,465,289,222,79563,9181,4974,334,3631,156,794,239,154,88375,7402,4959,331,3813,230,568,132,216,89735,8886,4670,346,3326,245,671,222,206
06037128910,74276,14808,4299,269,3273,446,214,70,280,84335,17046,4302,283,3363,371,205,22,324,91161,18545,4530,269,3426,424,242,16,402,104392,13274,4657,214,3482,343,378,77,362
06037131010,37029,7743,6295,480,4188,118,993,443,400,49313,11270,6355,488,3770,125,985,819,318,55323,6094,6542,466,3296,105,1449,1121,246,56487,6178,6686,502,3239,135,1060,1725,233
06037131020,55313,21730,6049,558,4122,135,788,787,205,55417,11687,6256,579,3760,144,685,1457,195,67500,12647,6133,618,3139,180,733,1775,275,66875,9761,6704,569,3179,338,551,2312,291
06037131100,67050,17142,3323,256,2068,51,441,525,238,64667,8413,3226,251,2018,53,496,504,148,68553,18733,3372,222,1984,27,408,809,136,81613,19474,3197,232,1959,27,311,787,107
06037131200,65441,27698,3206,275,1862,224,518,459,68,65854,21377,3256,288,2259,188,379,335,61,69250,15088,3129,212,2164,210,341,291,123,81929,17418,3417,258,2317,198,240,498,152
