"B02001_001E","B02001_001M","B02001_002E","B02001_002M","B02001_003E","B02001_003M","B02001_004E","B02001_004M","B02001_005E","B02001_005M","B02001_006E","B02001_006M","B02001_007E","B02001_007M","B02001_008E","B02001_008M","B02001_009E","B02001_009M","B02001_010E","B02001_010M","GEO_ID","NAME"
"Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!White alone","Margin of Error!!Total:!!White alone","Estimate!!Total:!!Black or African American alone","Margin of Error!!Total:!!Black or African American alone","Estimate!!Total:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!American Indian and Alaska Native alone","Estimate!!Total:!!Asian alone","Margin of Error!!Total:!!Asian alone","Estimate!!Total:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Some other race alone","Margin of Error!!Total:!!Some other race alone","Estimate!!Total:!!Two or more races:","Margin of Error!!Total:!!Two or more races:","Estimate!!Total:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races","id","Geographic Area Name"
"4283","443","3347","353","19","15","3","6","331","142","3","6","391","312","189","85","34","28","155","83","1400000US06037101110","Census Tract 1011.10, Los Angeles County, California"
"3405","334","2981","343","74","102","15","24","220","156","0","12","48","55","67","65","0","12","67","65","1400000US06037101122","Census Tract 1011.22, Los Angeles County, California"
"6347","484","4647","612","198","165","0","17","486","101","0","17","921","507","95","83","48","62","47","56","1400000US06037101210","Census Tract 1012.10, Los Angeles County, California"
"3702","276","2634","337","87","107","0","12","341","120","0","12","497","231","143","87","11","18","132","86","1400000US06037101220","Census Tract 1012.20, Los Angeles County, California"
"3884","394","3350","394","205","232","0","12","194","119","0","12","45","38","90","55","28","32","62","44","1400000US06037101300","Census Tract 1013, Los Angeles County, California"
"3458","377","2671","341","17","21","60","90","434","169","0","12","132","101","144","101","7","12","137","101","1400000US06037101400","Census Tract 1014, Los Angeles County, California"
"1763","204","1349","184","25","42","0","12","224","143","0","12","55","66","110","84","8","13","102","80","1400000US06037102103","Census Tract 1021.03, Los Angeles County, California"
"3721","381","2985","459","79","72","3","6","364","168","8","13","63","60","219","169","10","17","209","169","1400000US06037102104","Census Tract 1021.04, Los Angeles County, California"
"1905","184","1252","215","18","19","24","34","124","77","4","20","380","195","103","66","31","47","72","40","1400000US06037102105","Census Tract 1021.05, Los Angeles County, California"
"4349","267","3344","365","69","54","6","13","398","183","0","12","394","242","138","102","67","84","71","61","1400000US06037102107","Census Tract 1021.07, Los Angeles County, California"
"2428","200","1989","209","18","18","0","12","208","93","0","12","94","56","119","77","10","12","109","77","1400000US06037103101","Census Tract 1031.01, Los Angeles County, California"
"4734","345","3523","338","0","12","0","12","589","180","0","12","441","264","181","154","55","66","126","140","1400000US06037103102","Census Tract 1031.02, Los Angeles County, California"
