"B02001_001E","B02001_001M","B02001_002E","B02001_002M","B02001_003E","B02001_003M","B02001_004E","B02001_004M","B02001_005E","B02001_005M","B02001_006E","B02001_006M","B02001_007E","B02001_007M","B02001_008E","B02001_008M","B02001_009E","B02001_009M","B02001_010E","B02001_010M","GEO_ID","NAME"
"Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!White alone","Margin of Error!!Total:!!White alone","Estimate!!Total:!!Black or African American alone","Margin of Error!!Total:!!Black or African American alone","Estimate!!Total:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!American Indian and Alaska Native alone","Estimate!!Total:!!Asian alone","Margin of Error!!Total:!!Asian alone","Estimate!!Total:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Some other race alone","Margin of Error!!Total:!!Some other race alone","Estimate!!Total:!!Two or more races:","Margin of Error!!Total:!!Two or more races:","Estimate!!Total:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races","id","Geographic Area Name"
"1250","238","1178","233","0","13","0","13","54","68","0","13","14","22","4","41","2","4","2","41","1400000US11001000101","Census Tract 1.01, District of Columbia, District of Columbia"
"3318","442","2868","425","34","39","0","13","150","128","0","13","147","126","119","140","84","127","35","55","1400000US11001000102","Census Tract 1.02, District of Columbia, District of Columbia"
"3972","474","2485","377","247","126","25","45","894","243","0","13","92","72","229","105","62","53","167","87","1400000US11001000201","Census Tract 2.01, District of Columbia, District of Columbia"
"4665","740","3921","640","142","90","0","13","285","153","18","25","129","137","170","115","24","32","146","109","1400000US11001000202","Census Tract 2.02, District of Columbia, District of Columbia"
"6504","705","5586","600","178","118","0","19","379","138","0","19","38","59","323","260","202","239","121","96","1400000US11001000300","Census Tract 3, District of Columbia, District of Columbia"
"1481","338","1029","152","32","18","0","13","369","296","0","13","7","12","44","33","25","30","19","16","1400000US11001000400","Census Tract 4, District of Columbia, District of Columbia"
"3343","495","2417","375","233","119","0","13","478","276","0","13","19","27","196","239","24","36","172","235","1400000US11001000501","Census Tract 5.01, District of Columbia, District of Columbia"
"3580","520","2894","543","170","126","44","61","99","80","9","14","94","73","270","154","94","106","176","116","1400000US11001000502","Census Tract 5.02, District of Columbia, District of Columbia"
"4942","621","3984","514","411","221","0","13","267","152","0","13","106","97","174","125","46","61","128","104","1400000US11001000600","Census Tract 6, District of Columbia, District of Columbia"
"2971","351","2203","328","335","182","15","26","134","82","0","13","47","51","237","125","25","36","212","121","1400000US11001000702","Census Tract 7.02, District of Columbia, District of Columbia"
"3345","457","2469","430","512","180","40","58","63","44","0","13","0","13","261","213","45","68","216","199","1400000US11001000703","Census Tract 7.03, District of Columbia, District of Columbia"
"2896","488","2184","445","154","135","0","13","498","175","0","13","0","13","60","60","32","51","28","36","1400000US11001000704","Census Tract 7.04, District of Columbia, District of Columbia"
"3487","552","2820","503","252","167","0","13","165","111","0","13","53","64","197","111","75","84","122","67","1400000US11001000802","Census Tract 8.02, District of Columbia, District of Columbia"
"2523","443","1800","340","160","113","0","13","450","309","0","13","32","48","81","70","5","9","76","70","1400000US11001000803","Census Tract 8.03, District of Columbia, District of Columbia"
"3948","690","3260","710","349","275","0","13","271","192","0","13","13","18","55","75","48","72","7","15","1400000US11001000804","Census Tract 8.04, District of Columbia, District of Columbia"
"2372","421","2101","417","79","67","0","13","70","52","0","13","3","8","119","59","18","22","101","60","1400000US11001000902","Census Tract 9.02, District of Columbia, District of Columbia"
"4149","597","3321","489","391","107","25","34","197","83","0","13","46","40","169","120","57","83","112","94","1400000US11001000903","Census Tract 9.03, District of Columbia, District of Columbia"
"3232","568","2646","409","348","239","0","13","80","53","0","13","45","48","113","64","45","32","68","57","1400000US11001000904","Census Tract 9.04, District of Columbia, District of Columbia"
"3489","630","2710","596","211","111","0","13","282","162","0","13","32","27","254","211","79","109","175","123","1400000US11001001002","Census Tract 10.02, District of Columbia, District of Columbia"
"2987","645","2642","640","19","30","0","13","141","104","0","13","48","56","137","102","9","15","128","101","1400000US11001001003","Census Tract 10.03, District of Columbia, District of Columbia"
