"B02001_001E","B02001_001M","B02001_002E","B02001_002M","B02001_003E","B02001_003M","B02001_004E","B02001_004M","B02001_005E","B02001_005M","B02001_006E","B02001_006M","B02001_007E","B02001_007M","B02001_008E","B02001_008M","B02001_009E","B02001_009M","B02001_010E","B02001_010M","GEO_ID","NAME"
"Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!White alone","Margin of Error!!Total!!White alone","Estimate!!Total!!Black or African American alone","Margin of Error!!Total!!Black or African American alone","Estimate!!Total!!American Indian and Alaska Native alone","Margin of Error!!Total!!American Indian and Alaska Native alone","Estimate!!Total!!Asian alone","Margin of Error!!Total!!Asian alone","Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Some other race alone","Margin of Error!!Total!!Some other race alone","Estimate!!Total!!Two or more races","Margin of Error!!Total!!Two or more races","Estimate!!Total!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Two or more races!!Two races including Some other race","Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","id","Geographic Area Name"
"5040","604","4524","591","27","31","81","108","266","134","0","18","119","151","23","35","0","18","23","35","1400000US11001000100","Census Tract 1, District of Columbia, District of Columbia"
"4074","535","3079","537","323","125","0","13","500","194","0","13","16","26","156","134","0","13","156","134","1400000US11001000201","Census Tract 2.01, District of Columbia, District of Columbia"
"4976","591","4452","601","108","69","14","31","235","131","0","13","32","39","135","88","0","13","135","88","1400000US11001000202","Census Tract 2.02, District of Columbia, District of Columbia"
"5399","559","4825","535","84","84","64","52","210","106","17","29","120","124","79","70","0","18","79","70","1400000US11001000300","Census Tract 3, District of Columbia, District of Columbia"
"1514","143","1321","134","67","55","0","13","97","64","0","13","0","13","29","31","0","13","29","31","1400000US11001000400","Census Tract 4, District of Columbia, District of Columbia"
"3231","313","2745","353","98","67","160","122","146","92","0","13","0","13","82","59","19","31","63","64","1400000US11001000501","Census Tract 5.01, District of Columbia, District of Columbia"
"3076","211","2610","219","111","63","8","12","205","112","0","13","46","54","96","64","33","39","63","49","1400000US11001000502","Census Tract 5.02, District of Columbia, District of Columbia"
"4472","450","3629","375","356","160","0","13","319","149","1","10","33","50","134","101","0","13","134","101","1400000US11001000600","Census Tract 6, District of Columbia, District of Columbia"
"4478","350","3400","306","222","164","0","13","376","252","0","13","0","13","480","250","41","49","439","228","1400000US11001000701","Census Tract 7.01, District of Columbia, District of Columbia"
