"GEO_ID","B02001_001E","B02001_001M","B02001_002E","B02001_002M","B02001_003E","B02001_003M","B02001_004E","B02001_004M","B02001_005E","B02001_005M","B02001_006E","B02001_006M","B02001_007E","B02001_007M","B02001_008E","B02001_008M","B02001_009E","B02001_009M","B02001_010E","B02001_010M","NAME"
"id","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!White alone","Margin of Error!!Total!!White alone","Estimate!!Total!!Black or African American alone","Margin of Error!!Total!!Black or African American alone","Estimate!!Total!!American Indian and Alaska Native alone","Margin of Error!!Total!!American Indian and Alaska Native alone","Estimate!!Total!!Asian alone","Margin of Error!!Total!!Asian alone","Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Some other race alone","Margin of Error!!Total!!Some other race alone","Estimate!!Total!!Two or more races","Margin of Error!!Total!!Two or more races","Estimate!!Total!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Two or more races!!Two races including Some other race","Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Geographic Area Name"
"1400000US24031705300","1935","74","1847","77","0","127","7","9","46","24","0","127","11","12","24","21","0","127","24","21","Census Tract 7053, Montgomery County, Maryland"
"1400000US24031705400","2795","32","2617","88","32","33","0","127","35","26","0","127","0","127","111","62","28","32","83","60","Census Tract 7054, Montgomery County, Maryland"
"1400000US24031705501","2569","311","2076","235","98","123","0","127","209","146","0","127","160","254","26","41","26","41","0","127","Census Tract 7055.01, Montgomery County, Maryland"
"1400000US24031705502","4056","236","3708","228","68","46","0","127","95","56","0","127","48","51","137","129","82","118","55","49","Census Tract 7055.02, Montgomery County, Maryland"
"1400000US24031705601","2751","179","2510","213","76","103","0","127","104","62","0","127","19","23","42","35","8","13","34","32","Census Tract 7056.01, Montgomery County, Maryland"
"1400000US24031705602","4370","306","3724","341","123","79","0","127","394","147","0","127","0","127","129","75","0","127","129","75","Census Tract 7056.02, Montgomery County, Maryland"
"1400000US24031705701","4273","239","3897","241","70","86","0","127","229","128","0","127","11","17","66","58","23","33","43","49","Census Tract 7057.01, Montgomery County, Maryland"
"1400000US24031705702","4289","194","4204","187","0","127","13","20","44","51","0","127","12","20","16","25","0","127","16","25","Census Tract 7057.02, Montgomery County, Maryland"
"1400000US24031705800","5838","243","5253","242","70","63","0","127","425","168","0","127","38","40","52","53","0","127","52","53","Census Tract 7058, Montgomery County, Maryland"
"1400000US24031705901","4092","311","3380","242","64","64","9","15","621","237","0","127","8","14","10","17","0","127","10","17","Census Tract 7059.01, Montgomery County, Maryland"
"1400000US24031705902","4311","242","3526","271","265","295","0","127","432","130","0","127","23","26","65","53","16","25","49","48","Census Tract 7059.02, Montgomery County, Maryland"
"1400000US24031705903","4416","264","3489","278","11","19","0","127","741","157","0","127","60","64","115","77","0","127","115","77","Census Tract 7059.03, Montgomery County, Maryland"
"1400000US24031706005","4367","315","3222","345","285","210","0","127","831","181","0","127","10","16","19","24","11","19","8","16","Census Tract 7060.05, Montgomery County, Maryland"
"1400000US24031706007","6842","345","5041","383","151","161","0","127","1472","259","0","127","73","81","105","104","0","127","105","104","Census Tract 7060.07, Montgomery County, Maryland"
"1400000US24031706008","5372","325","4107","322","340","293","0","127","634","187","0","127","10","16","281","233","0","127","281","233","Census Tract 7060.08, Montgomery County, Maryland"
"1400000US24031706009","5475","202","4362","293","347","219","0","127","641","201","0","127","28","26","97","67","8","12","89","67","Census Tract 7060.09, Montgomery County, Maryland"
"1400000US24031706010","2881","304","2196","240","495","356","0","127","170","134","0","127","0","127","20","27","0","127","20","27","Census Tract 7060.10, Montgomery County, Maryland"
"1400000US24031706011","5167","264","3939","259","131","98","0","127","980","184","0","127","74","73","43","37","0","127","43","37","Census Tract 7060.11, Montgomery County, Maryland"
"1400000US24031706012","3507","339","2391","403","474","191","0","127","517","276","0","127","99","95","26","29","11","17","15","24","Census Tract 7060.12, Montgomery County, Maryland"
"1400000US24031706013","2716","239","2081","188","242","225","0","127","262","140","0","127","96","143","35","45","9","17","26","44","Census Tract 7060.13, Montgomery County, Maryland"
"1400000US24033800102","3030","348","1136","366","1281","422","0","127","91","78","5","10","469","427","48","50","0","127","48","50","Census Tract 8001.02, Prince George's County, Maryland"
"1400000US24033800103","2132","331","1044","331","706","227","54","84","305","187","0","127","0","127","23","26","0","127","23","26","Census Tract 8001.03, Prince George's County, Maryland"
"1400000US24033800105","3496","293","1065","214","1773","242","15","26","183","132","0","127","401","179","59","61","27","44","32","40","Census Tract 8001.05, Prince George's County, Maryland"
"1400000US24033800106","2696","331","965","326","1205","349","0","127","209","162","0","127","208","249","109","89","14","22","95","85","Census Tract 8001.06, Prince George's County, Maryland"
"1400000US24033800108","3375","339","1174","340","1855","303","0","127","148","197","0","127","18","28","180","119","0","127","180","119","Census Tract 8001.08, Prince George's County, Maryland"
"1400000US24033800109","4380","386","1304","441","1906","500","0","127","23","42","158","247","806","327","183","213","0","127","183","213","Census Tract 8001.09, Prince George's County, Maryland"
"1400000US24033800203","4741","349","3167","324","695","225","0","127","334","195","0","127","515","300","30","33","0","127","30","33","Census Tract 8002.03, Prince George's County, Maryland"
"1400000US24033800206","4288","335","1081","268","2715","388","0","127","321","231","0","127","91","93","80","62","15","24","65","58","Census Tract 8002.06, Prince George's County, Maryland"
"1400000US24033800208","7290","926","2986","531","3312","777","72","62","354","183","0","127","516","410","50","52","0","127","50","52","Census Tract 8002.08, Prince George's County, Maryland"
"1400000US24033800209","3861","553","861","380","2539","511","42","62","202","165","0","127","121","130","96","79","0","127","96","79","Census Tract 8002.09, Prince George's County, Maryland"
"1400000US24033800210","2973","501","670","211","1754","287","0","127","81","67","0","127","468","474","0","127","0","127","0","127","Census Tract 8002.10, Prince George's County, Maryland"
"1400000US24033800211","2823","296","524","122","1933","341","0","127","207","146","0","127","71","62","88","53","28","25","60","46","Census Tract 8002.11, Prince George's County, Maryland"
"1400000US24033800212","2767","305","801","250","1462","299","0","127","434","191","0","127","0","127","70","72","0","127","70","72","Census Tract 8002.12, Prince George's County, Maryland"
"1400000US24033800213","3948","530","1308","413","2037","406","10","17","455","159","0","127","35","33","103","85","0","127","103","85","Census Tract 8002.13, Prince George's County, Maryland"
"1400000US24033800214","2662","468","624","325","1656","363","0","127","49","58","0","127","297","454","36","60","0","127","36","60","Census Tract 8002.14, Prince George's County, Maryland"
"1400000US24033800215","2719","315","574","169","1769","329","0","127","62","75","26","40","158","123","130","134","13","23","117","143","Census Tract 8002.15, Prince George's County, Maryland"
"1400000US24033800401","2670","234","1688","267","498","103","28","43","93","76","0","127","264","240","99","110","11","16","88","110","Census Tract 8004.01, Prince George's County, Maryland"
"1400000US24033800402","4953","276","3610","318","915","136","41","51","57","71","6","12","122","121","202","124","0","127","202","124","Census Tract 8004.02, Prince George's County, Maryland"
"1400000US24033800403","4000","293","2053","294","1447","268","38","59","275","163","0","127","56","69","131","94","22","24","109","91","Census Tract 8004.03, Prince George's County, Maryland"
"1400000US24033800408","6538","497","1599","277","4342","581","0","127","332","139","0","127","0","127","265","169","16","26","249","164","Census Tract 8004.08, Prince George's County, Maryland"
"1400000US24033800409","6426","359","2605","375","3447","429","66","70","119","87","0","127","7","14","182","151","24","45","158","143","Census Tract 8004.09, Prince George's County, Maryland"
"1400000US24033800410","6903","609","1905","465","4121","529","18","28","579","241","0","127","173","171","107","79","10","15","97","77","Census Tract 8004.10, Prince George's County, Maryland"
"1400000US24033800411","4222","460","974","171","2713","411","0","127","257","155","0","127","156","190","122","131","0","127","122","131","Census Tract 8004.11, Prince George's County, Maryland"
"1400000US24033800412","3339","444","692","233","2152","336","0","127","321","147","0","127","75","121","99","94","31","57","68","78","Census Tract 8004.12, Prince George's County, Maryland"
"1400000US24033800413","3683","531","422","231","2746","500","16","26","248","187","0","127","168","256","83","61","0","127","83","61","Census Tract 8004.13, Prince George's County, Maryland"
"1400000US24033800504","4884","248","3376","281","939","191","14","22","296","179","0","127","88","96","171","113","55","65","116","95","Census Tract 8005.04, Prince George's County, Maryland"
"1400000US24033800505","2561","265","1795","254","442","154","0","127","152","134","0","127","111","127","61","67","0","127","61","67","Census Tract 8005.05, Prince George's County, Maryland"
"1400000US24033800507","2655","324","908","163","1500","245","0","127","57","58","0","127","36","47","154","117","45","54","109","99","Census Tract 8005.07, Prince George's County, Maryland"
"1400000US24033800509","8383","486","215","170","7813","508","0","127","84","124","0","127","45","59","226","138","40","70","186","113","Census Tract 8005.09, Prince George's County, Maryland"
"1400000US24033800511","5021","378","1794","282","2844","466","0","127","174","200","0","127","36","42","173","94","64","59","109","83","Census Tract 8005.11, Prince George's County, Maryland"
"1400000US24033800513","5334","361","2778","309","2048","346","0","127","250","137","0","127","60","97","198","187","0","127","198","187","Census Tract 8005.13, Prince George's County, Maryland"
"1400000US24033800514","4206","387","517","244","3047","308","49","60","452","244","0","127","0","127","141","128","0","127","141","128","Census Tract 8005.14, Prince George's County, Maryland"
"1400000US24033800515","3988","352","1419","242","2238","352","0","127","145","106","0","127","0","127","186","106","16","26","170","102","Census Tract 8005.15, Prince George's County, Maryland"
"1400000US24033800516","3227","455","1389","349","1554","333","0","127","194","203","0","127","23","32","67","71","42","64","25","33","Census Tract 8005.16, Prince George's County, Maryland"
"1400000US24033800517","4963","287","289","113","4457","321","0","127","162","147","0","127","0","127","55","73","0","127","55","73","Census Tract 8005.17, Prince George's County, Maryland"
"1400000US24033800518","2962","313","430","174","2509","324","0","127","23","36","0","127","0","127","0","127","0","127","0","127","Census Tract 8005.18, Prince George's County, Maryland"
"1400000US24033800519","4291","337","1496","343","2320","545","0","127","355","295","0","127","32","50","88","74","0","127","88","74","Census Tract 8005.19, Prince George's County, Maryland"
"1400000US24033800520","2089","292","237","132","1650","321","0","127","38","60","0","127","77","100","87","128","0","127","87","128","Census Tract 8005.20, Prince George's County, Maryland"
"1400000US24033800601","1926","195","191","90","1668","190","0","127","9","15","0","127","37","51","21","24","0","127","21","24","Census Tract 8006.01, Prince George's County, Maryland"
"1400000US24033800604","1705","417","104","91","1568","428","0","127","14","24","0","127","0","127","19","26","0","127","19","26","Census Tract 8006.04, Prince George's County, Maryland"
"1400000US24033800605","5578","369","631","149","4632","395","10","17","78","95","0","127","41","66","186","97","22","33","164","90","Census Tract 8006.05, Prince George's County, Maryland"
"1400000US24033800606","4473","461","477","245","3796","454","73","92","0","127","0","127","32","46","95","93","0","127","95","93","Census Tract 8006.06, Prince George's County, Maryland"
"1400000US24033800607","5697","392","666","244","4653","362","75","85","39","46","0","127","57","79","207","166","0","127","207","166","Census Tract 8006.07, Prince George's County, Maryland"
"1400000US24033800608","3086","287","190","160","2864","316","0","127","9","16","0","127","0","127","23","28","0","127","23","28","Census Tract 8006.08, Prince George's County, Maryland"
"1400000US24033800701","4362","381","520","249","3736","375","0","127","86","131","0","127","9","14","11","17","0","127","11","17","Census Tract 8007.01, Prince George's County, Maryland"
"1400000US24033800704","4832","409","957","257","3719","374","0","127","48","47","0","127","0","127","108","74","0","127","108","74","Census Tract 8007.04, Prince George's County, Maryland"
"1400000US24033800705","4099","361","658","211","3381","396","0","127","0","127","0","127","0","127","60","53","0","127","60","53","Census Tract 8007.05, Prince George's County, Maryland"
"1400000US24033800706","3620","337","366","150","3141","347","0","127","68","128","0","127","0","127","45","54","0","127","45","54","Census Tract 8007.06, Prince George's County, Maryland"
"1400000US24033800707","2685","294","513","137","2066","345","44","51","0","127","0","127","0","127","62","44","0","127","62","44","Census Tract 8007.07, Prince George's County, Maryland"
"1400000US24033800800","3475","248","2352","264","1046","239","0","127","18","26","0","127","13","21","46","40","0","127","46","40","Census Tract 8008, Prince George's County, Maryland"
"1400000US24033800900","1568","260","798","144","768","257","0","127","0","127","0","127","0","127","2","4","0","127","2","4","Census Tract 8009, Prince George's County, Maryland"
"1400000US24033801003","3491","295","1210","226","2268","245","0","127","0","127","0","127","0","127","13","24","0","127","13","24","Census Tract 8010.03, Prince George's County, Maryland"
"1400000US24033801004","3697","277","953","221","2690","360","0","127","22","27","0","127","0","127","32","53","0","127","32","53","Census Tract 8010.04, Prince George's County, Maryland"
"1400000US24033801005","4268","275","530","235","3468","378","0","127","88","124","0","127","55","68","127","113","27","45","100","102","Census Tract 8010.05, Prince George's County, Maryland"
"1400000US24033801006","3922","372","414","189","3211","395","0","127","11","18","0","127","257","216","29","38","13","21","16","28","Census Tract 8010.06, Prince George's County, Maryland"
"1400000US24033801104","2719","529","1794","460","517","155","0","127","115","175","0","127","110","135","183","127","34","56","149","112","Census Tract 8011.04, Prince George's County, Maryland"
"1400000US24033801207","4209","442","718","212","3242","419","0","127","132","115","0","127","81","92","36","35","0","127","36","35","Census Tract 8012.07, Prince George's County, Maryland"
"1400000US24033801208","3616","372","670","210","2881","327","0","127","0","127","0","127","0","127","65","54","0","127","65","54","Census Tract 8012.08, Prince George's County, Maryland"
"1400000US24033801209","4517","335","362","166","3812","384","0","127","78","71","0","127","24","38","241","211","0","127","241","211","Census Tract 8012.09, Prince George's County, Maryland"
"1400000US24033801210","4635","499","402","135","3856","550","0","127","99","138","0","127","190","273","88","127","0","127","88","127","Census Tract 8012.10, Prince George's County, Maryland"
"1400000US24033801211","3068","285","353","145","2363","339","17","25","172","157","0","127","0","127","163","173","0","127","163","173","Census Tract 8012.11, Prince George's County, Maryland"
"1400000US24033801212","3388","367","465","134","2729","416","0","127","54","65","0","127","114","119","26","41","0","127","26","41","Census Tract 8012.12, Prince George's County, Maryland"
"1400000US24033801213","3562","397","500","193","2795","316","0","127","163","163","0","127","12","19","92","60","22","33","70","53","Census Tract 8012.13, Prince George's County, Maryland"
"1400000US24033801214","3813","281","1037","287","2633","299","0","127","17","27","0","127","74","71","52","63","0","127","52","63","Census Tract 8012.14, Prince George's County, Maryland"
"1400000US24033801215","2504","301","492","150","1986","321","0","127","8","32","0","127","0","127","18","73","0","127","18","73","Census Tract 8012.15, Prince George's County, Maryland"
"1400000US24033801216","3418","282","488","216","2437","269","0","127","159","137","0","127","222","261","112","100","0","127","112","100","Census Tract 8012.16, Prince George's County, Maryland"
"1400000US24033801217","3479","342","543","204","2893","411","0","127","9","14","0","127","0","127","34","35","0","127","34","35","Census Tract 8012.17, Prince George's County, Maryland"
"1400000US24033801302","2835","267","1217","184","1339","227","0","127","164","145","0","127","30","59","85","107","0","127","85","107","Census Tract 8013.02, Prince George's County, Maryland"
"1400000US24033801305","5916","620","311","133","4197","568","0","127","783","352","0","127","459","474","166","143","0","127","166","143","Census Tract 8013.05, Prince George's County, Maryland"
"1400000US24033801307","3587","275","377","95","2808","263","0","127","281","120","0","127","44","69","77","72","0","127","77","72","Census Tract 8013.07, Prince George's County, Maryland"
"1400000US24033801308","4140","289","191","103","3356","339","0","127","183","136","0","127","126","118","284","210","20","26","264","209","Census Tract 8013.08, Prince George's County, Maryland"
"1400000US24033801309","3238","368","1073","194","1850","415","46","51","0","127","0","127","0","127","269","170","0","127","269","170","Census Tract 8013.09, Prince George's County, Maryland"
"1400000US24033801310","6183","480","819","234","4735","509","0","127","243","174","0","127","61","71","325","230","119","164","206","158","Census Tract 8013.10, Prince George's County, Maryland"
"1400000US24033801311","5470","397","859","242","4184","364","0","127","57","48","0","127","46","56","324","177","0","127","324","177","Census Tract 8013.11, Prince George's County, Maryland"
"1400000US24033801312","3897","421","602","284","2815","501","0","127","264","193","0","127","135","162","81","83","0","127","81","83","Census Tract 8013.12, Prince George's County, Maryland"
"1400000US24033801313","3175","340","181","110","2870","347","0","127","95","99","0","127","0","127","29","54","0","127","29","54","Census Tract 8013.13, Prince George's County, Maryland"
"1400000US24033801404","4673","655","529","143","3162","607","0","127","611","194","0","127","229","262","142","107","0","127","142","107","Census Tract 8014.04, Prince George's County, Maryland"
"1400000US24033801405","4964","523","878","474","2122","483","0","127","832","376","0","127","940","397","192","193","103","161","89","98","Census Tract 8014.05, Prince George's County, Maryland"
"1400000US24033801406","3149","663","167","65","2580","637","0","127","103","95","0","127","220","258","79","87","0","127","79","87","Census Tract 8014.06, Prince George's County, Maryland"
"1400000US24033801407","5940","476","352","134","5349","498","0","127","49","57","0","127","104","102","86","90","0","127","86","90","Census Tract 8014.07, Prince George's County, Maryland"
"1400000US24033801408","3307","360","249","134","2894","440","0","127","82","128","0","127","0","127","82","83","59","76","23","28","Census Tract 8014.08, Prince George's County, Maryland"
"1400000US24033801409","2620","392","341","297","1778","358","0","127","0","127","0","127","371","217","130","136","12","28","118","134","Census Tract 8014.09, Prince George's County, Maryland"
"1400000US24033801410","3825","442","677","180","2573","540","181","247","375","134","0","127","15","22","4","11","4","11","0","127","Census Tract 8014.10, Prince George's County, Maryland"
"1400000US24033801411","3547","408","614","182","1911","301","0","127","796","323","0","127","137","153","89","144","0","127","89","144","Census Tract 8014.11, Prince George's County, Maryland"
"1400000US24033801500","2189","254","254","87","1579","290","0","127","179","123","0","127","128","118","49","47","16","17","33","32","Census Tract 8015, Prince George's County, Maryland"
"1400000US24033801600","2715","474","46","51","2524","451","0","127","0","127","0","127","127","114","18","36","0","127","18","36","Census Tract 8016, Prince George's County, Maryland"
"1400000US24033801701","3807","403","198","71","3446","403","0","127","9","16","0","127","120","154","34","49","0","127","34","49","Census Tract 8017.01, Prince George's County, Maryland"
"1400000US24033801702","3709","462","195","118","3363","494","0","127","81","81","0","127","41","64","29","25","0","127","29","25","Census Tract 8017.02, Prince George's County, Maryland"
"1400000US24033801704","5781","534","59","72","5052","447","0","127","140","176","0","127","137","177","393","393","110","174","283","243","Census Tract 8017.04, Prince George's County, Maryland"
"1400000US24033801706","1634","244","282","195","1340","234","0","127","0","127","0","127","0","127","12","16","0","127","12","16","Census Tract 8017.06, Prince George's County, Maryland"
"1400000US24033801707","6252","551","198","159","5678","553","0","127","270","237","0","127","30","58","76","102","64","102","12","22","Census Tract 8017.07, Prince George's County, Maryland"
"1400000US24033801708","3503","322","334","219","3116","304","0","127","26","35","0","127","0","127","27","42","0","127","27","42","Census Tract 8017.08, Prince George's County, Maryland"
"1400000US24033801801","2079","332","152","109","1901","364","0","127","10","16","0","127","16","26","0","127","0","127","0","127","Census Tract 8018.01, Prince George's County, Maryland"
"1400000US24033801802","3828","471","61","52","3743","482","0","127","0","127","0","127","0","127","24","29","0","127","24","29","Census Tract 8018.02, Prince George's County, Maryland"
"1400000US24033801804","1980","196","283","118","1686","218","11","19","0","127","0","127","0","127","0","127","0","127","0","127","Census Tract 8018.04, Prince George's County, Maryland"
"1400000US24033801805","2272","263","144","106","2128","245","0","127","0","127","0","127","0","127","0","127","0","127","0","127","Census Tract 8018.05, Prince George's County, Maryland"
"1400000US24033801807","4827","627","150","135","4496","645","0","127","0","127","0","127","66","63","115","81","17","31","98","74","Census Tract 8018.07, Prince George's County, Maryland"
"1400000US24033801808","3594","360","262","171","3145","356","11","16","0","127","0","127","106","168","70","57","25","41","45","43","Census Tract 8018.08, Prince George's County, Maryland"
"1400000US24033801901","4778","380","777","176","3735","402","14","24","113","97","0","127","0","127","139","97","0","127","139","97","Census Tract 8019.01, Prince George's County, Maryland"
"1400000US24033801904","3480","570","1103","610","2201","295","0","127","0","127","0","127","26","40","150","157","0","127","150","157","Census Tract 8019.04, Prince George's County, Maryland"
"1400000US24033801905","4799","645","625","263","3851","695","13","21","0","127","0","127","193","264","117","111","53","83","64","73","Census Tract 8019.05, Prince George's County, Maryland"
"1400000US24033801906","2208","355","428","97","1626","354","38","40","32","30","0","127","38","37","46","30","0","127","46","30","Census Tract 8019.06, Prince George's County, Maryland"
"1400000US24033801907","3666","341","267","158","3375","338","0","127","0","127","0","127","14","24","10","16","0","127","10","16","Census Tract 8019.07, Prince George's County, Maryland"
"1400000US24033801908","3726","470","58","54","3615","491","0","127","0","127","0","127","0","127","53","63","0","127","53","63","Census Tract 8019.08, Prince George's County, Maryland"
"1400000US24033802001","5581","644","644","366","4762","558","0","127","0","127","0","127","160","200","15","20","0","127","15","20","Census Tract 8020.01, Prince George's County, Maryland"
"1400000US24033802002","3517","336","120","78","3292","349","0","127","0","127","0","127","0","127","105","94","0","127","105","94","Census Tract 8020.02, Prince George's County, Maryland"
"1400000US24033802103","2674","319","246","97","2255","341","70","77","0","127","0","127","50","68","53","72","0","127","53","72","Census Tract 8021.03, Prince George's County, Maryland"
"1400000US24033802104","2000","273","206","110","1774","277","0","127","0","127","0","127","0","127","20","34","0","127","20","34","Census Tract 8021.04, Prince George's County, Maryland"
"1400000US24033802106","4343","470","28","35","4163","495","0","127","0","127","0","127","84","107","68","75","0","127","68","75","Census Tract 8021.06, Prince George's County, Maryland"
"1400000US24033802107","4339","470","68","75","4271","487","0","127","0","127","0","127","0","127","0","127","0","127","0","127","Census Tract 8021.07, Prince George's County, Maryland"
"1400000US24033802201","1733","189","401","101","1205","191","0","127","12","19","0","127","2","8","113","98","12","19","101","99","Census Tract 8022.01, Prince George's County, Maryland"
"1400000US24033802203","4792","461","353","209","4166","422","0","127","18","29","0","127","179","150","76","58","10","16","66","56","Census Tract 8022.03, Prince George's County, Maryland"
"1400000US24033802204","5722","413","274","115","5182","424","0","127","49","62","0","127","164","165","53","50","0","127","53","50","Census Tract 8022.04, Prince George's County, Maryland"
"1400000US24033802301","3996","402","410","186","3449","427","12","18","0","127","0","127","0","127","125","103","13","19","112","101","Census Tract 8023.01, Prince George's County, Maryland"
"1400000US24033802404","4563","425","268","278","4180","428","0","127","0","127","0","127","0","127","115","124","0","127","115","124","Census Tract 8024.04, Prince George's County, Maryland"
"1400000US24033802405","3642","430","74","73","3312","397","0","127","28","44","0","127","110","122","118","107","66","100","52","38","Census Tract 8024.05, Prince George's County, Maryland"
"1400000US24033802406","2090","266","219","202","1836","232","0","127","35","38","0","127","0","127","0","127","0","127","0","127","Census Tract 8024.06, Prince George's County, Maryland"
"1400000US24033802407","4358","441","264","223","3966","463","0","127","0","127","0","127","82","94","46","59","0","127","46","59","Census Tract 8024.07, Prince George's County, Maryland"
"1400000US24033802408","1658","408","207","145","1349","265","0","127","0","127","0","127","0","127","102","208","0","127","102","208","Census Tract 8024.08, Prince George's County, Maryland"
"1400000US24033802501","3388","458","119","72","3083","434","0","127","0","127","0","127","154","223","32","34","0","127","32","34","Census Tract 8025.01, Prince George's County, Maryland"
"1400000US24033802502","2703","297","411","325","2183","361","0","127","0","127","0","127","85","104","24","26","0","127","24","26","Census Tract 8025.02, Prince George's County, Maryland"
"1400000US24033802600","2976","439","18","25","2685","446","0","127","0","127","0","127","247","248","26","29","0","127","26","29","Census Tract 8026, Prince George's County, Maryland"
"1400000US24033802700","2417","401","262","152","2121","344","0","127","10","16","0","127","0","127","24","29","0","127","24","29","Census Tract 8027, Prince George's County, Maryland"
"1400000US24033802803","5003","451","334","235","4542","461","0","127","65","93","0","127","22","36","40","47","0","127","40","47","Census Tract 8028.03, Prince George's County, Maryland"
"1400000US24033802804","5574","427","58","61","5453","438","0","127","63","98","0","127","0","127","0","127","0","127","0","127","Census Tract 8028.04, Prince George's County, Maryland"
"1400000US24033802805","4842","439","160","104","4631","461","0","127","22","24","0","127","29","32","0","127","0","127","0","127","Census Tract 8028.05, Prince George's County, Maryland"
"1400000US24033802901","4045","332","26","28","3627","331","63","43","0","127","0","127","200","167","129","144","27","40","102","139","Census Tract 8029.01, Prince George's County, Maryland"
"1400000US24033803001","2898","307","225","144","2430","338","0","127","47","48","0","127","157","184","39","57","0","127","39","57","Census Tract 8030.01, Prince George's County, Maryland"
"1400000US24033803002","2792","278","30","38","2743","271","0","127","0","127","0","127","0","127","19","32","0","127","19","32","Census Tract 8030.02, Prince George's County, Maryland"
"1400000US24033803100","2349","441","132","88","2159","415","11","19","4","9","0","127","30","49","13","21","0","127","13","21","Census Tract 8031, Prince George's County, Maryland"
"1400000US24033803200","2920","295","29","31","2852","304","0","127","0","127","0","127","19","97","20","43","0","127","20","43","Census Tract 8032, Prince George's County, Maryland"
"1400000US24033803300","4174","457","307","211","3733","407","0","127","93","133","41","61","0","127","0","127","0","127","0","127","Census Tract 8033, Prince George's County, Maryland"
"1400000US24033803401","1402","222","61","51","1217","242","16","51","0","127","0","127","94","101","14","20","0","127","14","20","Census Tract 8034.01, Prince George's County, Maryland"
"1400000US24033803402","4796","443","254","221","4321","431","0","127","0","127","0","127","51","44","170","166","0","127","170","166","Census Tract 8034.02, Prince George's County, Maryland"
"1400000US24033803508","4753","560","208","137","4201","491","0","127","27","40","0","127","279","310","38","49","9","16","29","47","Census Tract 8035.08, Prince George's County, Maryland"
"1400000US24033803509","2644","327","34","39","2515","331","0","127","0","127","0","127","95","73","0","127","0","127","0","127","Census Tract 8035.09, Prince George's County, Maryland"
"1400000US24033803512","6311","509","429","299","5665","567","0","127","151","114","0","127","20","31","46","41","0","127","46","41","Census Tract 8035.12, Prince George's County, Maryland"
"1400000US24033803513","4701","429","268","212","4225","481","0","127","85","84","0","127","24","42","99","135","0","127","99","135","Census Tract 8035.13, Prince George's County, Maryland"
"1400000US24033803514","4110","326","70","51","3896","330","0","127","46","56","0","127","0","127","98","59","15","23","83","56","Census Tract 8035.14, Prince George's County, Maryland"
"1400000US24033803516","4645","343","384","164","3872","347","0","127","206","80","0","127","103","127","80","51","15","23","65","47","Census Tract 8035.16, Prince George's County, Maryland"
"1400000US24033803519","3426","476","162","107","2993","432","0","127","102","84","0","127","33","52","136","153","0","127","136","153","Census Tract 8035.19, Prince George's County, Maryland"
"1400000US24033803520","4493","413","192","152","4015","485","0","127","94","92","0","127","160","179","32","48","0","127","32","48","Census Tract 8035.20, Prince George's County, Maryland"
"1400000US24033803521","4552","458","428","96","3851","440","18","28","255","338","0","127","0","127","0","127","0","127","0","127","Census Tract 8035.21, Prince George's County, Maryland"
"1400000US24033803522","3823","452","19","22","3518","485","0","127","214","182","0","127","0","127","72","77","15","25","57","73","Census Tract 8035.22, Prince George's County, Maryland"
"1400000US24033803523","3873","407","216","191","2951","325","0","127","418","353","0","127","20","33","268","148","0","127","268","148","Census Tract 8035.23, Prince George's County, Maryland"
"1400000US24033803524","3281","439","0","127","2986","471","0","127","96","158","0","127","85","91","114","91","12","19","102","90","Census Tract 8035.24, Prince George's County, Maryland"
"1400000US24033803525","2819","435","8","15","2185","425","0","127","418","376","0","127","69","86","139","125","0","127","139","125","Census Tract 8035.25, Prince George's County, Maryland"
"1400000US24033803526","3403","292","175","176","3060","317","0","127","0","127","0","127","49","75","119","107","30","33","89","105","Census Tract 8035.26, Prince George's County, Maryland"
"1400000US24033803527","3236","204","191","156","3008","260","0","127","0","127","0","127","24","38","13","21","13","21","0","127","Census Tract 8035.27, Prince George's County, Maryland"
"1400000US24033803601","3566","337","269","115","3190","371","0","127","81","87","0","127","0","127","26","45","0","127","26","45","Census Tract 8036.01, Prince George's County, Maryland"
"1400000US24033803602","1725","241","107","104","1618","267","0","127","0","127","0","127","0","127","0","127","0","127","0","127","Census Tract 8036.02, Prince George's County, Maryland"
"1400000US24033803605","6948","487","2144","606","3820","675","14","29","533","427","0","127","437","396","0","127","0","127","0","127","Census Tract 8036.05, Prince George's County, Maryland"
"1400000US24033803606","5280","550","1619","581","2170","303","0","127","403","124","0","127","977","348","111","132","0","127","111","132","Census Tract 8036.06, Prince George's County, Maryland"
"1400000US24033803607","3287","351","831","310","2147","317","0","127","45","50","0","127","217","191","47","51","0","127","47","51","Census Tract 8036.07, Prince George's County, Maryland"
"1400000US24033803608","5133","468","1130","418","3463","363","47","94","210","133","0","127","189","140","94","83","24","39","70","62","Census Tract 8036.08, Prince George's County, Maryland"
"1400000US24033803610","3050","415","1229","439","1578","267","11","19","54","64","0","127","178","180","0","127","0","127","0","127","Census Tract 8036.10, Prince George's County, Maryland"
