"GEO_ID","B02001_001E","B02001_001M","B02001_002E","B02001_002M","B02001_003E","B02001_003M","B02001_004E","B02001_004M","B02001_005E","B02001_005M","B02001_006E","B02001_006M","B02001_007E","B02001_007M","B02001_008E","B02001_008M","B02001_009E","B02001_009M","B02001_010E","B02001_010M","NAME"
"id","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!White alone","Margin of Error!!Total!!White alone","Estimate!!Total!!Black or African American alone","Margin of Error!!Total!!Black or African American alone","Estimate!!Total!!American Indian and Alaska Native alone","Margin of Error!!Total!!American Indian and Alaska Native alone","Estimate!!Total!!Asian alone","Margin of Error!!Total!!Asian alone","Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Some other race alone","Margin of Error!!Total!!Some other race alone","Estimate!!Total!!Two or more races","Margin of Error!!Total!!Two or more races","Estimate!!Total!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Two or more races!!Two races including Some other race","Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Geographic Area Name"
"1400000US24031700607","8459","453","3445","388","392","239","0","127","4438","463","27","48","35","57","122","101","0","127","122","101","Census Tract 7006.07, Montgomery County, Maryland"
"1400000US24031700608","5984","235","3530","280","388","178","0","127","1929","242","0","127","38","49","99","96","0","127","99","96","Census Tract 7006.08, Montgomery County, Maryland"
"1400000US24031700610","1952","138","1471","149","191","129","0","127","251","58","0","127","0","127","39","61","0","127","39","61","Census Tract 7006.10, Montgomery County, Maryland"
"1400000US24031700611","5936","384","2312","482","1004","318","23","40","2327","288","0","127","56","48","214","127","20","31","194","116","Census Tract 7006.11, Montgomery County, Maryland"
"1400000US24031700613","6307","371","3008","323","697","224","22","35","2281","315","0","127","132","124","167","98","23","39","144","91","Census Tract 7006.13, Montgomery County, Maryland"
"1400000US24031700614","4798","449","2515","419","921","218","92","139","894","223","0","127","147","197","229","171","15","24","214","169","Census Tract 7006.14, Montgomery County, Maryland"
"1400000US24031700615","3156","216","2250","196","405","290","0","127","401","118","0","127","0","127","100","83","0","127","100","83","Census Tract 7006.15, Montgomery County, Maryland"
"1400000US24031700616","4320","282","2929","300","184","130","53","90","1053","237","0","127","66","100","35","40","0","127","35","40","Census Tract 7006.16, Montgomery County, Maryland"
"1400000US24031700704","2880","225","1568","234","103","84","0","127","650","172","0","127","442","262","117","105","48","82","69","80","Census Tract 7007.04, Montgomery County, Maryland"
"1400000US24031700706","3258","350","1474","229","785","265","0","127","421","163","0","127","501","279","77","56","0","127","77","56","Census Tract 7007.06, Montgomery County, Maryland"
"1400000US24031700710","6502","366","3047","379","915","234","23","39","1106","251","0","127","1069","431","342","167","10","16","332","167","Census Tract 7007.10, Montgomery County, Maryland"
"1400000US24031700711","5642","409","3346","513","722","211","0","127","1179","246","0","127","209","239","186","88","77","60","109","67","Census Tract 7007.11, Montgomery County, Maryland"
"1400000US24031700713","5375","497","1626","375","1510","341","0","127","969","331","0","127","1233","457","37","40","37","40","0","127","Census Tract 7007.13, Montgomery County, Maryland"
"1400000US24031700715","5939","452","2726","459","1158","225","0","127","918","310","0","127","816","302","321","188","21","48","300","179","Census Tract 7007.15, Montgomery County, Maryland"
"1400000US24031700716","7933","568","3335","409","1271","448","286","327","1782","500","0","127","1093","313","166","108","0","127","166","108","Census Tract 7007.16, Montgomery County, Maryland"
"1400000US24031700717","5879","667","3050","646","766","347","0","127","793","230","0","127","894","454","376","243","0","127","376","243","Census Tract 7007.17, Montgomery County, Maryland"
"1400000US24031700718","3933","273","2530","295","414","143","17","27","843","129","0","127","75","101","54","48","0","127","54","48","Census Tract 7007.18, Montgomery County, Maryland"
"1400000US24031700719","6582","713","2054","609","1072","510","0","127","962","409","0","127","2031","757","463","330","233","221","230","257","Census Tract 7007.19, Montgomery County, Maryland"
"1400000US24031700720","3296","309","1753","485","601","334","0","127","695","194","0","127","153","135","94","97","32","56","62","74","Census Tract 7007.20, Montgomery County, Maryland"
"1400000US24031700721","2308","235","1225","230","620","147","0","127","296","141","0","127","72","91","95","67","0","127","95","67","Census Tract 7007.21, Montgomery County, Maryland"
"1400000US24031700722","4631","541","2336","425","1306","576","0","127","653","348","0","127","247","206","89","111","13","24","76","113","Census Tract 7007.22, Montgomery County, Maryland"
"1400000US24031700723","3023","279","2305","326","480","144","25","55","195","93","0","127","0","127","18","30","0","127","18","30","Census Tract 7007.23, Montgomery County, Maryland"
"1400000US24031700724","2839","631","1250","423","323","197","34","54","485","668","0","127","554","241","193","130","34","54","159","133","Census Tract 7007.24, Montgomery County, Maryland"
"1400000US24031700810","5081","390","2717","367","1375","233","60","79","478","144","0","127","231","172","220","173","121","142","99","80","Census Tract 7008.10, Montgomery County, Maryland"
"1400000US24031700811","4578","408","1820","390","1591","371","17","26","338","204","0","127","519","416","293","216","0","127","293","216","Census Tract 7008.11, Montgomery County, Maryland"
"1400000US24031700812","4294","464","2465","383","481","168","0","127","416","176","0","127","752","459","180","164","0","127","180","164","Census Tract 7008.12, Montgomery County, Maryland"
"1400000US24031700813","5707","420","2771","454","1510","326","0","127","769","216","46","69","411","294","200","137","26","43","174","126","Census Tract 7008.13, Montgomery County, Maryland"
"1400000US24031700815","7974","684","3966","748","2370","695","46","77","675","236","0","127","563","258","354","210","71","71","283","198","Census Tract 7008.15, Montgomery County, Maryland"
"1400000US24031700816","8044","867","3764","897","1052","354","0","127","2572","493","0","127","586","429","70","116","0","127","70","116","Census Tract 7008.16, Montgomery County, Maryland"
"1400000US24031700817","5445","505","2767","444","680","205","42","84","1542","387","0","127","111","146","303","194","2","4","301","193","Census Tract 7008.17, Montgomery County, Maryland"
"1400000US24031700818","6123","770","2852","715","1759","412","0","127","729","203","0","127","633","389","150","128","124","130","26","30","Census Tract 7008.18, Montgomery County, Maryland"
"1400000US24031700819","6362","751","3587","439","1486","363","0","127","566","219","0","127","682","669","41","42","0","127","41","42","Census Tract 7008.19, Montgomery County, Maryland"
"1400000US24031700820","2749","370","1391","252","680","363","12","26","443","201","0","127","0","127","223","169","25","64","198","155","Census Tract 7008.20, Montgomery County, Maryland"
"1400000US24031700822","1621","234","678","258","134","146","61","71","444","236","0","127","135","192","169","185","0","127","169","185","Census Tract 7008.22, Montgomery County, Maryland"
"1400000US24031700823","3130","433","2295","438","167","81","0","127","412","135","0","127","193","182","63","73","0","127","63","73","Census Tract 7008.23, Montgomery County, Maryland"
"1400000US24031700824","2695","205","2231","192","142","195","0","127","272","87","0","127","0","127","50","48","0","127","50","48","Census Tract 7008.24, Montgomery County, Maryland"
"1400000US24031700826","5873","373","4726","327","348","185","10","17","568","193","0","127","42","65","179","132","73","110","106","92","Census Tract 7008.26, Montgomery County, Maryland"
"1400000US24031700828","2638","150","1859","222","37","66","0","127","677","164","0","127","23","36","42","36","0","127","42","36","Census Tract 7008.28, Montgomery County, Maryland"
"1400000US24031700829","2787","384","1477","322","196","165","0","127","1036","229","0","127","54","80","24","30","0","127","24","30","Census Tract 7008.29, Montgomery County, Maryland"
"1400000US24031700830","1787","449","760","317","271","166","0","127","289","163","0","127","450","416","17","27","0","127","17","27","Census Tract 7008.30, Montgomery County, Maryland"
"1400000US24031700832","2680","173","1177","355","1004","228","0","127","125","92","0","127","275","233","99","97","0","127","99","97","Census Tract 7008.32, Montgomery County, Maryland"
"1400000US24031700833","4299","442","1697","533","694","314","0","127","1202","295","118","169","306","236","282","179","41","65","241","169","Census Tract 7008.33, Montgomery County, Maryland"
"1400000US24031700834","5033","451","2062","417","1559","306","0","127","806","305","0","127","542","328","64","70","15","26","49","65","Census Tract 7008.34, Montgomery County, Maryland"
"1400000US24031700835","4567","333","2400","325","716","207","41","46","1134","310","0","127","138","140","138","111","17","44","121","111","Census Tract 7008.35, Montgomery County, Maryland"
"1400000US24031700901","3420","336","1892","377","318","157","17","24","1036","311","0","127","96","123","61","64","27","43","34","38","Census Tract 7009.01, Montgomery County, Maryland"
"1400000US24031700902","3241","298","1788","394","782","258","54","48","293","183","0","127","237","237","87","89","0","127","87","89","Census Tract 7009.02, Montgomery County, Maryland"
"1400000US24031700903","1606","117","882","180","342","146","9","15","246","159","0","127","68","96","59","50","0","127","59","50","Census Tract 7009.03, Montgomery County, Maryland"
"1400000US24031700904","2617","254","1053","208","61","47","0","127","1225","237","35","48","128","131","115","111","8","14","107","110","Census Tract 7009.04, Montgomery County, Maryland"
"1400000US24031700905","4056","299","2303","334","66","68","0","127","1664","233","0","127","13","20","10","17","0","127","10","17","Census Tract 7009.05, Montgomery County, Maryland"
"1400000US24031701001","5426","395","3590","356","829","369","15","22","601","208","0","127","272","236","119","76","0","127","119","76","Census Tract 7010.01, Montgomery County, Maryland"
"1400000US24031701002","3557","140","2906","185","58","71","0","127","444","184","0","127","0","127","149","108","32","48","117","101","Census Tract 7010.02, Montgomery County, Maryland"
"1400000US24031701004","5106","282","3733","305","409","176","0","127","623","166","0","127","186","236","155","96","0","127","155","96","Census Tract 7010.04, Montgomery County, Maryland"
"1400000US24031701005","3095","217","2399","197","101","70","0","127","433","130","0","127","33","33","129","89","24","28","105","74","Census Tract 7010.05, Montgomery County, Maryland"
"1400000US24031701006","5844","388","4539","435","152","84","0","127","989","240","0","127","62","73","102","68","15","24","87","66","Census Tract 7010.06, Montgomery County, Maryland"
"1400000US24031701007","3143","159","2160","188","191","93","0","127","746","178","0","127","0","127","46","56","0","127","46","56","Census Tract 7010.07, Montgomery County, Maryland"
"1400000US24031701101","4299","317","2817","372","418","225","25","38","414","130","0","127","494","206","131","93","69","57","62","68","Census Tract 7011.01, Montgomery County, Maryland"
"1400000US24031701102","5623","352","3809","567","385","151","0","127","464","193","0","127","852","403","113","89","64","74","49","61","Census Tract 7011.02, Montgomery County, Maryland"
"1400000US24031701201","5332","485","3533","469","333","179","0","127","807","161","0","127","204","171","455","304","299","328","156","98","Census Tract 7012.01, Montgomery County, Maryland"
"1400000US24031701202","2615","136","2401","170","26","22","0","127","89","66","0","127","88","90","11","10","0","127","11","10","Census Tract 7012.02, Montgomery County, Maryland"
"1400000US24031701205","6448","448","5593","481","147","86","0","127","400","144","0","127","38","46","270","211","15","23","255","207","Census Tract 7012.05, Montgomery County, Maryland"
"1400000US24031701206","6339","388","4433","570","261","202","0","127","1309","510","0","127","122","193","214","189","13","21","201","189","Census Tract 7012.06, Montgomery County, Maryland"
"1400000US24031701210","4023","170","3282","177","34","39","0","127","707","94","0","127","0","127","0","127","0","127","0","127","Census Tract 7012.10, Montgomery County, Maryland"
"1400000US24031701211","5589","391","3143","264","535","200","0","127","1619","232","0","127","32","40","260","177","32","57","228","181","Census Tract 7012.11, Montgomery County, Maryland"
"1400000US24031701212","2752","235","1733","238","352","249","0","127","564","167","0","127","41","52","62","44","10","17","52","41","Census Tract 7012.12, Montgomery County, Maryland"
"1400000US24031701213","5039","247","4060","297","126","103","71","112","567","210","0","127","157","119","58","61","0","127","58","61","Census Tract 7012.13, Montgomery County, Maryland"
"1400000US24031701214","2454","210","1865","234","157","130","0","127","265","129","0","127","60","58","107","76","11","17","96","74","Census Tract 7012.14, Montgomery County, Maryland"
"1400000US24031701215","4036","275","2815","267","332","193","0","127","650","226","0","127","79","92","160","87","17","27","143","83","Census Tract 7012.15, Montgomery County, Maryland"
"1400000US24031701216","3529","279","2205","283","350","219","40","58","874","189","0","127","41","48","19","25","10","18","9","15","Census Tract 7012.16, Montgomery County, Maryland"
"1400000US24031701218","2483","403","1723","354","198","106","0","127","255","137","0","127","93","81","214","274","171","267","43","68","Census Tract 7012.18, Montgomery County, Maryland"
"1400000US24031701219","3081","351","1261","298","665","381","0","127","995","225","0","127","115","115","45","52","0","127","45","52","Census Tract 7012.19, Montgomery County, Maryland"
"1400000US24031701220","4155","273","2311","296","187","131","0","127","1361","182","0","127","237","263","59","59","22","36","37","47","Census Tract 7012.20, Montgomery County, Maryland"
"1400000US24031701221","4570","208","2644","246","363","128","60","95","1431","224","0","127","40","41","32","44","0","127","32","44","Census Tract 7012.21, Montgomery County, Maryland"
"1400000US24031701303","3790","173","3025","253","367","262","0","127","297","98","0","127","0","127","101","77","0","127","101","77","Census Tract 7013.03, Montgomery County, Maryland"
"1400000US24031701304","6374","405","4896","444","281","111","0","127","436","251","0","127","607","517","154","130","0","127","154","130","Census Tract 7013.04, Montgomery County, Maryland"
"1400000US24031701306","3237","162","2909","218","219","126","0","127","75","81","0","127","14","30","20","31","0","127","20","31","Census Tract 7013.06, Montgomery County, Maryland"
"1400000US24031701307","3623","233","2473","296","241","166","0","127","690","188","0","127","114","134","105","70","34","30","71","60","Census Tract 7013.07, Montgomery County, Maryland"
"1400000US24031701308","3042","185","2212","216","426","216","0","127","361","93","0","127","34","48","9","14","0","127","9","14","Census Tract 7013.08, Montgomery County, Maryland"
"1400000US24031701312","5944","334","4741","349","509","216","0","127","582","195","0","127","9","16","103","95","0","127","103","95","Census Tract 7013.12, Montgomery County, Maryland"
"1400000US24031701313","3873","238","2955","237","340","138","0","127","386","120","0","127","111","158","81","78","11","14","70","76","Census Tract 7013.13, Montgomery County, Maryland"
"1400000US24031701314","2831","157","1857","203","362","106","0","127","332","98","0","127","158","141","122","84","0","127","122","84","Census Tract 7013.14, Montgomery County, Maryland"
"1400000US24031701315","4192","356","2811","368","586","150","0","127","499","114","0","127","201","160","95","77","0","127","95","77","Census Tract 7013.15, Montgomery County, Maryland"
"1400000US24031701316","6011","362","4573","300","858","175","0","127","445","108","0","127","24","29","111","80","13","26","98","71","Census Tract 7013.16, Montgomery County, Maryland"
"1400000US24031701317","4030","262","2990","244","295","111","0","127","359","211","0","127","0","127","386","175","19","31","367","171","Census Tract 7013.17, Montgomery County, Maryland"
"1400000US24031701407","5652","264","2795","198","1366","304","0","127","894","160","0","127","460","228","137","94","27","37","110","87","Census Tract 7014.07, Montgomery County, Maryland"
"1400000US24031701408","6521","392","4082","433","1184","207","10","16","774","349","0","127","227","297","244","220","63","85","181","207","Census Tract 7014.08, Montgomery County, Maryland"
"1400000US24031701409","4623","274","2324","240","972","189","61","90","958","151","0","127","215","105","93","75","10","16","83","73","Census Tract 7014.09, Montgomery County, Maryland"
"1400000US24031701410","7428","615","1552","283","3807","586","0","127","1423","266","0","127","405","367","241","194","17","29","224","193","Census Tract 7014.10, Montgomery County, Maryland"
"1400000US24031701414","7579","418","2401","317","2914","389","21","32","1589","322","0","127","559","171","95","84","58","65","37","42","Census Tract 7014.14, Montgomery County, Maryland"
"1400000US24031701415","7505","412","2831","453","2669","416","0","127","1290","230","0","127","562","233","153","131","105","113","48","69","Census Tract 7014.15, Montgomery County, Maryland"
"1400000US24031701417","5582","446","1346","310","3296","509","35","59","506","200","0","127","236","168","163","153","11","20","152","152","Census Tract 7014.17, Montgomery County, Maryland"
"1400000US24031701418","3263","270","795","208","1250","197","0","127","900","145","0","127","277","217","41","63","35","62","6","20","Census Tract 7014.18, Montgomery County, Maryland"
"1400000US24031701420","7079","441","3636","312","2016","323","0","127","1030","284","0","127","342","225","55","72","25","48","30","39","Census Tract 7014.20, Montgomery County, Maryland"
"1400000US24031701421","1696","283","273","192","1312","418","0","127","78","98","0","127","23","34","10","19","0","127","10","19","Census Tract 7014.21, Montgomery County, Maryland"
"1400000US24031701422","1968","461","31","36","1632","417","0","127","289","218","0","127","16","26","0","127","0","127","0","127","Census Tract 7014.22, Montgomery County, Maryland"
"1400000US24031701423","4997","404","771","240","2323","378","118","159","845","328","0","127","717","415","223","158","88","73","135","142","Census Tract 7014.23, Montgomery County, Maryland"
"1400000US24031701503","6920","578","3012","386","2442","416","0","127","1101","336","0","127","311","313","54","50","0","127","54","50","Census Tract 7015.03, Montgomery County, Maryland"
"1400000US24031701505","6807","674","2840","479","2336","405","0","127","1099","401","0","127","347","233","185","160","91","137","94","99","Census Tract 7015.05, Montgomery County, Maryland"
"1400000US24031701506","4731","281","2421","208","1230","195","0","127","403","202","0","127","515","218","162","117","10","16","152","115","Census Tract 7015.06, Montgomery County, Maryland"
"1400000US24031701507","5090","273","2702","358","1263","208","10","15","952","196","0","127","58","67","105","74","55","56","50","50","Census Tract 7015.07, Montgomery County, Maryland"
"1400000US24031701508","3781","291","221","155","2736","440","0","127","374","312","0","127","307","222","143","176","0","127","143","176","Census Tract 7015.08, Montgomery County, Maryland"
"1400000US24031701509","5578","583","1226","273","2312","499","0","127","616","310","0","127","1424","501","0","127","0","127","0","127","Census Tract 7015.09, Montgomery County, Maryland"
"1400000US24031701601","2346","539","373","183","497","217","126","156","520","384","0","127","788","504","42","57","0","127","42","57","Census Tract 7016.01, Montgomery County, Maryland"
"1400000US24031701602","6080","701","942","444","1391","493","0","127","646","264","0","127","3037","674","64","48","0","127","64","48","Census Tract 7016.02, Montgomery County, Maryland"
"1400000US24031701701","3234","246","2213","251","756","149","21","26","51","41","0","127","93","65","100","74","0","127","100","74","Census Tract 7017.01, Montgomery County, Maryland"
"1400000US24031701702","2770","316","1110","312","1353","285","0","127","75","83","0","127","183","162","49","56","0","127","49","56","Census Tract 7017.02, Montgomery County, Maryland"
"1400000US24031701703","3846","349","1529","330","1613","265","0","127","287","84","0","127","257","173","160","146","0","127","160","146","Census Tract 7017.03, Montgomery County, Maryland"
"1400000US24031701704","2559","210","1570","220","699","182","0","127","145","99","7","17","56","125","82","56","0","127","82","56","Census Tract 7017.04, Montgomery County, Maryland"
"1400000US24031701800","4327","301","2367","242","1644","272","0","127","143","127","0","127","91","95","82","92","0","127","82","92","Census Tract 7018, Montgomery County, Maryland"
"1400000US24031701900","3096","562","1302","345","390","193","24","39","80","73","0","127","1195","628","105","98","45","60","60","63","Census Tract 7019, Montgomery County, Maryland"
"1400000US24031702000","4886","602","1029","262","1115","267","0","127","552","171","82","134","2060","705","48","42","23","35","25","27","Census Tract 7020, Montgomery County, Maryland"
"1400000US24031702101","5899","538","1082","362","2380","433","271","356","605","205","0","127","1207","492","354","238","105","128","249","202","Census Tract 7021.01, Montgomery County, Maryland"
"1400000US24031702102","2826","202","2462","222","82","57","24","26","155","149","0","127","30","43","73","69","10","17","63","67","Census Tract 7021.02, Montgomery County, Maryland"
"1400000US24031702200","4103","234","3036","355","480","226","195","323","108","79","0","127","59","83","225","163","0","127","225","163","Census Tract 7022, Montgomery County, Maryland"
"1400000US24031702301","4241","516","1932","604","1144","429","0","127","261","168","0","127","791","509","113","75","9","15","104","73","Census Tract 7023.01, Montgomery County, Maryland"
"1400000US24031702302","4200","341","2225","334","1180","349","19","30","99","73","0","127","572","368","105","68","15","20","90","65","Census Tract 7023.02, Montgomery County, Maryland"
"1400000US24031702401","2414","207","1446","245","506","188","0","127","114","75","0","127","211","112","137","89","0","127","137","89","Census Tract 7024.01, Montgomery County, Maryland"
"1400000US24031702402","4026","342","1804","220","1527","336","0","127","337","215","0","127","214","198","144","92","18","27","126","82","Census Tract 7024.02, Montgomery County, Maryland"
"1400000US24031702500","4157","462","1346","294","2040","406","0","127","195","127","0","127","401","337","175","115","72","85","103","92","Census Tract 7025, Montgomery County, Maryland"
"1400000US24031702601","4380","406","1934","375","1844","385","0","127","210","122","0","127","243","262","149","83","0","127","149","83","Census Tract 7026.01, Montgomery County, Maryland"
"1400000US24031702602","4395","371","2382","275","1363","310","10","18","183","91","0","127","400","112","57","62","0","127","57","62","Census Tract 7026.02, Montgomery County, Maryland"
"1400000US24031702700","6207","515","3064","596","1512","435","56","46","240","183","0","127","1147","635","188","119","22","32","166","120","Census Tract 7027, Montgomery County, Maryland"
"1400000US24031702800","4576","436","2866","497","1209","361","0","127","349","172","0","127","16","25","136","102","19","29","117","100","Census Tract 7028, Montgomery County, Maryland"
"1400000US24031702900","5160","273","4052","333","827","159","0","127","220","122","0","127","0","127","61","50","0","127","61","50","Census Tract 7029, Montgomery County, Maryland"
"1400000US24031703000","1833","147","1248","225","300","147","0","127","67","49","0","127","140","181","78","75","0","127","78","75","Census Tract 7030, Montgomery County, Maryland"
"1400000US24031703100","4221","238","2726","434","572","201","0","127","204","139","31","54","565","370","123","101","27","29","96","92","Census Tract 7031, Montgomery County, Maryland"
"1400000US24031703201","7359","432","4402","658","644","228","31","36","1283","393","0","127","813","673","186","154","0","127","186","154","Census Tract 7032.01, Montgomery County, Maryland"
"1400000US24031703202","5757","272","4364","305","487","165","0","127","588","222","0","127","129","120","189","139","31","40","158","125","Census Tract 7032.02, Montgomery County, Maryland"
"1400000US24031703206","3771","408","1668","285","1023","409","0","127","586","243","0","127","222","142","272","207","33","43","239","211","Census Tract 7032.06, Montgomery County, Maryland"
"1400000US24031703207","5058","706","1682","402","1566","680","0","127","412","280","0","127","1314","605","84","82","30","35","54","76","Census Tract 7032.07, Montgomery County, Maryland"
"1400000US24031703208","5336","361","3787","298","933","178","0","127","305","160","0","127","230","277","81","59","0","127","81","59","Census Tract 7032.08, Montgomery County, Maryland"
"1400000US24031703209","5425","750","1845","338","1066","249","0","127","670","267","0","127","1466","980","378","247","48","80","330","251","Census Tract 7032.09, Montgomery County, Maryland"
"1400000US24031703210","3411","215","1728","356","680","214","0","127","432","130","0","127","526","522","45","52","0","127","45","52","Census Tract 7032.10, Montgomery County, Maryland"
"1400000US24031703212","7907","727","3430","481","2772","735","0","127","937","243","0","127","504","304","264","125","69","74","195","105","Census Tract 7032.12, Montgomery County, Maryland"
"1400000US24031703213","5569","543","1227","395","2754","506","0","127","170","158","0","127","1045","588","373","233","50","70","323","206","Census Tract 7032.13, Montgomery County, Maryland"
"1400000US24031703214","6487","581","1344","374","3405","559","0","127","818","368","0","127","695","404","225","119","50","65","175","103","Census Tract 7032.14, Montgomery County, Maryland"
"1400000US24031703215","2817","323","1162","251","858","206","26","38","511","153","0","127","170","120","90","91","0","127","90","91","Census Tract 7032.15, Montgomery County, Maryland"
"1400000US24031703216","3501","360","1992","227","764","211","0","127","124","83","0","127","543","284","78","69","11","18","67","64","Census Tract 7032.16, Montgomery County, Maryland"
"1400000US24031703218","1786","148","1709","168","32","36","0","127","0","127","0","127","28","37","17","26","0","127","17","26","Census Tract 7032.18, Montgomery County, Maryland"
"1400000US24031703219","3379","175","2972","213","304","150","0","127","103","76","0","127","0","127","0","127","0","127","0","127","Census Tract 7032.19, Montgomery County, Maryland"
"1400000US24031703220","4614","492","2084","389","1557","435","0","127","457","223","0","127","397","260","119","164","0","127","119","164","Census Tract 7032.20, Montgomery County, Maryland"
"1400000US24031703221","4977","400","2120","352","1297","324","40","58","802","217","0","127","542","355","176","122","29","29","147","110","Census Tract 7032.21, Montgomery County, Maryland"
"1400000US24031703301","4365","465","2185","338","326","177","42","50","562","166","0","127","1064","389","186","149","78","110","108","105","Census Tract 7033.01, Montgomery County, Maryland"
"1400000US24031703302","4251","519","2345","437","412","206","6","9","179","125","0","127","1152","632","157","96","31","51","126","83","Census Tract 7033.02, Montgomery County, Maryland"
"1400000US24031703401","5447","446","2062","426","647","188","21","25","879","258","0","127","1434","549","404","234","277","229","127","121","Census Tract 7034.01, Montgomery County, Maryland"
"1400000US24031703402","3437","254","1563","416","458","158","0","127","611","291","0","127","761","424","44","39","29","41","15","16","Census Tract 7034.02, Montgomery County, Maryland"
"1400000US24031703403","3366","301","1408","352","426","289","0","127","123","115","0","127","1141","415","268","157","193","128","75","65","Census Tract 7034.03, Montgomery County, Maryland"
"1400000US24031703404","2930","233","1047","301","448","169","53","84","277","130","0","127","932","352","173","126","137","123","36","38","Census Tract 7034.04, Montgomery County, Maryland"
"1400000US24031703501","6191","520","2040","386","1428","323","16","26","583","139","0","127","2054","601","70","87","52","85","18","22","Census Tract 7035.01, Montgomery County, Maryland"
"1400000US24031703502","3208","349","1861","337","321","148","0","127","349","79","0","127","625","312","52","42","0","127","52","42","Census Tract 7035.02, Montgomery County, Maryland"
"1400000US24031703601","4265","328","2596","219","434","155","67","81","274","92","0","127","782","312","112","95","11","17","101","88","Census Tract 7036.01, Montgomery County, Maryland"
"1400000US24031703602","3007","218","2520","192","268","105","8","14","124","129","0","127","11","18","76","75","0","127","76","75","Census Tract 7036.02, Montgomery County, Maryland"
"1400000US24031703701","3570","555","1219","378","152","120","0","127","650","379","0","127","1533","485","16","24","0","127","16","24","Census Tract 7037.01, Montgomery County, Maryland"
"1400000US24031703702","3702","317","1593","320","469","127","20","24","637","139","0","127","958","309","25","27","0","127","25","27","Census Tract 7037.02, Montgomery County, Maryland"
"1400000US24031703800","3141","420","986","204","972","263","11","17","361","206","0","127","683","386","128","107","90","110","38","33","Census Tract 7038, Montgomery County, Maryland"
"1400000US24031703901","2908","224","1900","229","375","107","0","127","344","115","0","127","172","145","117","106","0","127","117","106","Census Tract 7039.01, Montgomery County, Maryland"
"1400000US24031703902","6853","584","2935","627","1467","326","0","127","455","221","0","127","1760","685","236","148","101","106","135","86","Census Tract 7039.02, Montgomery County, Maryland"
"1400000US24031704000","6107","659","2897","476","1445","320","38","31","717","264","0","127","734","611","276","140","35","42","241","137","Census Tract 7040, Montgomery County, Maryland"
"1400000US24031704100","4491","145","4121","181","169","143","13","20","119","88","0","127","0","127","69","67","0","127","69","67","Census Tract 7041, Montgomery County, Maryland"
"1400000US24031704200","1858","81","1604","93","122","69","16","17","59","28","0","127","11","8","46","24","6","7","40","23","Census Tract 7042, Montgomery County, Maryland"
"1400000US24031704300","3849","303","3169","330","245","208","0","127","170","90","0","127","0","127","265","153","60","65","205","137","Census Tract 7043, Montgomery County, Maryland"
"1400000US24031704401","3314","501","2570","310","368","285","15","22","144","115","0","127","2","3","215","164","95","138","120","109","Census Tract 7044.01, Montgomery County, Maryland"
"1400000US24031704403","1460","140","1306","148","58","62","0","127","92","81","0","127","0","127","4","14","0","127","4","14","Census Tract 7044.03, Montgomery County, Maryland"
"1400000US24031704404","5312","348","4168","388","237","187","0","127","657","184","0","127","134","111","116","95","0","127","116","95","Census Tract 7044.04, Montgomery County, Maryland"
"1400000US24031704501","3115","208","2380","278","115","102","0","127","545","208","0","127","15","22","60","55","0","127","60","55","Census Tract 7045.01, Montgomery County, Maryland"
"1400000US24031704502","2637","163","2279","192","6","9","0","127","156","101","0","127","120","106","76","51","38","33","38","38","Census Tract 7045.02, Montgomery County, Maryland"
"1400000US24031704503","3747","158","3348","178","8","12","0","127","248","118","0","127","50","56","93","66","14","23","79","65","Census Tract 7045.03, Montgomery County, Maryland"
"1400000US24031704600","5155","337","4278","299","233","186","0","127","462","163","41","69","14","24","127","105","0","127","127","105","Census Tract 7046, Montgomery County, Maryland"
"1400000US24031704700","3746","185","3409","219","52","60","0","127","174","111","0","127","17","25","94","88","0","127","94","88","Census Tract 7047, Montgomery County, Maryland"
"1400000US24031704803","3211","326","2348","326","242","191","0","127","426","197","0","127","14","21","181","127","54","71","127","98","Census Tract 7048.03, Montgomery County, Maryland"
"1400000US24031704804","1128","157","886","154","83","63","0","127","159","141","0","127","0","127","0","127","0","127","0","127","Census Tract 7048.04, Montgomery County, Maryland"
"1400000US24031704805","1329","227","891","180","240","197","0","127","181","107","0","127","0","127","17","26","0","127","17","26","Census Tract 7048.05, Montgomery County, Maryland"
"1400000US24031704806","2810","226","2191","211","62","63","0","127","444","186","0","127","30","37","83","62","0","127","83","62","Census Tract 7048.06, Montgomery County, Maryland"
"1400000US24031705000","4779","507","4239","407","183","147","28","38","262","133","0","127","16","14","51","49","0","127","51","49","Census Tract 7050, Montgomery County, Maryland"
"1400000US24031705100","5402","263","4692","268","216","108","23","33","294","122","0","127","18","15","159","59","50","41","109","56","Census Tract 7051, Montgomery County, Maryland"
"1400000US24031705200","3202","188","2945","198","142","90","0","127","54","36","0","127","23","24","38","30","11","16","27","25","Census Tract 7052, Montgomery County, Maryland"
