"B02001_001E","B02001_001M","B02001_002E","B02001_002M","B02001_003E","B02001_003M","B02001_004E","B02001_004M","B02001_005E","B02001_005M","B02001_006E","B02001_006M","B02001_007E","B02001_007M","B02001_008E","B02001_008M","B02001_009E","B02001_009M","B02001_010E","B02001_010M","GEO_ID","NAME"
"Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!White alone","Margin of Error!!Total!!White alone","Estimate!!Total!!Black or African American alone","Margin of Error!!Total!!Black or African American alone","Estimate!!Total!!American Indian and Alaska Native alone","Margin of Error!!Total!!American Indian and Alaska Native alone","Estimate!!Total!!Asian alone","Margin of Error!!Total!!Asian alone","Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Some other race alone","Margin of Error!!Total!!Some other race alone","Estimate!!Total!!Two or more races","Margin of Error!!Total!!Two or more races","Estimate!!Total!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Two or more races!!Two races including Some other race","Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","id","Geographic Area Name"
"5170","350","4665","431","53","60","0","17","296","176","0","17","53","60","103","101","0","17","103","101","1400000US11001000100","Census Tract 1, District of Columbia, District of Columbia"
"3682","568","2659","471","294","104","7","16","506","169","0","12","58","70","158","79","37","43","121","73","1400000US11001000201","Census Tract 2.01, District of Columbia, District of Columbia"
"4473","600","3680","465","327","299","0","12","226","100","0","12","93","128","147","123","8","20","139","123","1400000US11001000202","Census Tract 2.02, District of Columbia, District of Columbia"
"6374","569","5230","406","467","375","0","17","513","234","0","17","0","17","164","117","82","97","82","56","1400000US11001000300","Census Tract 3, District of Columbia, District of Columbia"
"1489","131","1202","115","62","28","0","12","146","84","0","12","23","31","56","39","0","12","56","39","1400000US11001000400","Census Tract 4, District of Columbia, District of Columbia"
"3632","314","3073","322","176","110","0","12","128","70","0","12","141","155","114","77","46","56","68","57","1400000US11001000501","Census Tract 5.01, District of Columbia, District of Columbia"
"3296","184","2855","226","120","61","20","32","128","62","18","29","60","43","95","45","0","12","95","45","1400000US11001000502","Census Tract 5.02, District of Columbia, District of Columbia"
"4998","365","4086","397","386","169","0","12","288","197","0","12","65","94","173","161","73","123","100","94","1400000US11001000600","Census Tract 6, District of Columbia, District of Columbia"
"5643","394","4388","515","474","249","52","73","380","257","0","17","152","169","197","152","16","25","181","150","1400000US11001000701","Census Tract 7.01, District of Columbia, District of Columbia"
"3318","267","2556","318","189","113","20","31","319","121","0","12","108","71","126","76","51","60","75","59","1400000US11001000702","Census Tract 7.02, District of Columbia, District of Columbia"
"6267","488","5056","449","335","178","27","41","348","130","0","17","173","115","328","177","15","20","313","174","1400000US11001000801","Census Tract 8.01, District of Columbia, District of Columbia"
"3476","308","2682","313","267","144","0","12","343","168","0","12","31","28","153","94","27","36","126","90","1400000US11001000802","Census Tract 8.02, District of Columbia, District of Columbia"
"7799","406","6236","449","569","264","7","17","514","155","0","17","195","152","278","109","26","30","252","104","1400000US11001000901","Census Tract 9.01, District of Columbia, District of Columbia"
"2584","196","2358","201","51","43","0","12","52","38","0","12","8","12","115","54","0","12","115","54","1400000US11001000902","Census Tract 9.02, District of Columbia, District of Columbia"
"7853","492","6508","505","316","198","0","17","492","152","0","17","71","89","466","207","0","17","466","207","1400000US11001001001","Census Tract 10.01, District of Columbia, District of Columbia"
"3512","464","2722","435","154","91","0","12","317","153","0","12","34","40","285","210","66","103","219","134","1400000US11001001002","Census Tract 10.02, District of Columbia, District of Columbia"
"4947","338","4111","347","391","209","39","74","217","81","0","12","40","72","149","114","14","25","135","111","1400000US11001001100","Census Tract 11, District of Columbia, District of Columbia"
"5031","429","4108","403","290","177","0","17","373","277","0","17","34","41","226","140","0","17","226","140","1400000US11001001200","Census Tract 12, District of Columbia, District of Columbia"
"4151","395","3299","331","457","201","0","12","366","302","0","12","0","12","29","35","0","12","29","35","1400000US11001001301","Census Tract 13.01, District of Columbia, District of Columbia"
"7563","740","5341","705","787","474","0","17","639","285","0","17","432","291","364","250","96","145","268","216","1400000US11001001302","Census Tract 13.02, District of Columbia, District of Columbia"
"3334","193","2605","213","300","121","19","15","268","135","0","12","42","50","100","73","0","12","100","73","1400000US11001001401","Census Tract 14.01, District of Columbia, District of Columbia"
"3375","213","2584","207","332","99","0","12","181","93","0","12","117","88","161","96","0","12","161","96","1400000US11001001402","Census Tract 14.02, District of Columbia, District of Columbia"
"6077","323","5339","333","454","135","0","17","88","60","0","17","21","35","175","159","0","17","175","159","1400000US11001001500","Census Tract 15, District of Columbia, District of Columbia"
"4699","345","1389","175","3071","410","0","12","62","52","0","12","43","41","134","76","27","36","107","59","1400000US11001001600","Census Tract 16, District of Columbia, District of Columbia"
"3217","320","1415","132","1445","200","0","12","41","56","12","19","198","240","106","56","17","23","89","55","1400000US11001001702","Census Tract 17.02, District of Columbia, District of Columbia"
"4176","400","447","163","2650","327","23","33","17","22","0","12","951","329","88","65","11","17","77","62","1400000US11001001803","Census Tract 18.03, District of Columbia, District of Columbia"
"5668","639","559","273","3834","407","0","17","125","128","0","17","1136","595","14","24","0","17","14","24","1400000US11001001804","Census Tract 18.04, District of Columbia, District of Columbia"
