GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - White alone,Margin of Error; Total: - White alone,Estimate; Total: - Black or African American alone,Margin of Error; Total: - Black or African American alone,Estimate; Total: - American Indian and Alaska Native alone,Margin of Error; Total: - American Indian and Alaska Native alone,Estimate; Total: - Asian alone,Margin of Error; Total: - Asian alone,Estimate; Total: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Total: - Native Hawaiian and Other Pacific Islander alone,Estimate; Total: - Some other race alone,Margin of Error; Total: - Some other race alone,Estimate; Total: - Two or more races:,Margin of Error; Total: - Two or more races:,Estimate; Total: - Two or more races: - Two races including Some other race,Margin of Error; Total: - Two or more races: - Two races including Some other race,"Estimate; Total: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Total: - Two or more races: - Two races excluding Some other race, and three or more races"
0500000US42001,42001,"Adams County, Pennsylvania",101589,*****,93849,495,1469,165,52,30,727,96,0,24,3223,523,2269,352,631,270,1638,220
0500000US42003,42003,"Allegheny County, Pennsylvania",1229605,*****,987932,845,158779,1477,1417,274,43520,672,335,127,4949,604,32673,1452,1748,363,30925,1450
0500000US42005,42005,"Armstrong County, Pennsylvania",66737,*****,65307,39,637,83,8,7,160,37,0,24,51,29,574,101,22,23,552,94
0500000US42007,42007,"Beaver County, Pennsylvania",168161,*****,152373,253,10016,407,120,67,793,163,71,57,638,191,4150,494,127,106,4023,499
0500000US42009,42009,"Bedford County, Pennsylvania",48891,*****,47728,78,217,55,61,34,118,43,0,22,137,71,630,80,78,47,552,73
0500000US42011,42011,"Berks County, Pennsylvania",415500,*****,344016,1993,21089,1001,3676,851,5848,305,118,147,16967,1591,23786,2049,3055,659,20731,1933
0500000US42013,42013,"Blair County, Pennsylvania",124736,*****,119348,239,1862,205,26,34,872,137,45,63,429,223,2154,256,100,75,2054,243
0500000US42015,42015,"Bradford County, Pennsylvania",61546,*****,59678,101,362,82,39,22,365,58,14,19,260,86,828,114,87,67,741,98
0500000US42017,42017,"Bucks County, Pennsylvania",626486,*****,554141,1143,24757,641,1081,281,28758,918,22,25,6496,978,11231,1248,1725,534,9506,1163
0500000US42019,42019,"Butler County, Pennsylvania",185984,*****,178768,223,1739,201,116,47,2142,144,66,33,358,178,2795,267,171,83,2624,252
0500000US42021,42021,"Cambria County, Pennsylvania",135871,*****,127405,153,4521,306,61,36,675,96,22,19,390,130,2797,348,384,144,2413,337
0500000US42023,42023,"Cameron County, Pennsylvania",4754,*****,4625,32,55,51,10,13,21,17,0,10,7,9,36,29,0,10,36,29
0500000US42025,42025,"Carbon County, Pennsylvania",63987,*****,61552,180,1165,123,20,23,288,85,7,11,229,154,726,152,15,17,711,152
0500000US42027,42027,"Centre County, Pennsylvania",160646,*****,140986,385,6397,339,206,113,9661,388,70,66,799,302,2527,493,403,213,2124,450
0500000US42029,42029,"Chester County, Pennsylvania",514652,*****,441502,1118,30201,802,638,255,25105,439,116,61,6154,1114,10936,952,1507,340,9429,888
0500000US42031,42031,"Clarion County, Pennsylvania",38747,*****,37509,37,446,62,72,20,211,44,16,19,51,31,442,88,19,21,423,87
0500000US42033,42033,"Clearfield County, Pennsylvania",80539,*****,76678,146,2211,120,157,46,464,72,0,24,216,85,813,140,231,71,582,130
0500000US42035,42035,"Clinton County, Pennsylvania",39321,*****,37849,54,594,132,55,37,277,38,4,6,95,47,447,130,30,36,417,125
0500000US42037,42037,"Columbia County, Pennsylvania",66615,*****,63341,243,1220,117,84,49,777,44,20,16,497,255,676,158,109,76,567,128
0500000US42039,42039,"Crawford County, Pennsylvania",86847,*****,83110,94,1682,151,44,21,360,101,26,28,261,72,1364,197,180,104,1184,167
0500000US42041,42041,"Cumberland County, Pennsylvania",245801,*****,218227,462,9105,479,239,86,9723,353,11,14,2826,436,5670,637,734,317,4936,565
0500000US42043,42043,"Dauphin County, Pennsylvania",273329,*****,195064,1167,51184,881,540,163,10697,547,67,43,7012,1105,8765,807,888,381,7877,720
0500000US42045,42045,"Delaware County, Pennsylvania",563384,*****,392912,1022,119269,1116,749,230,30739,465,159,140,6445,941,13111,942,1317,345,11794,957
0500000US42047,42047,"Elk County, Pennsylvania",30781,*****,30230,32,157,56,72,32,137,29,0,22,11,15,174,73,0,22,174,73
0500000US42049,42049,"Erie County, Pennsylvania",277794,*****,242063,629,19850,758,734,133,4487,244,59,48,2601,565,8000,758,922,227,7078,731
0500000US42051,42051,"Fayette County, Pennsylvania",133160,*****,123482,157,5299,334,66,55,270,104,292,24,359,109,3392,356,108,54,3284,358
0500000US42053,42053,"Forest County, Pennsylvania",7388,*****,4617,316,2362,297,23,22,53,34,0,15,202,67,131,52,24,19,107,49
0500000US42055,42055,"Franklin County, Pennsylvania",153003,*****,142343,383,6033,287,300,116,1526,230,60,58,827,330,1914,452,299,222,1615,378
0500000US42057,42057,"Fulton County, Pennsylvania",14631,*****,14191,34,234,41,37,14,34,30,16,18,11,13,108,38,17,21,91,36
0500000US42059,42059,"Greene County, Pennsylvania",37338,*****,35186,77,1270,102,36,25,131,28,0,22,93,71,622,109,123,50,499,103
0500000US42061,42061,"Huntingdon County, Pennsylvania",45686,*****,41966,106,2446,145,30,16,235,46,9,12,171,63,829,141,136,62,693,131
0500000US42063,42063,"Indiana County, Pennsylvania",86551,*****,81886,123,2001,156,181,65,941,126,11,19,170,84,1361,242,68,36,1293,243
0500000US42065,42065,"Jefferson County, Pennsylvania",44258,*****,43390,43,265,60,109,41,114,21,14,21,9,11,357,79,21,20,336,77
0500000US42067,42067,"Juniata County, Pennsylvania",24448,*****,23656,89,266,82,4,6,82,70,0,19,268,97,172,66,13,13,159,65
