geoid,2020 median income,2020 median income margin of error,2020 race: total households,2020 race: total households margin of error,2020 race: White,2020 race: Black,2020 race: Asian,2020 race: Other,2020 race: 2 or more races
48029181731,83563,15899,7513,1128,5847,240,30,158,1125
48029181732,54617,5862,7533,2034,4940,303,520,477,1293
48029181733,92863,22665,4620,743,3343,296,31,241,700
48029181808,82429,13664,1990,270,1287,16,393,167,127
48029181809,53552,11429,5890,735,4443,414,142,334,501
48029181811,75424,9844,4379,496,3585,372,63,134,120
48029181813,46295,6453,8770,960,5520,1328,437,142,1326
48029181814,59368,6003,7180,845,5030,616,517,341,600
48029181815,87700,8693,3259,369,2390,243,136,208,282
48029181816,104293,11286,4491,571,3650,25,209,224,289
48029181817,62727,19247,3649,512,2438,279,293,178,454
48029181818,61406,17164,5980,1190,4178,902,507,73,320
48029181819,62560,16151,7680,1209,4506,498,1243,219,1145
48029181820,40000,19868,8761,788,4925,1447,1083,472,731
48029181821,75000,15746,3914,1056,2515,217,37,294,843
48029181822,55050,8795,4944,696,3810,189,226,318,336
48029181823,64324,16800,3577,523,2730,122,409,46,260
48029181824,82292,27217,3191,607,2266,211,381,100,223
48029181825,72763,12491,5985,1122,4098,197,362,314,1009
48029181826,92481,6168,7519,936,5759,484,370,127,757
48029181901,70257,22179,5461,821,3596,411,779,467,208
48029181902,119006,21064,8551,1612,6199,174,556,222,1338
48029182001,105404,21728,5600,712,4600,181,218,190,359
48029182002,133889,17979,10105,1025,7805,230,811,277,926
48029182003,127707,15221,5402,633,3230,139,805,831,334
48029182101,119904,11785,13155,1559,11492,434,167,336,657
48029182102,109051,33400,8541,893,7438,155,351,143,426
48029182103,136471,20918,3846,653,3373,38,22,67,280
48029182105,108083,9939,6296,734,4540,664,330,202,560
48029182106,111694,13343,8463,858,6975,75,294,500,619
48029190100,40841,4519,3279,626,2477,53,5,263,476
48029190200,52375,9424,4418,678,3192,232,0,199,756
48029190400,84821,25535,4270,468,3302,203,167,169,418
48029190501,44363,10721,3365,642,2602,24,0,136,460
48029190503,49205,7620,3226,367,2648,34,10,247,246
48029190504,48686,8236,3284,1204,2281,56,16,134,758
48029190601,41818,13719,4986,1155,3271,28,38,305,1344
48029190603,46607,10327,2803,461,1993,39,40,181,505
48029190604,39213,8120,4882,827,3556,33,17,240,1028
48029190700,53106,21014,3301,595,2501,48,41,347,323
48029190800,141750,50738,1856,336,1746,39,4,2,65
48029190901,33763,14734,6814,1402,4906,101,231,303,1044
48029190902,81923,15188,4671,910,3579,193,17,290,468
48029191003,37002,7522,9124,1028,6887,484,0,634,1089
48029191004,33148,6753,4641,570,3741,173,70,85,551
48029191005,45300,8016,2508,554,1889,48,0,102,439
48029191006,34458,13538,6791,1148,5474,243,0,353,715
48029191101,120833,21219,2011,334,1858,8,117,5,23
48029191102,77321,22349,2448,334,1665,32,31,83,637
48029191201,76983,12924,3456,543,2897,167,2,89,294
48029191202,54485,12525,5386,827,4086,388,14,503,382
48029191303,64722,13886,1787,215,1442,27,25,130,137
48029191304,28869,1763,2772,630,1593,259,27,471,386
48029191405,82976,15757,8900,1240,7111,168,414,431,776
48029191406,123111,20636,6679,1138,5933,81,93,57,515
48029191408,43167,12224,2593,454,1621,267,199,259,247
48029191409,46510,8031,7422,1097,4251,635,698,491,1277
48029191410,41706,4892,5991,1091,3628,750,90,405,1118
48029191411,69138,21759,4962,981,3223,455,241,138,905
48029191412,190991,16945,2392,265,2014,0,98,15,227
48029191413,73214,21742,6446,902,5646,204,110,96,346
48029191503,93648,13639,5297,668,4501,0,101,228,464
48029191504,217534,28087,3037,264,2476,34,100,0,425
48029191505,143009,39828,2228,216,1965,35,29,108,91
48029191506,79211,17954,6572,644,4469,323,335,682,728
48029191701,119306,30702,1340,207,1116,123,9,11,77
48029191702,94862,8517,7974,1000,6917,662,95,77,150
48029191804,136544,22126,7838,1059,6891,517,121,17,281
48029191806,145000,22830,7756,575,6163,147,709,201,492
48029191807,76327,20601,8137,1277,6286,564,380,106,777
48029191808,98472,22334,4463,604,3124,382,351,388,218
48029191809,120750,19169,6693,720,5067,297,463,136,721
48029191810,90603,18561,4613,907,3091,61,926,378,157
48029191811,112308,23808,3775,376,3023,118,471,36,119
48029191812,126250,31789,4095,634,2690,315,409,75,606
48029191813,95445,21455,7058,655,5463,240,464,206,663
48029191814,104792,19007,4671,1035,3280,100,69,637,532
48029191815,77202,20507,4227,553,3298,201,380,100,248
48029191816,82553,18904,3109,751,2132,51,668,67,191
48029191818,80024,42587,4955,1519,3237,169,378,39,1126
48029191819,117037,25845,11035,3000,8895,515,464,324,837
48029191900,48972,23876,4925,798,2616,726,45,1246,254
48029192000,31825,10970,5930,923,4740,362,79,257,476
48029192100,75843,20552,1948,214,1662,20,54,162,50
48029192200,45691,6236,2922,343,2008,237,114,323,231
48029192300,83750,10873,5500,834,4443,172,115,247,521
48029980001,-,**,0,14,0,0,0,0,0
48029980002,-,**,0,14,0,0,0,0,0
48029980003,60781,15573,1059,286,671,199,43,38,102
48029980004,-,**,0,14,0,0,0,0,0
48029980005,-,**,0,14,0,0,0,0,0
48029980100,36667,21978,943,250,689,122,44,13,25
48031950101,62527,22807,3068,417,2639,2,9,81,273
48031950102,91522,11200,2081,356,1956,0,75,3,0
48031950201,58980,19914,3220,537,2709,0,7,313,142
48031950202,79205,25560,3364,436,2697,1,7,124,481
48033950100,83281,34136,653,110,620,0,0,0,33
48035950100,51774,9581,4009,416,3632,17,0,80,248
48035950200,51141,13313,1800,336,1627,77,31,24,15
48035950300,56172,7801,1486,245,1428,10,3,0,42
48035950400,67100,14458,3824,423,3492,55,36,2,239
48035950500,57882,6727,3011,131,2635,111,42,190,33
48035950600,62875,13980,1934,359,1932,0,0,0,0
48035950700,51875,7535,2364,292,1957,47,0,71,289
48037010100,46838,14593,5735,692,2576,2431,0,510,218
48037010400,24545,9766,3745,629,1506,1975,27,100,129
48037010500,17750,2663,2410,480,645,1513,31,107,113
48037010600,26923,11676,1779,423,540,1183,0,0,56
48037010700,44888,9015,4893,775,2584,1940,0,96,273
48037010800,30199,6889,4582,601,1553,2736,0,0,239
48037010903,88608,25861,4413,831,2648,1373,256,0,76
48037010904,78636,13176,3850,598,2976,490,325,0,59
48037010905,45465,14458,2663,367,1419,1206,0,0,38
48037010906,77552,29213,5043,704,4263,548,120,0,101
48037011001,48125,26541,3168,647,2541,484,17,0,0
48037011002,51418,27561,4619,523,3110,1264,55,33,102
48037011101,50860,14620,4223,733,2882,1136,0,137,68
48037011102,63125,5878,2911,440,1883,902,0,45,56
48037011201,146313,22653,4125,510,3634,111,187,0,193
48037011202,80417,19926,2571,462,2432,33,0,7,99
48037011301,49336,3731,3439,314,3024,279,5,11,100
48037011302,43004,10246,1988,322,1905,63,0,0,16
48037011402,48516,5891,2262,346,2076,87,15,0,79
48037011403,55792,6853,3349,843,2355,642,0,0,254
48037011404,55731,8864,4205,663,3748,343,4,52,58
48037011501,71505,4871,7931,678,5631,1242,44,648,317
48037011502,40959,14837,2383,407,1722,579,1,0,36
48037011601,46131,8444,2683,313,2112,312,17,11,188
48037011602,55273,19773,2748,520,2197,406,26,3,7
48037011700,49444,11608,1904,243,1816,0,0,0,9
48039660100,97639,16187,4938,663,3447,403,430,236,404
48039660200,92377,12941,6806,1037,5297,1058,366,0,85
48039660301,75927,15567,3365,575,2530,606,104,22,103
48039660302,110769,35937,3643,972,2811,109,194,0,506
48039660303,131295,10099,4022,491,3426,47,295,0,212
48039660401,72216,19124,2415,543,1944,174,152,103,15
48039660402,131740,20369,5114,820,3344,817,426,155,372
48039660403,81736,48394,4960,882,2648,1183,669,147,313
48039660501,99656,21530,1949,366,682,461,639,69,47
48039660502,92200,32891,4459,1717,2394,486,205,14,1360
48039660503,60625,19995,2889,486,2571,31,0,177,22
48039660504,73839,15989,1429,295,1165,89,7,40,125
48039660603,62218,17023,2322,846,1688,218,323,93,0
48039660604,119599,40683,3888,800,215,2215,1279,0,179
48039660605,122625,50295,6523,1789,1578,1018,2779,258,890
48039660606,152734,120559,3482,938,420,1163,1095,0,804
48039660607,74278,13920,4817,800,1323,2430,821,0,170
48039660608,71136,23504,2526,357,1976,123,0,0,0
48039660609,108448,32978,5067,903,2444,1494,658,0,471
48039660610,91705,30759,4739,607,1788,1229,1300,361,61
48039660611,155577,35524,5251,1144,2523,670,2032,0,26
48039660612,140395,104640,3753,1088,1520,583,1633,17,0
48039660613,126186,67117,4343,1920,860,2755,28,602,98
48039660614,119052,25789,6821,1565,3491,2880,417,0,33
48039660615,72431,28684,4791,982,2206,1162,24,1168,54
48039660616,94048,45108,4431,1132,1009,2737,636,0,49
48039660703,141422,62930,4539,710,2677,458,759,0,645
48039660704,168065,79449,5627,1085,3454,956,513,91,521
48039660705,88750,49414,5871,1305,2659,2326,462,198,226
48039660706,125356,42361,4199,959,2248,1187,764,0,0
48039660707,105082,10098,4965,1504,3026,192,492,247,1008
48039660708,95172,31726,7694,1070,5458,1003,270,0,887
48039660803,118187,27507,3429,434,2357,758,56,199,59
48039660804,97796,14113,4471,722,3819,141,5,23,483
48039660805,126750,27498,5007,635,3567,861,116,83,380
48039660806,117543,15184,3155,418,2115,538,46,314,0
48039660901,63906,24476,2054,531,1735,2,0,317,0
48039660902,90439,18249,6565,1236,4592,595,790,474,114
48039661000,104119,13657,8660,1183,6062,631,694,566,695
48039661100,61375,9670,3761,773,2892,299,20,13,537
48039661200,37432,9250,4520,620,3813,124,64,20,472
48039661300,45577,7680,2410,375,2004,87,0,263,56
48039661400,57408,11784,6132,686,5391,78,106,313,244
48039661501,63508,23308,4508,681,4091,10,0,219,178
48039661502,67692,19879,5345,1086,4394,132,14,62,721
48039661601,64524,14657,6446,905,6059,129,57,108,85
48039661602,71250,14059,2894,485,2320,40,47,314,153
48039661700,89560,5640,3106,532,2860,126,10,39,71
48039661800,90026,15050,7901,1244,5175,1011,664,436,594
48039661901,82517,8961,8144,1099,4746,1679,31,815,864
48039661902,86623,15556,7401,1064,5176,1466,212,180,339
48039662000,78761,7298,5951,860,4551,240,13,691,434
48039662100,81267,6299,5551,934,4446,581,28,179,202
48039662200,69962,45466,8174,929,6708,637,403,116,282
48039662300,68920,14107,5341,691,4139,725,84,302,91
48039662400,68811,7543,5343,626,4315,365,25,232,406
48039662500,99813,5166,3264,415,3046,148,0,55,15
48039662600,54833,18569,3100,458,2416,409,0,0,72
48039662700,52330,35976,2552,385,2070,378,0,63,41
48039662800,66909,8098,6278,742,5164,764,0,313,37
48039662900,62836,19755,4964,546,4084,496,33,307,7
48039663000,68189,16243,4387,516,3330,809,31,101,107
48039663100,125174,36216,7447,937,5156,1097,121,538,419
48039663200,67273,16782,4883,600,4434,168,56,42,155
48039663300,60588,11336,2326,321,1767,209,132,113,105
48039663400,70634,7774,7927,905,6125,666,415,639,82
48039663500,71500,4163,5525,1043,4672,84,38,288,443
48039663600,122962,15915,5439,657,4922,62,183,77,195
48039663700,92700,20792,3632,250,3058,81,17,174,290
48039663800,64931,18530,6388,699,4440,423,0,604,909
48039663900,47692,12614,2628,438,1980,192,0,164,274
48039664000,45850,18298,3626,749,2313,710,0,312,291
48039664100,71655,11004,5888,1261,5097,54,112,491,134
48039664200,44479,16200,2218,344,1883,111,11,133,80
48039664300,45634,18141,6037,608,2966,1460,7,755,608
48039664400,43534,13111,5899,603,3492,681,54,745,727
48039664501,62869,16963,5747,683,4678,373,0,251,441
48039990000,-,**,0,14,0,0,0,0,0
48041000103,60583,13400,1814,311,1549,85,0,148,32
48041000104,50039,13001,3946,511,3334,329,0,100,183
48041000105,93760,5719,2936,320,2768,0,0,0,168
48041000106,82321,25204,2665,303,2445,17,171,24,8
48041000107,100804,35025,4023,890,3578,261,34,0,150
48041000108,94097,28547,839,97,820,0,0,0,19
48041000203,76175,26021,2463,343,1827,271,58,0,307
48041000204,35029,18441,4334,867,2553,1271,7,182,203
48041000205,69844,20816,3895,573,2698,639,44,149,324
48041000206,81983,15702,1908,488,1296,343,0,193,74
48041000207,59107,54413,2210,456,1833,247,49,0,81
48041000301,46951,3227,3138,611,2216,891,0,28,3
48041000302,48906,18407,3711,571,2797,298,0,390,222
48041000401,31927,9092,3831,654,1989,1568,13,153,97
48041000402,38492,10751,1245,182,819,292,25,96,13
48041000501,29647,6850,5566,805,2514,2442,188,276,135
48041000502,33071,6708,1897,561,1104,306,0,158,328
48041000603,41870,5314,6244,736,4078,1256,14,602,294
48041000605,41116,8365,5178,846,3106,861,0,384,816
48041000606,50714,12613,1778,316,1133,223,0,205,84
48041000700,47250,22481,3378,612,2727,492,0,23,130
48041000800,60601,11786,5541,730,4540,631,0,174,196
48041000900,35125,11238,2469,321,1453,546,42,180,241
48041001001,21744,7946,3369,559,2590,446,217,38,78
48041001002,34305,3488,3873,710,3215,168,265,28,197
48041001101,52648,12506,2932,436,2338,406,67,17,82
48041001102,32887,7753,1465,337,1030,89,26,141,179
48041001301,26325,10672,2671,493,1806,505,146,54,160
48041001302,49514,10662,5143,674,3824,432,340,418,117
48041001303,25120,7429,5104,860,3583,814,368,66,273
48041001401,-,**,1188,633,772,8,284,12,112
48041001604,29167,8121,5574,804,3827,438,724,99,486
48041001605,41161,8421,4500,619,2741,1052,406,60,231
48041001606,28448,4869,3140,467,1868,350,411,39,472
48041001607,34853,8427,1813,646,1137,94,493,18,60
48041001608,-,**,2289,503,2008,168,31,44,33
48041001702,28582,6669,2911,506,2122,367,104,127,191
48041001703,26556,6468,3948,670,2432,337,746,91,342
48041001704,32824,22027,2116,476,1379,377,170,42,141
48041001801,52702,15815,6206,892,5032,795,10,15,201
48041001803,56622,13515,6941,734,5184,480,984,126,167
48041001804,56563,28814,1717,442,1377,16,200,55,69
48041001901,49911,15339,2982,503,2601,51,154,24,152
48041001902,55676,19228,3104,485,2566,472,14,16,36
48041002001,112426,17243,5320,441,4738,33,373,25,151
48041002006,83125,23427,1512,217,1131,49,308,0,0
48041002009,142303,14275,5050,367,4063,105,754,19,109
48041002010,99750,39728,3540,620,3022,133,41,116,228
48041002011,101836,10368,6269,885,5399,384,160,116,200
48041002014,31958,29639,2680,500,2340,20,112,22,172
48041002016,63466,13535,3512,570,2787,236,159,19,311
48041002017,3901,3235,1521,516,1243,91,19,0,168
48041002018,70063,37194,3788,904,3395,50,214,0,129
48041002019,76136,27640,4588,1048,2732,328,485,205,782
48041002020,72587,19193,2315,412,2170,112,0,33,0
48041002021,36997,13117,5164,963,4819,59,217,6,63
48041002022,71609,5136,5548,711,4582,294,257,129,286
48041002023,15339,9259,2755,578,2417,68,101,127,42
48041002024,21250,3759,2465,647,1932,253,222,49,9
48041002025,101793,21108,5312,648,4633,10,587,12,70
48041002026,124051,24162,5883,940,3928,659,1169,0,115
48041002100,20863,3134,11153,751,8217,372,1707,57,775
48041980000,-,**,0,14,0,0,0,0,0
48043950300,41702,9856,4688,451,4157,11,184,193,114
48043950400,52083,24621,1841,379,1630,0,96,5,90
48043950500,46325,5749,2702,380,2420,8,112,110,7
48045950200,37875,6136,1348,127,1210,16,0,17,99
48047950100,16444,9730,2537,416,1934,8,0,120,377
48047950200,27988,4179,4563,416,3786,79,0,536,156
48049950100,42835,5671,2011,411,1990,0,0,17,4
48049950201,59205,6663,1678,284,1521,0,0,0,103
48049950202,53818,16334,2425,333,2285,0,0,0,140
48049950300,57656,13959,2997,393,2952,4,0,19,20
48049950500,51538,4222,2805,363,2544,135,10,22,88
48049950600,24032,2583,2442,426,1882,232,0,125,203
48049950700,23611,5592,1187,290,915,215,19,9,29
48049950800,37725,11251,2379,383,2000,65,0,124,190
48049950900,50500,20537,4410,583,4051,126,115,45,73
48049951000,42454,12971,2839,342,2451,221,0,20,128
48049951100,61023,7380,4353,510,3512,88,30,97,619
48049951200,63047,16785,4688,350,4153,116,60,12,347
48049951300,53750,16987,3591,436,2996,159,8,180,201
48051970100,56239,3487,1412,271,1091,255,0,42,24
48051970201,68287,8434,1726,341,1488,141,0,17,80
48051970202,84808,25123,2412,457,2217,154,8,0,33
48051970300,48711,4352,4655,187,3381,708,0,193,324
48051970400,74178,5921,3864,542,3065,364,0,196,239
48051970501,54946,17553,1623,309,1505,59,0,0,59
48051970502,56510,14282,2545,442,1636,779,0,87,43
48053960101,47447,18689,4903,934,4054,0,22,19,808
48053960102,81071,10626,2963,446,2734,29,0,7,161
48053960200,68582,6148,3236,614,3190,0,0,6,40
48053960301,58795,23511,2242,544,1958,110,10,35,119
48053960302,59375,11816,4552,679,4050,72,0,162,230
48053960401,64554,17573,2818,624,2455,167,85,95,16
48053960402,62055,37781,2204,467,2203,1,0,0,0
48053960501,55566,7866,3984,383,3079,0,0,530,359
48053960502,57961,12716,2170,385,2009,0,0,0,79
48053960600,77586,18693,4109,584,3802,0,0,297,0
48053960701,50634,9948,3396,639,2567,263,14,441,111
48053960702,49722,17303,4050,550,3935,4,85,26,0
48053960801,56949,3775,2773,761,2162,13,20,485,93
48053960802,79625,24377,2452,531,2406,18,28,0,0
48053960803,79917,40915,1696,447,1565,0,27,40,64
48055960102,60304,16995,4684,717,3899,198,0,305,282
48055960103,65208,17015,5261,927,3972,17,0,746,446
48055960104,72500,17547,2300,461,1745,29,2,60,399
48055960200,56464,13170,5590,591,4509,430,28,300,294
48055960300,60000,9106,4519,623,3677,104,359,250,87
48055960400,59716,17503,3712,610,3037,201,19,223,232
48055960501,55433,12835,5347,714,4106,611,7,88,529
48055960502,61899,15516,2799,475,2352,58,0,219,170
48055960600,95104,30041,2646,447,2445,62,0,71,68
48055960701,61205,10069,3179,382,2007,434,0,336,402
48055960702,50363,10929,2780,410,1806,143,29,569,209
48057000100,67182,10903,5663,492,4238,83,877,189,270
48057000200,49271,8023,4605,497,3559,209,0,491,346
48057000300,56146,15783,1338,281,1205,57,9,0,67
48057000401,54307,7550,2846,639,2121,104,93,0,494
48057000402,70856,2382,3178,439,2439,0,109,118,504
48057000501,54926,17963,2044,449,1806,1,0,1,236
48057000502,39039,14085,1796,453,1432,0,130,0,234
48057990000,-,**,0,14,0,0,0,0,0
48059030101,49496,8785,5013,212,4536,92,59,56,262
48059030102,57224,4651,4184,351,3989,20,0,20,155
48059030200,46750,8073,4762,370,4490,2,0,111,157
48061010101,49871,16656,4148,612,3410,0,10,127,574
48061010102,35192,18858,1993,358,1069,0,20,776,128
48061010103,45023,28593,3178,845,2959,0,0,169,50
48061010201,38525,8630,1976,330,1763,6,0,94,113
48061010204,63661,24107,3946,574,3627,83,2,189,45
48061010205,53542,12794,4091,1220,3663,55,25,107,241
48061010301,36391,6077,5342,734,4266,0,0,344,694
48061010303,57523,7268,4903,1088,4202,0,0,117,584
48061010304,42946,16009,5039,991,4378,0,250,44,342
48061010403,50231,20314,3405,512,2781,0,49,291,284
48061010404,63971,16521,3011,810,2591,172,0,150,62
48061010405,61163,7584,5954,744,5315,51,38,183,332
48061010406,55000,30439,2896,939,2224,0,0,244,428
48061010500,47500,24694,2769,686,2477,0,2,84,206
48061010602,79737,23576,1607,277,1308,23,29,39,208
48061010603,25817,7262,4416,829,3809,17,0,526,64
48061010604,33417,13716,4131,639,3211,0,206,420,209
48061010700,39918,7090,2948,698,2662,3,0,56,141
48061010801,33731,12827,4355,795,4021,7,0,87,191
48061010802,30729,13989,3849,951,3000,0,0,609,211
48061010900,23423,3601,1325,283,1026,15,4,73,207
48061011000,16962,8747,2602,656,2415,0,0,120,67
48061011100,26518,13630,2421,551,2019,8,0,43,351
48061011200,27022,4761,1618,385,1405,0,0,161,52
48061011301,46250,11010,1366,338,1264,10,0,13,79
48061011302,84280,19321,4480,648,3216,350,165,439,279
48061011401,47612,17378,4829,1334,3940,50,0,202,637
48061011402,54193,24888,2976,477,2475,0,0,321,180
48061011500,31190,3310,6166,973,4968,8,0,161,1029
48061011601,19589,3369,2331,485,1864,12,0,237,218
48061011602,36745,6930,3278,543,2929,0,0,98,238
48061011701,32326,7886,4128,1010,3080,11,0,138,899
48061011702,24063,7695,3595,1138,2510,0,0,178,907
48061011801,47422,22238,5221,846,4661,74,64,159,263
48061011802,37176,11443,3763,829,3280,122,42,94,225
48061011903,37991,9222,2444,389,2071,0,0,275,98
48061011904,28043,12175,2063,627,1860,8,0,195,0
48061011905,37009,13116,1717,502,1657,0,0,0,60
48061011906,34453,6624,2197,567,1855,0,69,131,142
48061011907,29322,5299,2398,913,1618,0,0,255,525
48061011908,51571,19862,2605,484,2090,0,0,243,272
48061012002,59831,6391,5404,1507,4709,26,130,164,375
48061012003,47285,5100,3450,779,2770,125,67,15,473
48061012004,48262,6082,2124,502,1939,0,71,62,52
48061012103,22500,19694,392,166,392,0,0,0,0
48061012104,60087,14542,4452,824,4144,0,71,31,187
48061012105,28938,8494,2690,547,2361,0,0,70,259
48061012106,35469,26537,1605,601,1222,0,0,183,200
48061012201,27128,8358,3335,1298,2339,194,0,18,778
48061012202,57148,9317,3490,836,2973,2,0,62,319
