"B02001_001E","B02001_001M","B02001_002E","B02001_002M","B02001_003E","B02001_003M","B02001_004E","B02001_004M","B02001_005E","B02001_005M","B02001_006E","B02001_006M","B02001_007E","B02001_007M","B02001_008E","B02001_008M","B02001_009E","B02001_009M","B02001_010E","B02001_010M","GEO_ID","NAME"
"Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!White alone","Margin of Error!!Total:!!White alone","Estimate!!Total:!!Black or African American alone","Margin of Error!!Total:!!Black or African American alone","Estimate!!Total:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!American Indian and Alaska Native alone","Estimate!!Total:!!Asian alone","Margin of Error!!Total:!!Asian alone","Estimate!!Total:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Some other race alone","Margin of Error!!Total:!!Some other race alone","Estimate!!Total:!!Two or more races:","Margin of Error!!Total:!!Two or more races:","Estimate!!Total:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races","id","Geographic Area Name"
"4599","511","2148","398","2078","454","0","11","46","43","0","11","172","135","155","116","52","88","103","72","1400000US17031010100","Census Tract 101, Cook County, Illinois"
"7455","812","3459","852","2520","886","15","26","301","173","0","16","561","324","599","435","58","96","541","424","1400000US17031010201","Census Tract 102.01, Cook County, Illinois"
"2896","307","1351","279","982","241","35","55","155","142","0","11","333","212","40","39","8","12","32","37","1400000US17031010202","Census Tract 102.02, Cook County, Illinois"
"6485","500","3866","501","2007","659","6","14","66","71","7","15","258","187","275","172","29","41","246","168","1400000US17031010300","Census Tract 103, Cook County, Illinois"
"5213","497","3691","451","1111","397","0","16","241","142","0","16","75","69","95","61","7","14","88","60","1400000US17031010400","Census Tract 104, Cook County, Illinois"
"4102","390","2037","326","1388","263","0","11","256","163","0","11","280","253","141","88","0","11","141","88","1400000US17031010501","Census Tract 105.01, Cook County, Illinois"
"3089","322","1728","245","876","309","10","15","262","109","0","11","120","97","93","56","10","16","83","54","1400000US17031010502","Census Tract 105.02, Cook County, Illinois"
"1806","324","1250","295","255","128","0","11","225","101","0","11","8","13","68","50","9","13","59","48","1400000US17031010503","Census Tract 105.03, Cook County, Illinois"
"6395","708","3909","571","1139","417","0","16","204","122","0","16","940","598","203","122","22","45","181","121","1400000US17031010600","Census Tract 106, Cook County, Illinois"
"3620","379","2065","329","849","196","0","11","310","178","0","11","236","135","160","131","35","33","125","136","1400000US17031010701","Census Tract 107.01, Cook County, Illinois"
"5082","585","2749","513","1599","513","0","16","361","265","0","16","264","200","109","81","0","16","109","81","1400000US17031010702","Census Tract 107.02, Cook County, Illinois"
"3618","490","1511","327","1242","426","0","11","181","113","0","11","512","360","172","83","26","41","146","73","1400000US17031020100","Census Tract 201, Cook County, Illinois"
"6840","593","3868","542","711","267","0","16","1280","465","0","16","672","491","309","216","212","198","97","95","1400000US17031020200","Census Tract 202, Cook County, Illinois"
"5384","503","4337","467","196","151","11","18","596","206","0","16","97","77","147","121","16","24","131","119","1400000US17031020301","Census Tract 203.01, Cook County, Illinois"
"5137","598","3419","594","523","302","75","131","677","255","0","16","191","286","252","152","0","16","252","152","1400000US17031020302","Census Tract 203.02, Cook County, Illinois"
"4258","479","2325","408","992","358","0","11","639","251","0","11","107","92","195","90","0","11","195","90","1400000US17031020400","Census Tract 204, Cook County, Illinois"
"6775","889","2082","685","900","314","0","16","2749","796","0","16","585","325","459","273","73","94","386","252","1400000US17031020500","Census Tract 205, Cook County, Illinois"
"6525","729","3964","749","356","347","66","106","1807","766","0","16","54","86","278","246","50","51","228","237","1400000US17031020601","Census Tract 206.01, Cook County, Illinois"
"4765","567","2166","467","625","349","0","11","1082","468","0","11","838","362","54","64","0","11","54","64","1400000US17031020602","Census Tract 206.02, Cook County, Illinois"
"1844","142","1309","172","94","81","0","11","304","57","0","11","62","72","75","52","4","7","71","51","1400000US17031020701","Census Tract 207.01, Cook County, Illinois"
"8226","996","4193","751","698","201","0","16","1997","662","0","16","856","362","482","362","332","305","150","162","1400000US17031020702","Census Tract 207.02, Cook County, Illinois"
"6175","558","3741","648","187","239","0","16","1775","679","17","27","61","72","394","309","0","16","394","309","1400000US17031020801","Census Tract 208.01, Cook County, Illinois"
"7916","867","3274","731","568","412","294","270","2712","812","0","16","135","157","933","573","168","161","765","540","1400000US17031020802","Census Tract 208.02, Cook County, Illinois"
"6155","657","2594","534","1486","569","0","16","1598","412","0","16","104","102","373","282","35","42","338","280","1400000US17031020901","Census Tract 209.01, Cook County, Illinois"
"4848","489","2505","476","656","234","0","11","1380","387","0","11","229","236","78","70","21","27","57","63","1400000US17031020902","Census Tract 209.02, Cook County, Illinois"
"3911","508","2038","378","1017","461","22","35","625","255","0","11","90","69","119","99","15","23","104","96","1400000US17031030101","Census Tract 301.01, Cook County, Illinois"
"2841","240","1590","201","527","159","26","31","397","161","0","11","219","117","82","69","0","11","82","69","1400000US17031030102","Census Tract 301.02, Cook County, Illinois"
"2242","255","1380","253","449","175","0","11","248","79","4","8","45","38","116","61","0","11","116","61","1400000US17031030103","Census Tract 301.03, Cook County, Illinois"
"3411","349","2444","349","281","134","0","11","555","211","0","11","35","50","96","59","17","24","79","60","1400000US17031030104","Census Tract 301.04, Cook County, Illinois"
"5702","561","4695","473","303","233","0","16","235","144","0","16","283","228","186","106","48","63","138","83","1400000US17031030200","Census Tract 302, Cook County, Illinois"
"3676","447","2150","330","560","347","19","32","522","193","0","11","218","186","207","105","76","76","131","70","1400000US17031030300","Census Tract 303, Cook County, Illinois"
"2631","297","2089","290","85","65","28","32","186","109","0","11","78","81","165","121","10","16","155","124","1400000US17031030400","Census Tract 304, Cook County, Illinois"
"6786","528","5375","548","375","216","0","16","360","170","14","24","297","168","365","141","51","48","314","138","1400000US17031030500","Census Tract 305, Cook County, Illinois"
"3353","326","1943","353","593","268","0","11","746","314","0","11","22","36","49","48","0","11","49","48","1400000US17031030601","Census Tract 306.01, Cook County, Illinois"
"2410","206","1467","254","437","164","39","55","363","169","0","11","28","31","76","46","11","18","65","42","1400000US17031030603","Census Tract 306.03, Cook County, Illinois"
"3763","321","2020","265","748","208","0","11","844","222","0","11","11","19","140","73","22","27","118","67","1400000US17031030604","Census Tract 306.04, Cook County, Illinois"
"1625","171","891","167","437","105","15","22","195","93","0","11","53","52","34","32","6","11","28","25","1400000US17031030701","Census Tract 307.01, Cook County, Illinois"
"2211","194","1480","194","43","30","0","11","609","217","0","11","12","13","67","50","19","20","48","46","1400000US17031030702","Census Tract 307.02, Cook County, Illinois"
"2947","273","2055","262","553","176","34","53","108","48","0","11","94","75","103","63","29","34","74","62","1400000US17031030703","Census Tract 307.03, Cook County, Illinois"
"2845","310","1825","246","426","222","0","11","569","277","0","11","6","19","19","29","0","11","19","29","1400000US17031030706","Census Tract 307.06, Cook County, Illinois"
"4169","382","3371","358","141","92","0","11","398","159","0","11","192","184","67","56","0","11","67","56","1400000US17031030800","Census Tract 308, Cook County, Illinois"
"3126","311","2509","314","185","125","13","22","277","166","0","11","20","23","122","94","0","11","122","94","1400000US17031030900","Census Tract 309, Cook County, Illinois"
"3907","273","3224","334","187","164","0","11","359","231","0","11","32","40","105","85","9","13","96","85","1400000US17031031000","Census Tract 310, Cook County, Illinois"
"4720","526","3566","476","176","110","0","11","523","148","0","11","205","259","250","213","0","11","250","213","1400000US17031031100","Census Tract 311, Cook County, Illinois"
"6359","697","3125","633","1409","273","20","31","1088","411","0","16","479","302","238","136","17","27","221","133","1400000US17031031200","Census Tract 312, Cook County, Illinois"
"7775","556","4106","385","1689","458","16","27","1613","411","0","16","230","200","121","92","34","44","87","83","1400000US17031031300","Census Tract 313, Cook County, Illinois"
"4964","325","3707","378","356","160","11","24","626","280","0","11","49","60","215","102","29","36","186","98","1400000US17031031400","Census Tract 314, Cook County, Illinois"
"4474","432","1942","291","1420","372","11","18","750","222","0","11","247","204","104","70","2","12","102","67","1400000US17031031501","Census Tract 315.01, Cook County, Illinois"
"4628","439","2171","532","1761","280","67","108","169","134","0","11","210","178","250","198","16","24","234","198","1400000US17031031502","Census Tract 315.02, Cook County, Illinois"
"6785","658","4550","526","1561","403","173","166","178","90","0","16","182","116","141","87","73","67","68","57","1400000US17031031700","Census Tract 317, Cook County, Illinois"
"1889","149","1528","130","54","26","0","11","165","70","0","11","83","76","59","33","19","27","40","26","1400000US17031031800","Census Tract 318, Cook County, Illinois"
"2558","223","1996","212","205","152","14","21","126","83","0","11","85","93","132","105","0","11","132","105","1400000US17031031900","Census Tract 319, Cook County, Illinois"
"7106","745","5697","613","356","260","0","16","503","319","0","16","209","218","341","294","84","103","257","279","1400000US17031032100","Census Tract 321, Cook County, Illinois"
"4139","375","3398","445","264","124","15","33","170","108","0","11","192","160","100","59","0","11","100","59","1400000US17031040100","Census Tract 401, Cook County, Illinois"
"6814","564","4802","514","284","240","1","2","530","134","0","16","712","454","485","275","69","84","416","269","1400000US17031040201","Census Tract 402.01, Cook County, Illinois"
"7634","805","4747","1142","398","253","108","203","1297","634","0","16","371","281","713","488","46","46","667","487","1400000US17031040202","Census Tract 402.02, Cook County, Illinois"
"2953","279","1814","276","75","52","0","11","975","292","0","11","0","11","89","71","0","11","89","71","1400000US17031040300","Census Tract 403, Cook County, Illinois"
"3250","453","2715","421","114","127","26","39","152","97","0","11","61","41","182","121","6","14","176","120","1400000US17031040401","Census Tract 404.01, Cook County, Illinois"
"5154","427","4192","387","141","94","0","16","258","141","0","16","246","233","317","175","19","32","298","171","1400000US17031040402","Census Tract 404.02, Cook County, Illinois"
"2607","289","2342","312","115","90","0","11","46","47","0","11","28","53","76","76","0","11","76","76","1400000US17031040600","Census Tract 406, Cook County, Illinois"
"3435","343","2824","302","70","59","0","11","164","92","0","11","129","92","248","279","0","11","248","279","1400000US17031040700","Census Tract 407, Cook County, Illinois"
"1691","171","1383","162","56","56","0","11","60","41","0","11","67","62","125","55","0","11","125","55","1400000US17031040800","Census Tract 408, Cook County, Illinois"
"1904","249","1687","242","35","32","0","11","101","75","0","11","24","34","57","49","0","11","57","49","1400000US17031040900","Census Tract 409, Cook County, Illinois"
"2736","242","2293","255","97","78","44","66","171","94","0","11","36","41","95","76","0","11","95","76","1400000US17031050100","Census Tract 501, Cook County, Illinois"
"5092","547","4425","468","95","84","0","16","224","107","29","46","17","28","302","235","0","16","302","235","1400000US17031050200","Census Tract 502, Cook County, Illinois"
"2483","242","2024","279","0","11","0","11","291","190","0","11","105","84","63","51","22","38","41","37","1400000US17031050300","Census Tract 503, Cook County, Illinois"
"5914","670","5387","680","18","26","0","16","195","122","0","16","78","79","236","151","0","16","236","151","1400000US17031050500","Census Tract 505, Cook County, Illinois"
"2160","186","2054","210","8","17","0","11","52","54","0","11","0","11","46","46","0","11","46","46","1400000US17031050600","Census Tract 506, Cook County, Illinois"
"1742","215","1629","220","9","13","5","8","52","31","0","11","17","16","30","27","0","11","30","27","1400000US17031050700","Census Tract 507, Cook County, Illinois"
"1402","133","1195","157","41","43","0","11","38","29","0","11","79","57","49","55","10","11","39","54","1400000US17031050800","Census Tract 508, Cook County, Illinois"
"1414","217","1100","196","30","23","0","11","90","51","0","11","160","129","34","20","7","10","27","17","1400000US17031050900","Census Tract 509, Cook County, Illinois"
"1829","160","1584","143","49","37","0","11","108","81","0","11","26","34","62","43","0","11","62","43","1400000US17031051000","Census Tract 510, Cook County, Illinois"
"1732","207","1458","168","23","35","0","11","96","76","0","11","20","32","135","92","20","32","115","89","1400000US17031051100","Census Tract 511, Cook County, Illinois"
"1546","149","1296","145","105","59","0","11","62","35","0","11","15","18","68","44","7","10","61","43","1400000US17031051200","Census Tract 512, Cook County, Illinois"
"2893","227","2634","238","72","87","0","11","91","66","0","11","22","24","74","49","8","17","66","47","1400000US17031051300","Census Tract 513, Cook County, Illinois"
"2073","200","1617","202","137","112","0","11","125","76","11","16","80","57","103","58","7","10","96","56","1400000US17031051400","Census Tract 514, Cook County, Illinois"
"2939","241","2442","274","152","107","0","11","196","142","0","11","8","13","141","78","0","11","141","78","1400000US17031060100","Census Tract 601, Cook County, Illinois"
