"B02001_001E","B02001_001M","B02001_002E","B02001_002M","B02001_003E","B02001_003M","B02001_004E","B02001_004M","B02001_005E","B02001_005M","B02001_006E","B02001_006M","B02001_007E","B02001_007M","B02001_008E","B02001_008M","B02001_009E","B02001_009M","B02001_010E","B02001_010M","GEO_ID","NAME"
"Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!White alone","Margin of Error!!Total:!!White alone","Estimate!!Total:!!Black or African American alone","Margin of Error!!Total:!!Black or African American alone","Estimate!!Total:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!American Indian and Alaska Native alone","Estimate!!Total:!!Asian alone","Margin of Error!!Total:!!Asian alone","Estimate!!Total:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Some other race alone","Margin of Error!!Total:!!Some other race alone","Estimate!!Total:!!Two or more races:","Margin of Error!!Total:!!Two or more races:","Estimate!!Total:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races","id","Geographic Area Name"
"4644","721","2430","534","1649","500","0","12","91","85","0","12","248","201","226","134","123","115","103","75","1400000US17031010100","Census Tract 101, Cook County, Illinois"
"7488","1046","3003","749","2646","981","10","19","426","265","0","17","615","334","788","489","374","379","414","332","1400000US17031010201","Census Tract 102.01, Cook County, Illinois"
"3154","445","1282","320","1031","420","30","46","198","142","0","12","551","283","62","43","12","18","50","44","1400000US17031010202","Census Tract 102.02, Cook County, Illinois"
"6135","1116","3249","474","1802","757","8","16","148","136","8","17","716","804","204","143","9","15","195","141","1400000US17031010300","Census Tract 103, Cook County, Illinois"
"5193","684","3843","632","972","428","0","17","229","135","0","17","87","72","62","50","8","17","54","47","1400000US17031010400","Census Tract 104, Cook County, Illinois"
"4039","762","2062","669","1399","338","0","12","277","145","0","12","195","175","106","64","21","30","85","56","1400000US17031010501","Census Tract 105.01, Cook County, Illinois"
"2960","360","1593","234","778","248","2","3","252","96","0","12","236","203","99","60","26","23","73","55","1400000US17031010502","Census Tract 105.02, Cook County, Illinois"
"1973","423","1411","422","233","104","0","12","203","110","0","12","15","22","111","96","8","13","103","94","1400000US17031010503","Census Tract 105.03, Cook County, Illinois"
"6363","1079","3779","767","1330","612","0","17","292","169","0","17","564","481","398","296","10","29","388","290","1400000US17031010600","Census Tract 106, Cook County, Illinois"
