"B02001_001E","B02001_001M","B02001_002E","B02001_002M","B02001_003E","B02001_003M","B02001_004E","B02001_004M","B02001_005E","B02001_005M","B02001_006E","B02001_006M","B02001_007E","B02001_007M","B02001_008E","B02001_008M","B02001_009E","B02001_009M","B02001_010E","B02001_010M","GEO_ID","NAME"
"Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!White alone","Margin of Error!!Total!!White alone","Estimate!!Total!!Black or African American alone","Margin of Error!!Total!!Black or African American alone","Estimate!!Total!!American Indian and Alaska Native alone","Margin of Error!!Total!!American Indian and Alaska Native alone","Estimate!!Total!!Asian alone","Margin of Error!!Total!!Asian alone","Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Some other race alone","Margin of Error!!Total!!Some other race alone","Estimate!!Total!!Two or more races","Margin of Error!!Total!!Two or more races","Estimate!!Total!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Two or more races!!Two races including Some other race","Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","id","Geographic Area Name"
"4388","546","2216","453","1716","465","0","11","166","240","0","11","119","83","171","135","96","117","75","66","1400000US17031010100","Census Tract 101, Cook County, Illinois"
"7032","745","3108","553","3348","745","56","58","182","122","0","15","25","30","313","181","23","37","290","174","1400000US17031010201","Census Tract 102.01, Cook County, Illinois"
"2275","342","1097","254","735","174","10","15","196","140","0","11","202","140","35","40","0","11","35","40","1400000US17031010202","Census Tract 102.02, Cook County, Illinois"
"6205","503","3876","472","1623","402","7","14","503","374","0","15","70","78","126","87","33","37","93","78","1400000US17031010300","Census Tract 103, Cook County, Illinois"
"5603","549","3921","460","1076","533","0","15","313","171","0","15","108","92","185","94","61","57","124","78","1400000US17031010400","Census Tract 104, Cook County, Illinois"
"3906","372","2346","300","1161","261","0","11","173","110","0","11","35","39","191","151","0","11","191","151","1400000US17031010501","Census Tract 105.01, Cook County, Illinois"
"3045","398","2005","418","633","181","9","14","166","83","0","11","143","136","89","66","32","44","57","53","1400000US17031010502","Census Tract 105.02, Cook County, Illinois"
"2112","330","1429","330","213","98","0","11","353","117","0","11","7","12","110","68","8","12","102","67","1400000US17031010503","Census Tract 105.03, Cook County, Illinois"
"6624","744","4132","538","1725","571","0","15","142","106","0","15","295","314","330","240","6","19","324","241","1400000US17031010600","Census Tract 106, Cook County, Illinois"
"3921","362","2284","403","739","251","0","11","444","215","0","11","338","285","116","96","13","23","103","104","1400000US17031010701","Census Tract 107.01, Cook County, Illinois"
