"B02001_001E","B02001_001M","B02001_002E","B02001_002M","B02001_003E","B02001_003M","B02001_004E","B02001_004M","B02001_005E","B02001_005M","B02001_006E","B02001_006M","B02001_007E","B02001_007M","B02001_008E","B02001_008M","B02001_009E","B02001_009M","B02001_010E","B02001_010M","GEO_ID","NAME"
"Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!White alone","Margin of Error!!Total:!!White alone","Estimate!!Total:!!Black or African American alone","Margin of Error!!Total:!!Black or African American alone","Estimate!!Total:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!American Indian and Alaska Native alone","Estimate!!Total:!!Asian alone","Margin of Error!!Total:!!Asian alone","Estimate!!Total:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Some other race alone","Margin of Error!!Total:!!Some other race alone","Estimate!!Total:!!Two or more races:","Margin of Error!!Total:!!Two or more races:","Estimate!!Total:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races","id","Geographic Area Name"
"2697","23","2436","163","35","54","0","11","2","4","0","11","71","66","153","122","40","52","113","93","1400000US42001030101","Census Tract 301.01, Adams County, Pennsylvania"
"2347","335","2336","338","0","11","0","11","0","11","0","11","0","11","11","18","0","11","11","18","1400000US42001030103","Census Tract 301.03, Adams County, Pennsylvania"
"3526","336","3415","377","31","50","0","11","0","11","0","11","0","11","80","89","0","11","80","89","1400000US42001030104","Census Tract 301.04, Adams County, Pennsylvania"
"5778","437","5021","378","169","198","12","18","33","41","0","15","487","216","56","57","39","55","17","16","1400000US42001030200","Census Tract 302, Adams County, Pennsylvania"
"4306","225","4041","180","40","55","0","11","19","30","0","11","166","135","40","34","8","12","32","31","1400000US42001030300","Census Tract 303, Adams County, Pennsylvania"
"5798","207","5383","274","33","34","0","15","151","157","0","15","198","112","33","36","0","15","33","36","1400000US42001030400","Census Tract 304, Adams County, Pennsylvania"
"3879","214","3383","241","57","87","0","11","0","11","0","11","297","169","142","69","44","54","98","63","1400000US42001030500","Census Tract 305, Adams County, Pennsylvania"
"4946","37","4683","155","111","67","7","12","7","15","0","11","51","63","87","84","37","51","50","66","1400000US42001030600","Census Tract 306, Adams County, Pennsylvania"
"6479","243","6209","263","149","100","0","15","4","6","0","15","14","21","103","64","18","32","85","59","1400000US42001030700","Census Tract 307, Adams County, Pennsylvania"
"3190","398","3058","387","77","83","0","11","32","29","0","11","9","12","14","10","5","7","9","9","1400000US42001030801","Census Tract 308.01, Adams County, Pennsylvania"
"1570","145","1491","145","27","24","0","11","3","5","0","11","6","11","43","41","23","34","20","17","1400000US42001030802","Census Tract 308.02, Adams County, Pennsylvania"
"2563","17","2510","56","17","29","1","2","0","11","0","11","35","46","0","11","0","11","0","11","1400000US42001030803","Census Tract 308.03, Adams County, Pennsylvania"
"3445","448","3073","455","123","135","1","3","21","22","0","11","75","48","152","92","2","3","150","92","1400000US42001030901","Census Tract 309.01, Adams County, Pennsylvania"
"3904","429","3778","419","18","30","0","11","0","11","0","11","0","11","108","135","99","135","9","12","1400000US42001030902","Census Tract 309.02, Adams County, Pennsylvania"
"1852","211","1837","210","0","11","0","11","0","11","0","11","1","2","14","22","0","11","14","22","1400000US42001031000","Census Tract 310, Adams County, Pennsylvania"
"5114","307","4791","296","30","46","0","15","45","61","0","15","177","178","71","59","0","15","71","59","1400000US42001031101","Census Tract 311.01, Adams County, Pennsylvania"
"3319","262","2989","252","117","104","30","46","0","11","0","11","0","11","183","148","24","36","159","120","1400000US42001031102","Census Tract 311.02, Adams County, Pennsylvania"
"3724","20","3489","123","96","73","0","11","17","24","0","11","46","48","76","59","0","11","76","59","1400000US42001031201","Census Tract 312.01, Adams County, Pennsylvania"
"2723","45","2503","160","0","11","5","8","4","7","0","11","118","133","93","59","0","11","93","59","1400000US42001031202","Census Tract 312.02, Adams County, Pennsylvania"
"3190","23","3126","54","30","42","6","9","10","14","0","11","3","5","15","20","0","11","15","20","1400000US42001031203","Census Tract 312.03, Adams County, Pennsylvania"
"4494","18","4142","214","84","102","0","11","1","2","0","11","152","204","115","88","34","54","81","66","1400000US42001031300","Census Tract 313, Adams County, Pennsylvania"
"4174","219","3678","236","69","57","7","11","127","44","0","11","4","7","289","156","23","35","266","153","1400000US42001031401","Census Tract 314.01, Adams County, Pennsylvania"
"2055","215","1794","223","36","34","0","11","99","100","0","11","10","16","116","121","69","106","47","41","1400000US42001031402","Census Tract 314.02, Adams County, Pennsylvania"
"3533","317","3161","309","128","63","0","11","85","37","0","11","47","28","112","116","30","22","82","114","1400000US42001031501","Census Tract 315.01, Adams County, Pennsylvania"
"4151","315","3538","341","122","83","47","59","55","39","0","11","325","193","64","56","13","23","51","52","1400000US42001031502","Census Tract 315.02, Adams County, Pennsylvania"
"7208","328","6836","371","13","17","38","32","0","15","0","15","2","3","319","165","108","103","211","133","1400000US42001031600","Census Tract 316, Adams County, Pennsylvania"
"2662","292","2537","322","21","29","0","11","9","14","0","11","7","10","88","78","51","69","37","33","1400000US42001031700","Census Tract 317, Adams County, Pennsylvania"
"2477","488","901","233","1391","222","27","23","0","11","0","11","13","25","145","87","28","49","117","54","1400000US42003010301","Census Tract 103.01, Allegheny County, Pennsylvania"
"4101","368","3138","286","501","160","6","10","252","97","0","11","22","25","182","67","23","24","159","65","1400000US42003010302","Census Tract 103.02, Allegheny County, Pennsylvania"
"4654","486","3424","376","514","179","11","14","555","224","0","11","0","11","150","92","41","63","109","64","1400000US42003020100","Census Tract 201, Allegheny County, Pennsylvania"
"1368","182","1151","191","24","22","0","11","148","80","0","11","1","3","44","40","12","23","32","30","1400000US42003020300","Census Tract 203, Allegheny County, Pennsylvania"
"2655","316","742","178","1596","307","3","4","226","140","0","11","0","11","88","53","8","14","80","56","1400000US42003030500","Census Tract 305, Allegheny County, Pennsylvania"
"1414","264","725","217","462","151","0","11","167","68","0","11","31","31","29","24","11","18","18","15","1400000US42003040200","Census Tract 402, Allegheny County, Pennsylvania"
"1650","217","1229","197","62","55","0","11","338","87","0","11","0","11","21","22","0","11","21","22","1400000US42003040400","Census Tract 404, Allegheny County, Pennsylvania"
"3065","469","2618","402","113","88","10","15","221","120","0","11","27","44","76","48","0","11","76","48","1400000US42003040500","Census Tract 405, Allegheny County, Pennsylvania"
