"B02001_001E","B02001_001M","B02001_002E","B02001_002M","B02001_003E","B02001_003M","B02001_004E","B02001_004M","B02001_005E","B02001_005M","B02001_006E","B02001_006M","B02001_007E","B02001_007M","B02001_008E","B02001_008M","B02001_009E","B02001_009M","B02001_010E","B02001_010M","GEO_ID","NAME"
"Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!White alone","Margin of Error!!Total!!White alone","Estimate!!Total!!Black or African American alone","Margin of Error!!Total!!Black or African American alone","Estimate!!Total!!American Indian and Alaska Native alone","Margin of Error!!Total!!American Indian and Alaska Native alone","Estimate!!Total!!Asian alone","Margin of Error!!Total!!Asian alone","Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Some other race alone","Margin of Error!!Total!!Some other race alone","Estimate!!Total!!Two or more races","Margin of Error!!Total!!Two or more races","Estimate!!Total!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Two or more races!!Two races including Some other race","Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","id","Geographic Area Name"
"2590","23","2438","111","40","50","0","10","0","10","0","10","26","29","86","72","39","58","47","44","1400000US42001030101","Census Tract 301.01, Adams County, Pennsylvania"
"5806","17","5703","100","17","29","0","15","0","15","0","15","0","15","86","78","0","15","86","78","1400000US42001030102","Census Tract 301.02, Adams County, Pennsylvania"
"5430","237","4791","256","34","31","10","16","72","59","0","15","479","197","44","35","19","22","25","25","1400000US42001030200","Census Tract 302, Adams County, Pennsylvania"
"4356","171","4063","175","42","54","0","10","54","47","0","10","151","99","46","33","3","6","43","33","1400000US42001030300","Census Tract 303, Adams County, Pennsylvania"
"5810","199","5315","240","38","37","0","15","107","141","0","15","343","163","7","9","3","6","4","7","1400000US42001030400","Census Tract 304, Adams County, Pennsylvania"
"3796","167","3357","166","28","30","0","10","4","9","0","10","324","136","83","46","52","45","31","34","1400000US42001030500","Census Tract 305, Adams County, Pennsylvania"
"4955","19","4528","224","62","46","7","12","2","4","0","10","155","135","201","142","167","152","34","54","1400000US42001030600","Census Tract 306, Adams County, Pennsylvania"
"6462","239","6115","264","132","100","0","15","31","35","0","15","18","21","166","80","24","39","142","71","1400000US42001030700","Census Tract 307, Adams County, Pennsylvania"
"7292","239","6929","233","138","91","0","15","29","25","0","15","114","60","82","45","1","3","81","45","1400000US42001030800","Census Tract 308, Adams County, Pennsylvania"
"7649","270","7030","278","107","96","4","7","35","33","0","15","344","140","129","99","0","15","129","99","1400000US42001030900","Census Tract 309, Adams County, Pennsylvania"
"1867","122","1867","122","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","1400000US42001031000","Census Tract 310, Adams County, Pennsylvania"
"5040","248","4745","303","41","60","0","15","39","36","0","15","146","114","69","70","0","15","69","70","1400000US42001031101","Census Tract 311.01, Adams County, Pennsylvania"
"3328","188","3084","234","0","10","0","10","10","16","0","10","92","125","142","114","0","10","142","114","1400000US42001031102","Census Tract 311.02, Adams County, Pennsylvania"
"3689","24","3439","123","82","58","0","10","8","14","0","10","54","38","106","85","0","10","106","85","1400000US42001031201","Census Tract 312.01, Adams County, Pennsylvania"
"2718","18","2666","51","0","10","0","10","6","10","0","10","0","10","46","45","0","10","46","45","1400000US42001031202","Census Tract 312.02, Adams County, Pennsylvania"
"3164","30","3100","56","0","10","2","3","12","16","0","10","4","6","46","47","0","10","46","47","1400000US42001031203","Census Tract 312.03, Adams County, Pennsylvania"
"4468","21","4118","210","61","63","0","10","0","10","0","10","150","207","139","75","0","10","139","75","1400000US42001031300","Census Tract 313, Adams County, Pennsylvania"
"4098","154","3731","245","92","80","3","5","0","10","0","10","227","208","45","39","0","10","45","39","1400000US42001031401","Census Tract 314.01, Adams County, Pennsylvania"
"2113","157","1780","148","43","40","0","10","51","34","0","10","6","9","233","170","48","77","185","163","1400000US42001031402","Census Tract 314.02, Adams County, Pennsylvania"
"3477","272","3119","266","64","51","0","10","87","47","0","10","71","47","136","82","36","30","100","77","1400000US42001031501","Census Tract 315.01, Adams County, Pennsylvania"
"4169","273","3185","326","401","157","33","43","119","109","0","10","233","115","198","163","113","147","85","69","1400000US42001031502","Census Tract 315.02, Adams County, Pennsylvania"
"7119","252","6900","287","28","27","8","9","19","21","0","15","30","32","134","104","0","15","134","104","1400000US42001031600","Census Tract 316, Adams County, Pennsylvania"
"2627","142","2446","152","29","31","0","10","20","21","0","10","24","21","108","61","31","31","77","52","1400000US42001031700","Census Tract 317, Adams County, Pennsylvania"
"6668","326","4228","283","1871","192","22","23","239","102","0","15","14","21","294","85","17","23","277","85","1400000US42003010300","Census Tract 103, Allegheny County, Pennsylvania"
"5101","401","4143","369","368","120","22","25","454","160","0","15","0","15","114","60","18","36","96","49","1400000US42003020100","Census Tract 201, Allegheny County, Pennsylvania"
"1020","105","922","105","23","19","0","10","60","35","0","10","0","10","15","18","0","10","15","18","1400000US42003020300","Census Tract 203, Allegheny County, Pennsylvania"
"2249","304","234","111","1774","268","8","11","31","35","0","10","71","111","131","113","22","35","109","97","1400000US42003030500","Census Tract 305, Allegheny County, Pennsylvania"
"1703","232","778","178","627","159","0","10","194","69","0","10","30","32","74","47","0","10","74","47","1400000US42003040200","Census Tract 402, Allegheny County, Pennsylvania"
"1978","213","1218","166","216","196","0","10","510","94","0","10","11","18","23","22","0","10","23","22","1400000US42003040400","Census Tract 404, Allegheny County, Pennsylvania"
"3377","407","3023","398","58","70","0","10","209","86","0","10","50","56","37","34","0","10","37","34","1400000US42003040500","Census Tract 405, Allegheny County, Pennsylvania"
"2121","279","1761","288","133","120","0","10","125","68","0","10","0","10","102","72","20","23","82","68","1400000US42003040600","Census Tract 406, Allegheny County, Pennsylvania"
"3406","306","2462","298","554","109","0","10","142","82","0","10","43","42","205","210","0","10","205","210","1400000US42003040900","Census Tract 409, Allegheny County, Pennsylvania"
"1986","291","134","100","1588","226","0","10","18","27","0","10","0","10","246","157","5","9","241","157","1400000US42003050100","Census Tract 501, Allegheny County, Pennsylvania"
"2036","294","337","138","1597","269","0","10","74","72","0","10","0","10","28","30","0","10","28","30","1400000US42003050600","Census Tract 506, Allegheny County, Pennsylvania"
"1292","150","26","41","1255","150","0","10","0","10","0","10","0","10","11","12","0","10","11","12","1400000US42003050900","Census Tract 509, Allegheny County, Pennsylvania"
"2143","226","901","183","950","173","0","10","214","117","0","10","6","10","72","51","13","22","59","47","1400000US42003051000","Census Tract 510, Allegheny County, Pennsylvania"
"170","51","0","10","170","51","0","10","0","10","0","10","0","10","0","10","0","10","0","10","1400000US42003051100","Census Tract 511, Allegheny County, Pennsylvania"
"2233","185","1823","182","334","48","0","10","47","42","0","10","0","10","29","25","10","15","19","20","1400000US42003060300","Census Tract 603, Allegheny County, Pennsylvania"
"1337","153","1202","137","74","64","0","10","0","10","0","10","4","7","57","39","0","10","57","39","1400000US42003060500","Census Tract 605, Allegheny County, Pennsylvania"
"2162","225","1843","221","54","61","5","9","181","92","0","10","23","26","56","50","0","10","56","50","1400000US42003070300","Census Tract 703, Allegheny County, Pennsylvania"
"3119","263","2321","219","54","40","0","10","663","201","0","10","9","13","72","56","32","47","40","32","1400000US42003070500","Census Tract 705, Allegheny County, Pennsylvania"
"1999","214","1568","187","124","120","0","10","252","113","0","10","15","25","40","61","0","10","40","61","1400000US42003070600","Census Tract 706, Allegheny County, Pennsylvania"
"2378","208","1758","244","34","32","2","5","492","168","0","10","33","36","59","39","28","26","31","30","1400000US42003070800","Census Tract 708, Allegheny County, Pennsylvania"
"4247","368","2460","283","382","185","17","25","1254","294","0","10","0","10","134","90","0","10","134","90","1400000US42003070900","Census Tract 709, Allegheny County, Pennsylvania"
"1645","127","1584","132","33","28","0","10","19","18","0","10","0","10","9","14","9","14","0","10","1400000US42003080200","Census Tract 802, Allegheny County, Pennsylvania"
"1576","119","1151","141","100","92","0","10","289","91","0","10","7","10","29","27","0","10","29","27","1400000US42003080400","Census Tract 804, Allegheny County, Pennsylvania"
"2136","238","1795","183","86","58","0","10","57","51","0","10","152","210","46","40","0","10","46","40","1400000US42003080600","Census Tract 806, Allegheny County, Pennsylvania"
"1783","171","1269","202","169","102","0","10","298","131","0","10","1","2","46","54","0","10","46","54","1400000US42003080700","Census Tract 807, Allegheny County, Pennsylvania"
"1872","210","1558","202","139","71","6","10","125","109","0","10","14","22","30","20","8","13","22","17","1400000US42003080900","Census Tract 809, Allegheny County, Pennsylvania"
"1830","146","1774","138","13","16","0","10","43","34","0","10","0","10","0","10","0","10","0","10","1400000US42003090100","Census Tract 901, Allegheny County, Pennsylvania"
"2830","288","2593","276","89","60","0","10","84","65","0","10","0","10","64","57","0","10","64","57","1400000US42003090200","Census Tract 902, Allegheny County, Pennsylvania"
"1804","194","1581","162","183","149","5","8","23","22","0","10","12","14","0","10","0","10","0","10","1400000US42003090300","Census Tract 903, Allegheny County, Pennsylvania"
"1871","145","538","117","1282","126","0","10","29","37","0","10","6","8","16","21","9","13","7","12","1400000US42003100500","Census Tract 1005, Allegheny County, Pennsylvania"
"2705","260","2194","262","431","185","0","10","18","22","0","10","0","10","62","46","0","10","62","46","1400000US42003101100","Census Tract 1011, Allegheny County, Pennsylvania"
"3139","262","2797","243","268","115","13","19","31","35","0","10","0","10","30","31","0","10","30","31","1400000US42003101400","Census Tract 1014, Allegheny County, Pennsylvania"
"1159","128","75","50","1038","151","0","10","0","10","0","10","37","53","9","9","0","10","9","9","1400000US42003101600","Census Tract 1016, Allegheny County, Pennsylvania"
"1486","193","547","180","809","275","13","17","59","55","0","10","23","36","35","26","0","10","35","26","1400000US42003101700","Census Tract 1017, Allegheny County, Pennsylvania"
"2479","220","1941","149","429","138","0","10","13","15","0","10","23","28","73","53","16","26","57","47","1400000US42003101800","Census Tract 1018, Allegheny County, Pennsylvania"
"4066","368","2994","326","783","223","0","10","129","107","0","10","0","10","160","127","1","3","159","127","1400000US42003110200","Census Tract 1102, Allegheny County, Pennsylvania"
"2460","191","1997","165","315","109","0","10","63","68","0","10","22","25","63","62","0","10","63","62","1400000US42003110600","Census Tract 1106, Allegheny County, Pennsylvania"
"3052","334","1425","233","1264","286","0","10","123","87","0","10","94","105","146","107","0","10","146","107","1400000US42003111300","Census Tract 1113, Allegheny County, Pennsylvania"
"1382","181","390","132","827","175","0","10","32","23","0","10","15","24","118","47","8","11","110","42","1400000US42003111400","Census Tract 1114, Allegheny County, Pennsylvania"
"3007","387","820","162","1689","341","0","10","428","241","0","10","0","10","70","49","0","10","70","49","1400000US42003111500","Census Tract 1115, Allegheny County, Pennsylvania"
"2139","498","525","493","1422","364","0","10","0","10","4","12","0","10","188","97","39","42","149","82","1400000US42003120300","Census Tract 1203, Allegheny County, Pennsylvania"
"753","116","28","21","615","110","0","10","57","63","0","10","0","10","53","72","0","10","53","72","1400000US42003120400","Census Tract 1204, Allegheny County, Pennsylvania"
"878","162","15","18","815","174","5","8","27","30","0","10","0","10","16","24","0","10","16","24","1400000US42003120700","Census Tract 1207, Allegheny County, Pennsylvania"
"773","122","133","60","638","95","0","10","0","10","0","10","0","10","2","4","0","10","2","4","1400000US42003120800","Census Tract 1208, Allegheny County, Pennsylvania"
"1626","364","22","36","1514","361","0","10","0","10","0","10","0","10","90","92","0","10","90","92","1400000US42003130100","Census Tract 1301, Allegheny County, Pennsylvania"
"1492","284","78","84","1377","271","0","10","0","10","0","10","0","10","37","28","0","10","37","28","1400000US42003130200","Census Tract 1302, Allegheny County, Pennsylvania"
"1150","186","47","35","1082","188","0","10","6","9","0","10","0","10","15","17","0","10","15","17","1400000US42003130300","Census Tract 1303, Allegheny County, Pennsylvania"
"985","167","59","39","796","162","6","8","21","34","0","10","0","10","103","88","0","10","103","88","1400000US42003130400","Census Tract 1304, Allegheny County, Pennsylvania"
"2761","427","321","204","2354","450","0","10","0","10","0","10","0","10","86","75","0","10","86","75","1400000US42003130600","Census Tract 1306, Allegheny County, Pennsylvania"
"5452","416","3579","267","261","81","14","20","1407","277","0","15","14","15","177","82","6","12","171","82","1400000US42003140100","Census Tract 1401, Allegheny County, Pennsylvania"
"2482","216","1881","207","35","28","8","12","343","114","0","10","66","50","149","118","19","21","130","113","1400000US42003140200","Census Tract 1402, Allegheny County, Pennsylvania"
"3571","328","2846","310","161","82","0","10","430","257","0","10","0","10","134","124","0","10","134","124","1400000US42003140300","Census Tract 1403, Allegheny County, Pennsylvania"
"2321","90","1965","125","37","30","9","13","208","108","0","10","0","10","102","44","0","10","102","44","1400000US42003140400","Census Tract 1404, Allegheny County, Pennsylvania"
"1814","231","1009","157","659","196","34","54","33","40","0","10","0","10","79","50","6","11","73","49","1400000US42003140500","Census Tract 1405, Allegheny County, Pennsylvania"
"3158","223","2753","235","269","139","0","10","83","63","0","10","16","24","37","46","0","10","37","46","1400000US42003140600","Census Tract 1406, Allegheny County, Pennsylvania"
"4544","253","3685","264","45","41","0","10","651","182","0","10","68","71","95","70","11","17","84","69","1400000US42003140800","Census Tract 1408, Allegheny County, Pennsylvania"
"916","81","892","85","8","11","0","10","6","9","0","10","0","10","10","14","0","10","10","14","1400000US42003141000","Census Tract 1410, Allegheny County, Pennsylvania"
"1309","84","1148","92","85","59","0","10","36","57","0","10","0","10","40","41","0","10","40","41","1400000US42003141100","Census Tract 1411, Allegheny County, Pennsylvania"
"5232","438","3465","480","98","66","0","15","1451","367","0","15","75","81","143","89","5","11","138","87","1400000US42003141300","Census Tract 1413, Allegheny County, Pennsylvania"
"5307","499","4224","465","478","487","10","21","523","188","0","15","0","15","72","63","0","15","72","63","1400000US42003141400","Census Tract 1414, Allegheny County, Pennsylvania"
"2615","207","2438","201","62","53","0","10","54","55","0","10","0","10","61","50","0","10","61","50","1400000US42003151600","Census Tract 1516, Allegheny County, Pennsylvania"
"5521","347","4811","356","213","150","0","15","151","83","0","15","76","95","270","158","35","57","235","145","1400000US42003151700","Census Tract 1517, Allegheny County, Pennsylvania"
"2699","286","2217","291","378","219","0","10","29","32","0","10","0","10","75","48","0","10","75","48","1400000US42003160800","Census Tract 1608, Allegheny County, Pennsylvania"
"3067","335","2707","321","180","107","0","10","86","50","0","10","0","10","94","85","0","10","94","85","1400000US42003160900","Census Tract 1609, Allegheny County, Pennsylvania"
"3340","465","3054","441","95","95","29","43","55","40","0","10","47","44","60","61","0","10","60","61","1400000US42003170200","Census Tract 1702, Allegheny County, Pennsylvania"
"1744","224","1538","205","134","66","0","10","20","23","0","10","5","7","47","51","0","10","47","51","1400000US42003170600","Census Tract 1706, Allegheny County, Pennsylvania"
"2372","327","998","169","1151","346","7","15","44","62","0","10","20","31","152","106","0","10","152","106","1400000US42003180300","Census Tract 1803, Allegheny County, Pennsylvania"
"2176","220","1530","180","527","200","5","8","0","10","0","10","58","48","56","66","0","10","56","66","1400000US42003180700","Census Tract 1807, Allegheny County, Pennsylvania"
"1756","209","1658","186","25","26","19","26","10","16","0","10","0","10","44","69","0","10","44","69","1400000US42003190300","Census Tract 1903, Allegheny County, Pennsylvania"
"2586","246","2438","219","56","62","0","10","58","48","0","10","0","10","34","44","0","10","34","44","1400000US42003191100","Census Tract 1911, Allegheny County, Pennsylvania"
"2615","281","2282","352","238","166","8","13","17","27","0","10","0","10","70","47","0","10","70","47","1400000US42003191400","Census Tract 1914, Allegheny County, Pennsylvania"
"1657","232","1470","228","65","56","0","10","79","79","0","10","0","10","43","26","0","10","43","26","1400000US42003191500","Census Tract 1915, Allegheny County, Pennsylvania"
"4209","354","3286","382","624","272","0","10","81","85","0","10","0","10","218","266","0","10","218","266","1400000US42003191600","Census Tract 1916, Allegheny County, Pennsylvania"
"3530","242","3137","300","266","162","0","10","39","39","0","10","9","14","79","49","19","21","60","44","1400000US42003191700","Census Tract 1917, Allegheny County, Pennsylvania"
"5459","381","4968","374","128","116","32","43","223","205","35","48","0","15","73","110","73","110","0","15","1400000US42003191800","Census Tract 1918, Allegheny County, Pennsylvania"
"2058","206","1690","257","158","116","15","21","106","68","0","10","15","23","74","66","0","10","74","66","1400000US42003191900","Census Tract 1919, Allegheny County, Pennsylvania"
"3667","295","2979","263","470","167","0","10","29","25","0","10","22","36","167","115","0","10","167","115","1400000US42003192000","Census Tract 1920, Allegheny County, Pennsylvania"
"3088","481","1631","264","1090","493","0","10","211","89","0","10","0","10","156","119","0","10","156","119","1400000US42003202200","Census Tract 2022, Allegheny County, Pennsylvania"
"3840","338","3099","404","151","99","0","10","443","345","0","10","0","10","147","99","0","10","147","99","1400000US42003202300","Census Tract 2023, Allegheny County, Pennsylvania"
"1994","289","583","142","1347","256","0","10","8","12","0","10","0","10","56","42","0","10","56","42","1400000US42003210700","Census Tract 2107, Allegheny County, Pennsylvania"
"1657","140","1076","119","467","118","14","22","58","55","0","10","0","10","42","29","0","10","42","29","1400000US42003220600","Census Tract 2206, Allegheny County, Pennsylvania"
"2136","262","1815","222","117","86","9","16","31","33","0","10","0","10","164","132","0","10","164","132","1400000US42003240600","Census Tract 2406, Allegheny County, Pennsylvania"
"776","91","697","109","65","85","0","10","0","10","0","10","0","10","14","15","0","10","14","15","1400000US42003241200","Census Tract 2412, Allegheny County, Pennsylvania"
"1076","132","657","97","376","86","1","5","5","7","0","10","30","71","7","12","0","10","7","12","1400000US42003250300","Census Tract 2503, Allegheny County, Pennsylvania"
"608","144","146","58","403","149","6","14","18","24","0","10","15","21","20","17","11","14","9","9","1400000US42003250700","Census Tract 2507, Allegheny County, Pennsylvania"
"1060","145","399","55","613","139","3","5","3","6","0","10","21","30","21","30","0","10","21","30","1400000US42003250900","Census Tract 2509, Allegheny County, Pennsylvania"
"1949","135","1332","115","505","107","0","10","0","10","0","10","13","15","99","67","6","9","93","66","1400000US42003260200","Census Tract 2602, Allegheny County, Pennsylvania"
"1562","178","993","128","491","155","0","10","0","10","0","10","0","10","78","63","9","13","69","61","1400000US42003260700","Census Tract 2607, Allegheny County, Pennsylvania"
"1363","264","31","28","1275","266","0","10","0","10","0","10","0","10","57","61","7","10","50","59","1400000US42003260900","Census Tract 2609, Allegheny County, Pennsylvania"
"1052","132","936","154","102","95","0","10","0","10","0","10","0","10","14","20","0","10","14","20","1400000US42003261200","Census Tract 2612, Allegheny County, Pennsylvania"
"2069","402","617","158","1423","445","0","10","4","8","0","10","7","14","18","26","0","10","18","26","1400000US42003261400","Census Tract 2614, Allegheny County, Pennsylvania"
"1661","268","557","93","1039","265","5","8","6","9","0","10","24","34","30","34","0","10","30","34","1400000US42003261500","Census Tract 2615, Allegheny County, Pennsylvania"
"2539","222","1609","226","627","232","0","10","67","100","0","10","35","33","201","209","0","10","201","209","1400000US42003262000","Census Tract 2620, Allegheny County, Pennsylvania"
"2681","297","2065","259","506","219","5","7","25","31","0","10","18","28","62","56","0","10","62","56","1400000US42003270100","Census Tract 2701, Allegheny County, Pennsylvania"
"2038","243","1106","152","777","183","0","10","0","10","0","10","0","10","155","79","0","10","155","79","1400000US42003270300","Census Tract 2703, Allegheny County, Pennsylvania"
"1001","127","540","83","425","111","0","10","0","10","0","10","8","12","28","30","3","6","25","30","1400000US42003270400","Census Tract 2704, Allegheny County, Pennsylvania"
"2471","308","1896","277","407","141","7","14","108","98","0","10","0","10","53","47","0","10","53","47","1400000US42003270800","Census Tract 2708, Allegheny County, Pennsylvania"
"3066","623","1400","249","1358","556","0","10","87","119","0","10","35","61","186","231","6","10","180","230","1400000US42003271500","Census Tract 2715, Allegheny County, Pennsylvania"
"2636","250","1289","136","1022","297","0","10","98","106","0","10","60","65","167","105","19","29","148","104","1400000US42003281400","Census Tract 2814, Allegheny County, Pennsylvania"
"1494","147","1207","175","177","105","0","10","41","51","0","10","23","18","46","38","0","10","46","38","1400000US42003281500","Census Tract 2815, Allegheny County, Pennsylvania"
"2129","174","1559","231","400","170","0","10","88","119","0","10","0","10","82","98","0","10","82","98","1400000US42003290100","Census Tract 2901, Allegheny County, Pennsylvania"
"4392","474","3283","364","516","351","0","10","567","362","0","10","0","10","26","37","0","10","26","37","1400000US42003290200","Census Tract 2902, Allegheny County, Pennsylvania"
"4301","427","3305","288","757","358","0","10","34","44","58","88","10","17","137","116","0","10","137","116","1400000US42003290400","Census Tract 2904, Allegheny County, Pennsylvania"
"3709","507","1411","200","1829","521","0","10","193","283","0","10","0","10","276","131","0","10","276","131","1400000US42003300100","Census Tract 3001, Allegheny County, Pennsylvania"
"3381","371","3381","371","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","1400000US42003310200","Census Tract 3102, Allegheny County, Pennsylvania"
"960","108","802","77","108","77","0","10","0","10","0","10","0","10","50","66","0","10","50","66","1400000US42003310300","Census Tract 3103, Allegheny County, Pennsylvania"
"2087","218","1945","195","61","56","2","4","0","10","0","10","0","10","79","64","11","16","68","60","1400000US42003320400","Census Tract 3204, Allegheny County, Pennsylvania"
"2140","145","1967","135","118","64","0","10","12","13","0","10","0","10","43","41","0","10","43","41","1400000US42003320600","Census Tract 3206, Allegheny County, Pennsylvania"
"1629","165","1527","162","51","42","0","10","6","9","6","10","0","10","39","37","0","10","39","37","1400000US42003320700","Census Tract 3207, Allegheny County, Pennsylvania"
"4708","231","4477","269","61","91","0","10","105","127","0","10","0","10","65","104","0","10","65","104","1400000US42003401100","Census Tract 4011, Allegheny County, Pennsylvania"
"2901","214","2374","318","275","312","12","21","18","24","0","10","17","27","205","193","0","10","205","193","1400000US42003401200","Census Tract 4012, Allegheny County, Pennsylvania"
"2785","150","2598","183","30","36","0","10","65","71","0","10","6","9","86","77","0","10","86","77","1400000US42003401300","Census Tract 4013, Allegheny County, Pennsylvania"
"3203","34","2978","122","159","98","0","10","27","32","0","10","0","10","39","51","0","10","39","51","1400000US42003402000","Census Tract 4020, Allegheny County, Pennsylvania"
"4441","30","3677","276","469","84","0","10","0","10","0","10","0","10","295","212","0","10","295","212","1400000US42003403500","Census Tract 4035, Allegheny County, Pennsylvania"
"1409","100","1364","103","17","31","0","10","0","10","0","10","0","10","28","22","4","7","24","21","1400000US42003404000","Census Tract 4040, Allegheny County, Pennsylvania"
"1070","97","1056","99","0","10","0","10","10","9","0","10","0","10","4","5","0","10","4","5","1400000US42003405000","Census Tract 4050, Allegheny County, Pennsylvania"
"2281","114","2252","117","0","10","0","10","0","10","6","9","8","11","15","23","15","23","0","10","1400000US42003406000","Census Tract 4060, Allegheny County, Pennsylvania"
"5456","281","5330","302","1","3","0","15","38","60","0","15","0","15","87","119","0","15","87","119","1400000US42003407001","Census Tract 4070.01, Allegheny County, Pennsylvania"
"6473","284","6312","285","63","65","0","15","21","31","0","15","0","15","77","70","7","15","70","68","1400000US42003407002","Census Tract 4070.02, Allegheny County, Pennsylvania"
"5467","255","5228","291","20","27","0","15","167","153","0","15","0","15","52","64","0","15","52","64","1400000US42003408001","Census Tract 4080.01, Allegheny County, Pennsylvania"
"6010","256","5820","331","105","116","0","15","0","15","0","15","33","52","52","59","0","15","52","59","1400000US42003408002","Census Tract 4080.02, Allegheny County, Pennsylvania"
"12881","19","12093","377","164","259","0","16","537","276","0","16","31","49","56","62","0","16","56","62","1400000US42003409000","Census Tract 4090, Allegheny County, Pennsylvania"
"1201","74","1147","84","4","5","0","10","41","53","0","10","0","10","9","13","0","10","9","13","1400000US42003410000","Census Tract 4100, Allegheny County, Pennsylvania"
"8634","21","7214","259","186","173","0","15","1061","155","0","15","45","68","128","85","18","28","110","78","1400000US42003411000","Census Tract 4110, Allegheny County, Pennsylvania"
"9210","182","7152","360","169","163","45","47","1322","214","0","15","226","234","296","164","59","76","237","144","1400000US42003412001","Census Tract 4120.01, Allegheny County, Pennsylvania"
"5238","180","4759","174","17","21","9","14","423","80","0","15","0","15","30","33","0","15","30","33","1400000US42003412002","Census Tract 4120.02, Allegheny County, Pennsylvania"
"6695","339","5506","354","79","59","11","19","819","303","0","15","12","19","268","156","41","71","227","137","1400000US42003413100","Census Tract 4131, Allegheny County, Pennsylvania"
"3631","217","3380","221","46","39","0","10","131","96","0","10","0","10","74","46","10","15","64","43","1400000US42003413201","Census Tract 4132.01, Allegheny County, Pennsylvania"
"2742","133","2603","174","0","10","0","10","91","81","0","10","0","10","48","49","0","10","48","49","1400000US42003413202","Census Tract 4132.02, Allegheny County, Pennsylvania"
"4358","257","3984","291","135","126","0","10","163","85","0","10","9","14","67","59","20","30","47","52","1400000US42003413300","Census Tract 4133, Allegheny County, Pennsylvania"
"4528","217","4194","278","23","31","0","10","311","135","0","10","0","10","0","10","0","10","0","10","1400000US42003413400","Census Tract 4134, Allegheny County, Pennsylvania"
"6628","315","5593","377","396","286","0","15","505","238","7","14","14","13","113","104","0","15","113","104","1400000US42003413500","Census Tract 4135, Allegheny County, Pennsylvania"
"5228","231","5055","237","117","99","0","15","42","40","0","15","2","5","12","19","0","15","12","19","1400000US42003414101","Census Tract 4141.01, Allegheny County, Pennsylvania"
"7430","255","6741","350","118","89","0","15","475","250","0","15","0","15","96","88","0","15","96","88","1400000US42003414102","Census Tract 4141.02, Allegheny County, Pennsylvania"
"5707","332","5500","366","121","135","0","15","50","78","0","15","0","15","36","54","0","15","36","54","1400000US42003414200","Census Tract 4142, Allegheny County, Pennsylvania"
"4679","175","4353","209","49","56","0","10","205","91","0","10","0","10","72","64","0","10","72","64","1400000US42003415001","Census Tract 4150.01, Allegheny County, Pennsylvania"
"2564","177","2289","192","16","24","8","12","140","76","0","10","26","37","85","58","0","10","85","58","1400000US42003415002","Census Tract 4150.02, Allegheny County, Pennsylvania"
"1567","91","1549","91","0","10","0","10","5","7","0","10","4","7","9","10","5","8","4","6","1400000US42003416000","Census Tract 4160, Allegheny County, Pennsylvania"
"2063","79","1969","96","20","26","0","10","8","12","0","10","0","10","66","43","15","23","51","38","1400000US42003417100","Census Tract 4171, Allegheny County, Pennsylvania"
"1290","78","1283","78","7","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","1400000US42003417200","Census Tract 4172, Allegheny County, Pennsylvania"
"1715","121","1702","120","1","2","2","5","4","7","0","10","0","10","6","8","0","10","6","8","1400000US42003418000","Census Tract 4180, Allegheny County, Pennsylvania"
"3043","17","2998","32","30","21","0","10","15","16","0","10","0","10","0","10","0","10","0","10","1400000US42003419000","Census Tract 4190, Allegheny County, Pennsylvania"
